"","ARE","ARG","AUT","BGD","BGR","BHS","BIH","BLR","BRA","BRB","CAN","CHE","CHL","CHN","COG","COL","CRI","CZE","DEU","DNK","DOM","ECU","ESP","EST","FIN","FJI","FRA","GBR","GRC","GTM","GUY","HKG","HND","HRV","HUN","IND","IRL","ISR","ITA","JAM","KHM","KOR","LBN","LKA","LTU","LVA","MEX","MNG","MWI","MYS","NGA","NIC","NLD","NOR","NZL","PAK","PAN","PER","PHL","POL","PRT","PRY","QAT","ROU","RWA","SAU","SDN","SLV","SRB","SVK","SVN","SWE","THA","TTO","TUR","TZA","UGA","URY","USA","VEN","ZAF","ZMB","ZWE","ALB","ARM","AUS","AZE","BEN","BFA","BHR","CIV","CYP","DZA","ETH","GAB","GEO","GIN","JOR","JPN","KAZ","KEN","KGZ","KWT","MDG","MKD","MNE","MOZ","MUS","NER","RUS","SEN","SGP","SYR","TUN","CMR","GHA","ISL","MAR","MDA","MLI","MLT","OMN","PSE","TGO","VNM","AFG","BDI","BOL","CAF","CUB","EGY","FLK","GIB","IDN","IRN","IRQ","LBR","LBY","MAC","NCL","PRK","SHN","SLE","SMR","SUR","SYC","TKM","UKR","ABW","AGO","BLZ","COD","DJI","ERI","GMB","GNQ","GRL","HTI","KIR","LAO","MMR","MRT","NPL","PNG","SOM","TCD","TJK","TLS","UZB","WSM","ASM","KNA","MHL","MNP","ATA","BMU","FSM","GNB","GUM","PLW","SPM","ATF","TKL","VAT","HMD","SGS"
"NZL",196405123.51,19915463.13,57750107.76,33605556.03,5652210.82,1161355.19,1571018.82,3477596.87,35015521.93,17162041.89,469519566.27,82102312.56,47037729.33,1522378732.69,1612119.34,9314481.6,3549510.47,15662272.39,764212171.139999,143395580.98,22943852.59,2961814.12,199322454.21,3705955.35,39408678.1,314134849.24,439488219.49,1299707797.86,51851127.75,25375947.01,8145478.85,450123562.270001,5697319.45,8540114.39,2632542.18,380161072.49,63445767.2,17162436.41,367897944.64,34131809.1,1433463.87,1081423786.94,13026111.5,164745110.02,5477183.57,3387741.06,487658745.61,1410604.1,134076.25,516503065.69,127983180.57,13388909.82,369408264.81,77052699.48,0,87513397.28,40166532.86,27238182.36,484896549.42,27376066.95,24851604.71,1043750.48,24676604.08,4136299.33,542373.92,463726303.05,28687524.45,20249165.07,1454580.71,1949486.43,7924594.8,58896936.66,427289706.69,31811566.61,41750557.17,3951919.55,444501.36,6321222.4,3322066566.22,165250534.07,178503612.5,1034902.69,330576.63,959740.34,4650367.86,5477896588.32999,32616227.62,740373.73,108965.41,14288123.59,3725406.89,15192920.94,180544820.97,2066265.26,3726095.08,12220511.42,786807.49,30789785.04,2611854211.28,3637691.91,7984907.34,1222424.97,93138680.4400001,202927.46,404428.69,22454.79,3969154.38,42142511.5,972216.35,117230541.76,7001191.93,510960252.44,87744586.04,9577117.54,4431384.25,34371392.61,3633566.54,25237539.74,3725432.42,1016389.61,9098192.05,67080074.87,364306.15,385658.2,295031047.31,330932,94299.98,2577601.4,27737.74,84469604,129281151,277233,736253,572346337,104635889,207733,313806,5553374.37,7194040.15,110961198.7,0,0,363265,10268,87898,4488531,0,10498077,504390,11646792,262212.11,5522785,1814648,22210,502774,2778,46686.57,228195,5663891.27,547666,3518496,235424,6870781,86483702,55046,0,1715167,139119,3119320,69054844,26726077,153193,3423485,2382072,87605,2871235,806252,0,7455271,463051,0,0,0,0,0,4494
"PAK",1465013028.14,68718813.92,88399961.5600001,229700188.58,11311934.92,30072,4713303.24,10283356.99,60874070.7,579550.79,235717793.67,64981811.55,71276138.74,888671646.78,3217767.78,51442537.83,23455877.52,62953617.26,923391508.57,81596866.21,17592777.38,5401969.77,540404098.74,22943302.85,52252476.48,1338923.77,645607108.04,1032097961.28,104525102.27,17990239.93,719787.91,632191882.48,11162035.69,22411366.01,22361064.27,320969088.5,50895538.81,3832348.22,663743056.04,2045335.51,34481407.34,477154189.28,19561665.91,212145192.75,31729689.43,8135334.23,97098970.59,13243.62,2884115.99,95112611.56,19901256.72,15562058.84,393336696.39,93113807.58,46770209.06,0,20184850.17,18181877.5,57194254.15,106601356.09,180338905.28,7286406.82,120745710.71,19746911.86,4859342.86,266858863.09,43049435.68,26481559.4,9194237.67,18931375.97,16845324.6,109831557.51,82669008.75,9418209.33,566404312.41,24983428.51,19937649.43,9816540.36,3710731194.34,36905574.99,228141511.53,1928191.58,9485429.34,598505.14,5271516.48,132203050.83,7835644.88,41251779.16,16095231.68,80168231.87,34156616.71,12877045.09,24660852.87,64073134.43,255333.52,1842760.24,25336281.41,30173052.38,255377636.79,12329882.47,81162565.85,3592176.69,121078396.13,50833516.39,5630993.82,425088.8,43172688.18,41812822.33,25870142.63,110385338.6,5195369.5,67111170.14,12302757.22,16701074.41,23996594.8,9938352.43,3180936.19,21470532.95,498582,7438695.92,2600693.61,108934510.29,0,15872818.44,70754623.22,834586099,4638350.36,384541.31,35509,1107913,80966236,3104,152681,66442086,146195134,40034850,294651,6749361.01,1046987.48,926520.21,642041,224902,21553015,0,831926,905770,1406556,33106041,43223,6106463,385142.72,4378579,31305359,679750,3774102,2716495,31546,3308623,5914,231556,4964157,1027285,803090,390192,3502633,2117411,239676,0,2723719,0,458698,0,7211,0,0,83614,33018,486521,5962,19813,0,21364,0,0,317293,55178
"PAN",12737293,24151498.41,12180957.54,1524393.63,9859792.89,23189678.86,612215.72,315592.27,123474909.24,18014931.57,27974624.93,84727219.12,66393426.83,63651228.09,355554.28,322096791.82,244973313.8,18079210.2,315499752.06,4661497.65,269860475.51,477147112.77,107282710.37,7339725.5,13373899.79,0,54897252.45,28190993.13,61853061.53,419274059.41,10128850.75,34405039.09,157937318.53,1725532.21,383891.87,131644993.4,989805.57,9652228.13,111217488.07,88273010.44,121669,348005827.56,4634984.57,686480,348184.36,255700,168764482.97,0,0,6368660.2,4215496.36,82409703.0900001,68354770.21,45393053.95,331369.7,1020162.72,0,186223812.18,9985062.55,54292744.3,8160178.17,25718846.85,1365787.17,3022651.19,28045.98,53300111.45,100305.28,210174473.9,2739313.31,8379207.69,366769.3,26124291.21,11476781.9,59058192.67,27833951.12,48381.35,236232.87,30221295.43,512984616.24,1609354852.01,3627595.57,0,264649,28007.03,1598738.08,10712388.52,6295363.1,51852.61,4632,4013,1452193.99,80941,945275,1853432.97,0,791765.33,0,2128796.83,15448859.87,1615765.37,190430,19142.33,3496200.06,45360.08,499044.2,347063.49,564531,864577.55,2773,10692144.21,290520.83,12616422.31,412020.74,163488.5,944409.78,860289.05,2024907.6,109502.68,60699.38,1409,0,433347,72697.33,0,144878676.36,0,0,13006161.54,0,221228262,5461080,4528,0,2873902,0,0,0,0,37209,0,0,0,0,0,15085151,0,0,148024,31983173,388936,21083075.51,0,0,0,0,0,0,133855932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5669910,0,0,0,0,0,0,0,0,0,0
"PER",4942967.1,123849377.78,19433556.58,1902766.08,208983380.09,5513575.71,1279815.31,1724251.42,942673514.29,1172621.31,1866703135.78,2350112291.23,1705353285.63,3092499082.27,2310796.94,623179761.950001,29959434.7,13712955.48,1067270799.52,95769835.25,42461107.34,421964165.24,1030774092.74,1759730.31,186619531.85,1338964.49,230176199.78,260106920.89,23078663.06,61463707.88,2760703.8,72942989.09,85670819.09,2458878.96,2700803.22,219877877.79,5983224.95,6534230.08,878511587.56,5072919.54,1320,908702679.5,3464929.91,1960122.72,2347954.56,230868.25,284439544.88,0,7430,7434261.14,35839793.11,39439473.15,673908436.49,66295091.06,13520404.1,2579160.1,397755258.59,0,10479687.19,44406124.63,33961667.23,1244212.23,108775.72,8222872.63,0,11845295.01,403526,43247877.2,1920034.08,25373430.71,2622720.36,69962675.57,67315712.08,38808756.13,63361263.77,1192105.86,13534,10406352.02,5726657086.6,798025240.650001,68070434.84,246145.83,0,180623.18,119768.37,102557052.73,12827.81,487986.28,1790223.14,460730.05,1885018.28,1005324.25,62012291.34,81265,960915.95,1338417,4111706.58,485421.68,2181419461.99,6010511.88,54939,227310,3935146.95,2380739.77,118107.85,40345.49,646823.71,522692.2,1110,16143049.3,7678177.92,12130273.02,2997931.03,12925119.62,4264268.13,4677824.73,1045376.66,33910776.73,336482.11,4626763.65,314077.15,22327563.13,0,2274456,49220931.45,0,14475,228616460.07,0,2859026,4228915,0,0,26016067,2055236,0,1911242,1347473.21,577026.72,1543552.24,15159349,0,44443,0,643591,79840,0,1568770,1813936,437002,1202690.17,591272,61945,0,2790897,83610,0,54284471,48296,0,0,1781043,0,161428,0,0,0,0,0,540786,493120,376581,0,0,0,47334,181470,169470,59215,0,0,0,9866,0,0,0
"PHL",186132857.5,49095400.86,225976443.67,42490531.02,25445536.55,1639205,2168786.73,5117358.37,166311923.41,555553.92,725768139.88,89964833.1800001,32317417.55,21750068823.02,321120,13029510.67,34201102.19,127508412.68,3138106703.75,76134454.57,4090105.59,3029247.82,333418617.91,10884185.5,92121997.17,2184626.19,548708259.64,1505538665.56,30933442.86,3405830.1,28024,8528493941.69,2451366.37,11056284.8,271577426.99,217677947.83,194554619.47,99474126.75,308997710.42,2175401.68,10068573.63,2720027217.36,8277477.79,11678034.15,6219455.77,1009382.77,663443131.04,973701.82,186839.97,2707832582.3,20509745.31,1971135.6,5126549095.58,50156133.56,161680719.7,57298488.81,19737628.6,14473824.38,0,99920208.55,29773638.36,7979171.57,48390233.81,22339834.85,494657,137117575.05,5775786.53,2078237.93,10238086.32,29502147.1,21762434.68,73360012.33,2254468031.04,1640867.44,232100103.75,2067102.16,2039258.87,2047797.09,10374155309.55,9309841.1,135913761.28,35300.83,1030,348465,1010024.48,696078386.159999,426289.36,1189519,35286,24874362.52,22469872.32,3863660.91,8820579.02,3405529.42,17404,10237,8564994.95,5630119.98,8314771120.25,6288499.04,11015116.43,729132.13,85177714.13,828467.14,1434854.8,1196635.42,209286.64,5525241.9,185117,122494578.48,3488869.73,3438248763.06,1482613.14,7198560.6,675971.34,12040229.45,2295241.3,3557389.89,349534.51,898679.54,42828381.12,5234943.47,398191.22,0,473357033.49,158496,310130,967988.71,0,607629,17150370,0,189022,524435246,94173428,490181,4549414,734556.6,12722970.76,94364779.28,1400,2148,0,0,77870,406008,3188,3577308,114449,996529,23186,0,4860,0,99867,0,3254,104544,401133.26,443477,8007283,133100,1321794,19684285,10805,0,152537,1520162,974951,2008824,933410,0,11350826,0,0,98636,2641439,1329961,15496458,6291057,0,9572335,0,0,0,0
"POL",305961380.64,108322484.42,2613107687.42,5217305.31,630148137,288260164,109897958.9,1007150375.69,319907724.89,354488.9,582986193.92,894959533.02,57153922.39,1063678418.56,4835704.43,34115460.6,5490850.39,7225557888.28,31794686183.99,2629777845.43,24598432.4,5863506.72,3923686078.61,661962138.19,1055112756.09,67023,8032829173.07,7811966718.18,610261491.45,4548391.84,547034.7,168748578.54,1573364.39,566505255.54,3611764455.71,222750472.56,523356341.61,170385458.73,8825042140.07,6822219.15,3848346.96,324899534.34,28858371.6,27496345.39,2506803476.92,1020282696.91,250144461.73,19894134.05,914089.51,141273474.43,96888048.33,1982094.73,4960176436.13,2590520745.38,27068567.52,30873379.48,71406511.79,17627210.68,13062090.62,0,394936748.88,1432573.95,42863583.06,2261735611.36,459180.29,333457345.41,13450895.99,2555271.27,250546695.69,2844151206.77,540505359.11,4567247952.67,79499057.34,4715961.72,1632501778.55,3381149.21,2407583.69,6397117.05,2246201032.42,80591979.37,299866485.57,2539655.45,343062.56,33609576.37,16207662.01,248529490.63,70347573.89,2079699.64,737016.05,20484000.27,30403130.78,98342573.68,236394016.82,5159841.58,3738734.33,61409767.7,1891684.54,26233016.82,354061163.01,453223275.3,6777684.55,28557501.79,62062816.48,1066653.44,155825329.2,36069828.03,8544262,5032420.86,1704085.31,6074228045.37,13188534.99,114659159.68,38519919.44,61562159.74,10658029.81,27592178.17,128001447.66,174738078.31,126080967.61,2027228.44,26483779.39,127117900.64,5939114.28,8458183.18,131059831.4,3393900,10695,1988950.99,32041,18413592,149863794,3032,18894442,90296514,104957070,71636118,207598250,46165254.62,1044502.07,4550022.37,505069,0,950525,25519587,1177518,3734040,16554126,5511102884,1132048,5741511,3254284.83,759826,1081329,212571,507776,548649,366511.12,392355,0,3284680,0,3750773,374514,30433,8744,617407,16962341,0,63146671,5717,0,51937,214333272,0,209480,643013,0,1089,0,0,0,1314160,43636,275189,0,0
"PRT",83399824.72,93671046.54,532639699.53,4205886.03,42391209.18,388396.45,28450403.46,7932934.63,359286971.94,705644.17,308263795.21,428007302.83,71196672.72,300490909.09,7138342.4,15107549.24,8124661.55,313385531.32,5392563870.2,404341352.42,8774117.73,7091937.1,12962893463.65,30088340.14,316228679.03,231876.56,5913238363.24,3097576715.81,186791873.36,6937006.41,214450,78608865.52,1540821.29,33171710.61,221458500.24,49657783.06,251282329.89,135780257.09,2078178536.7,1110024.01,286995.01,174034038.94,32161967.56,4166381.05,21882623.9,35641095.84,279016363.14,67924.47,1103863.27,554128939.26,46719233.61,583366.52,1568355994.49,209732913.35,19818689.41,12460821.42,9447675.9,12772771.57,19969108.81,407566930.87,0,2203767.54,34232924.46,150802777.97,2088795,99937172.17,3027586.01,13135066.83,10413591.52,111479952.98,65720356.43,644800985.07,38053198.63,2655916.48,400990032.46,775248.64,863105.69,4468632.17,2970110887.11,29480845.81,171898142.56,7916889.7,718987.23,4399671.86,2227979.05,149499407.65,4849366.76,1527989.97,2830117.29,10135305.99,10832649.56,45193046.21,113868310.59,3787837.95,3158235.62,12498927.76,5523759.89,18773167.82,260886956,8935268.7,10055649.75,324327.01,33602568.13,3271114.87,5234936.24,924736.42,115583152.52,7680908.02,630018.82,254044104.96,25689365.72,607506425.53,23627967.42,113195008.42,7675570.94,17455070.04,17199997.61,397722782.25,5290030.11,1702858.59,18258611.75,10049442.48,1439863.73,1499026.45,20543901.73,0,173852.93,1799324.46,183300.17,12079505,40059037,1423,10515199,4835401,16952459,284625,213005,15003676.25,20667487.74,3697856.29,0,8319,808395,2059658,611536,224866,4742,26910131,85506,2293115893,102111,9430228,656291,133095,1357163,16290510,339898,64486,0,45154,408775,7512997,0,41020,227593,1120704,0,1613731,1024398,3131,82689,93799,20231,308904,0,1139115,0,47161712,0,0,0,20870,0,0,0,56825
"PRY",18642048.4,811342856.22,954642.99,3565746,317038,58394,30810,71917.59,522249920,3206.27,14176195.67,20926411.37,208325609.38,58465213.14,627670.94,20136769,265171.88,301836.9,36532108.58,1318347.66,7002792.64,9903181.44,37958991.06,14443.84,1235989.18,0,20604651.04,14560463.45,22046110.83,4891164.88,0,10371470.4,193494.01,440552.74,21100,23744062.04,488340.39,21678872.41,76563979.04,38240,0,23024123.66,4565528.19,0,133115.46,63662.15,9134293.02,0,0,34065663.16,200978.41,386396,41631396.22,490272.66,134826,479657.25,5528468.55,104415941.51,519774.52,4777413.39,36696909.6,0,52305,5899362.37,0,11038497.82,3872,869466.12,243271.56,150357.79,192678.28,660228.07,32710494.99,278483.12,6272332.05,3957554.31,0,163955429.26,78187392.4,84527301.86,23273689.34,0,0,2739647.28,228464.92,364695.89,113682.01,77261,0,391565,562625.43,87374.65,7707196,0,1350345.75,148625.73,0,111554.21,30701177.53,0,0,0,487417.25,47385.86,0,2103,29367.82,1124053,63760.49,140855539.5,634373.34,1339758.35,49080.29,5931244,0,598769.89,160484.15,7234358.13,0,0,6865,0,1862804,16080.57,13125939.84,0,0,41027782.33,0,756410,4969806,0,0,2227630,0,19200,75650,4808384,0,0,186917,0,0,0,0,1162827,0,449518,2016572,17642990,27109.56,0,0,0,35708,454122,0,63064,0,0,0,239164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",1035085376.78,24573581.85,1097356.06,31963025.59,1042982.49,0,60420.47,286580.52,57229397.07,0,990934.13,93032737.55,20283380.94,480262358.52,105046.7,5436133.98,0,8642756.67,17187700.67,3107730.77,0,26161910.63,1174686516.02,0,1725847.83,0,52265603.38,197706359.36,10092191.13,0,0,28324358.02,14613,366983.35,417390.93,2368404570.09,7054745.43,2821317.93,85904357.7,0,23381,8743449343.42,19946611.82,49130058.51,532793.57,0,26411130,185318,974831.02,34164462.96,10134165.04,0,74266132.28,585193.33,297997891.34,400142692.41,0,2908732.86,388861213.08,300863.94,6228337.93,0,0,305553.19,0,433878148.52,26793594.37,0,5514243.07,636015.02,316682.05,1528933.92,2114221010.52,22134,30085790.78,23868969.79,2911208.5,103349.95,349328572.4,42995,113079884.68,463088,2276576.96,0,65472.16,202457012.25,133799.36,0,239253.19,56186557.19,3509577.29,527580.04,12554516.75,20109400.11,6523,58816,642315.7,33969771.08,17842638136.52,893380.59,20854114.64,7844,65808847.73,425914.93,568660.28,0,1653301.22,147499.77,8400.66,9668081.21,9364155.56,4687020938.75,62625977.91,16985062.38,655191.8,679303.88,0,35581831.01,0,169961.46,95856.88,38335827.36,0,3295564.1,64000473.73,151480,6070.67,0,0,434650,22845123,0,0,58083928,54507330,703560,108367,1369939.71,1960098,116190.7,116750,0,25357,0,0,0,109882,629973,0,588082,0,0,229554,2651,0,0,0,0,0,0,18219,723898,10993271,0,181835,0,203832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",468601005.39,42032925.52,980831084.14,28293025.38,1151044213.68,1917649,82866920.72,21950544.29,69191768.82,120876.05,133812405.52,300898910.68,11798662.47,269713919.52,1311057.4,28941254.9,455032.36,571467823.32,5613050956.68,99101280.83,4308514.13,914833.67,916714833.64,22824251.65,97448265.82,5720,2859242882.37,1597354628.19,780887163.5,8293444.42,27306.67,18010210.67,36817.93,201962304.94,2031206039.99,483051524.13,159305233.61,156470458.47,5955848785.12,88964.59,216485,91030583.87,128356372.81,7940797.28,33869715.47,16945093.73,82475779.31,421619.51,149172,21919814.84,24970163.33,107680.33,756640241.67,669620531.23,4059404.59,56578649.91,85484457.48,7129782.37,1042231,854497178.399999,53007260.2,91668.99,32547542.1,0,79263,217156768.44,10704925.53,39869.82,446454628.19,377031186.93,248092723.53,238985406.41,15065706.38,9961916.03,2981783949.78,672067.68,1357040.73,1156107.79,1052752131.67,15811229.8,24977230.58,350889.28,10256,52647636.14,49763298.47,39436160.45,7789947.21,75750.68,358934.59,9225308.45,6577514.56,27677597.52,112450423.07,691537.08,1127127.64,92136709.77,432719.3,73236560.05,209081893.01,82860747.54,13124217.79,462772.92,84547216.49,1039043.06,92075933.08,18078995.84,23356.17,455771.77,408410,696806576.99,3565403.51,65824999.88,118285873.91,61139131.05,14255530.24,2371524.34,11676810.87,143455115.25,517854017.43,1676181.52,81289313.88,7362787.67,4245074.36,574789.79,9653196.93,696455,20979.87,268089.88,157326,951693,234178336,0,117069618,8375821,137132249,16278660,93173867,15296645.76,1184817.49,5531508.15,650663,0,685116,55563296,10856,40096,14347258,741418175,0,1581168,98776,58544,0,10025,67051,95499,17641,293178,0,0,0,133236,0,65294,0,0,49143,0,76788650,0,8353,16794,33131474,0,0,901984,0,0,0,0,0,0,0,0,0,410961
"RWA",821707.82,0,190034.7,48457,4358,0,40825,0,532921,3502,331421.31,13223999,0,22246351.85,157022,1368066.91,3026,109222.46,18138962.08,669644.42,0,0,38395,96953.19,22634,1503,3637931.83,34852964.24,26740,0,0,27327125.09,0,1800,383447.22,1040469.52,36530.38,762472.87,2363035.77,0,0,96845,4998,0,0,0,4378,0,15030.59,5793546.81,1578986.61,0,4868500.77,0,1011.9,9518607.33,8720,0,0,0,0,0,0,1719292.77,0,57937,1919733,0,65392.1,0,110981.8,1232173.9,7541578.98,0,0,319814.71,4196095.76,0,19868916.41,0,10180400.61,3317,2505,0,1255,284622.74,0,46710,4493,3996,63024,686755,0,408771,2935,1495,0,0,645733.67,0,32849037.84,0,3496,0,0,0,0,0,0,1096394.06,45818,0,0,65736.49,44833,0,0,94139.21,0,0,0,160308.48,0,37988.43,41713,0,7314729.15,2003,0,5973,6250,0,0,0,0,0,0,0,0,0,0,0,3043,0,0,0,0,0,0,8525,0,10256538,0,0,0,0,0,0,0,0,0,0,0,0,0,26849,0,0,0,0,1441,0,0,0,0,0,0,1714,0,0,0,0,0,0,0,0
"SAU",5497507461.21,21795346.6,267789496.67,206172902.58,3818026.01,0,1679698.48,1715590.92,1577748175.99,51365,1593137769.41,366597353.81,32281573.33,16059780082.18,2487093.87,6555762.49,344447.45,22302590.28,1322943888.06,6874447.97,27195913.67,181922828.24,4053625301.74,4706025.84,28887620.83,315005,3759449756.94,1281590414.52,1335157524.11,5174003.2,139476.29,622713950.42,70385,7491912.37,1386258.88,15824532238.43,66694797.65,21000,4626481526.34,8249,362620.96,19395091992.06,355283490.16,173012054.1,5975412.18,947464.44,537879592.08,60494.46,2789228.47,2205932671.99,130539625.75,341560.46,4138447151.5,58021650.99,397831872.66,3699374749.74,85214,13643133,3255608273.56,193056959.36,555567350.71,44580,1345535650.42,29198781.92,11741957.55,0,1392429588.83,133176.81,2710496.75,4084821.91,4747833.17,87986182.75,4187306164.53,1313708.58,2497424569.15,239550762.35,46108074.48,1327899.83,37551558868.96,34733060.55,3653046346.07,252459,1223991.34,619216.59,1814051.52,844941202.66,4436825.66,10444207.34,540856.3,868530384.63,29372648.58,63819811.57,132241869.91,614586583.44,5182798.4,137679,8170024.93,2969016378.33,38071014711.06,3018481.29,287085397.16,445313.89,1558060689.33,14806124.3,749568.73,31521,33590877.93,41104331.07,2836479.25,12715721.05,12052335.48,8380934743.64,889100546.82,150291402.7,14499876.98,31857366.32,1087941.3,1749449787.65,307593.48,3424733.71,141883825.36,439294452.3,3149304.67,24156321.52,131433582.49,2146955,96351352.4,4643,545375.04,326502,2817294425,17798,43213030,681838551,541968728,391927213,948424,136415963.68,25656521.34,373549.63,8662574,104899,2395919,0,0,66227864,135066,5489382,1302650,3979203,0,0,639982560,7505471,1711385,68984,0,0,0,328299,660364,30137112,1868857,11556,11369101,3094153,203555,44586,204983,0,0,0,0,0,0,0,0,0,28909,0,173345,0,270886,0,46251,0
"SDN",168088946.67,161731.12,786417.79,14227664.06,231872.06,0,121244.62,0,192631.73,27068.13,60504466.72,748045.34,70274.62,3779279137.61,0,47261.05,0,2756233.81,24523228.41,589427,0,0,1532762.36,12685,1893468.31,0,33717068.99,35015911.97,8178366.48,122354.78,47093,4161585.66,31236.54,10158.82,0,220919673.96,3265683.81,0,49610059.73,0,0,310599595.93,18937577.45,4184,0,3979,17540503.61,0,0,37752680.67,9099379.58,2605.6,10742498.71,850823.62,28408.55,35244059.73,0,27999.35,3453,1681360.16,363465.23,0,1276258.52,93299.41,2703,116010630.65,0,2149.85,67279.46,34788,198672.97,3386168,23368355.59,25014.6,8034065.89,181498.84,174692.18,0,8016716.91,122885.96,1003865,31773,0,5851,0,41914.5,0,27437,5981,149065.31,1096.56,21873.37,890578,25457239.31,0,0,100143.73,6670849.62,2426178380.04,78310,164454.93,2911.93,1902686.51,205260.45,21538.74,11079.75,113595.52,1428,5477,2681851.17,773352.05,21790390.98,17572221.33,9618209.97,3650,2370.05,330370.21,474689.97,1098,3753.89,0,27399,2530,0,8944387.95,0,323666,0,0,0,0,0,0,0,0,0,0,1478818.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
