"","ARE","ARG","AUT","BGR","BOL","BRA","CAN","CHE","CHL","CHN","CIV","COL","CRI","CZE","DEU","DNK","DOM","ECU","ESP","EST","FIN","FJI","FRA","GBR","GRC","GTM","GUY","HKG","HUN","IRL","ISR","ITA","JAM","KHM","KOR","LBN","LKA","LVA","MEX","MKD","NLD","NOR","NZL","PAK","PAN","PER","POL","PRT","PRY","ROU","RUS","SAU","SDN","SLV","SVK","SVN","SWE","THA","TTO","TUR","TZA","UGA","URY","USA","ZAF","ZMB","ZWE","AUS","AZE","BIH","BLR","CYP","DZA","EGY","ETH","HRV","JOR","JPN","KEN","KGZ","LTU","MNE","MUS","NCL","SEN","SGP","SRB","SYR","TUN","ARM","MAC","MDG","MLT","MWI","NIC","TGO","VNM","GRL","ISL","MLI","ABW","AFG","AGO","ALB","BDI","BEN","BFA","BGD","BHR","BHS","BLZ","BMU","BRB","CAF","CMR","COD","COG","CUB","DJI","ERI","GAB","GEO","GHA","GIN","GMB","GNQ","GUM","HND","HTI","IDN","IND","IRN","IRQ","KAZ","KIR","KWT","LAO","LBR","LBY","MAR","MDA","MMR","MNG","MOZ","MRT","MYS","NER","NGA","NPL","OMN","PHL","PNG","PRK","PSE","QAT","RWA","SLE","SMR","SOM","SUR","SYC","TCD","TJK","TKM","TLS","UKR","UZB","VEN","GIB","GNB","KNA","MHL","MNP","WSM","FLK","ASM","ATA","FSM","PLW","SHN","SPM","ATF","TKL","VAT","HMD","SGS"
"NZL",247191526.21,20422023.03,88916971.63,5049722.7,2189821.02,84029546.58,450912501.7,99070339.24,73199103.0699999,1861206920.59,5818287.78,9606708.53,3367320.47,15682393.21,826118608.87,189243699.62,18904550.46,4744583.09,224248899.8,5665038.81,37823122.29,309717716.21,471272341.29,1346300021.71,53525853.08,19150392.31,22974937.22,510960940.2,3885284.18,63340119.17,28826602.33,367902145.56,37509295.36,3195090.21,1049459181.91,13747585.89,245821967.04,4266421.04,342037710.02,441763.75,421451173.26,59569943.79,0,71197972.35,50714787.74,41287727.05,31376084.63,31671635.48,843575.09,4473908.34,160357506.05,551917111.45,26965151.96,18438224.65,1292289.68,9700370.08,58513559.76,640161335.69,43674555.56,54932384.06,5107923.4,699446.86,9662275.73,3165808313.19,195591069.54,1342670.71,126200.45,6674144467.73,46428960.97,2930184.78,6709337.94,23580030.63,234849303.38,183799506.76,2930892.71,7195954.75,39865695.73,2775661276.33,8638785.32,13732.1,7501186.2,267588.37,55667722,140842587.55,4055871.46,701715172.03,2517915.04,85986542.46,10605777.62,8827221.13,7903657.19,2215855.65,14701497.49,76710.58,13126056.88,1269187.95,223622597.89,692517.33,4387912.89,731675.03,1218566,633119,18181466,1584157,13897,1666682,27529,27883367,50628659,1718635,350553,3783379,23946656,19619,6193597,3923981,947229,88796459,1976530,18874,1723889,18126321,56186759,155571,416128,31768,7778200,2372191,991474,716431536,193925159,167271653,4628837,500306,2579905,64575354,515133,644066,20187101,40650100,736211,5861680,1098014,5652253,293175,675434608,6480,163197964,6661461,47235727,522863386,96916339,0,381593.85,21742034,1268,248329,0,11955,531982,2895168,99584,4569886,236502,240133,16198318,4043422,466038568,863618,0,224017,2194320,2378583,68878678,183799,23560285,13640,874299,500537,329931,0,0,51619,424204,0,0
"PAK",1760991820.02,59069318.28,89680699.63,21053616.86,1118719.77,85824889.8,230822651.35,67556369.92,73791426.93,936797583.56,64846972.29,42341805.72,20645326.07,84262672.19,1034873735.65,106951676.01,30336825.92,10345443.39,574942584.1,31985515.81,60437164.59,3740639.99,682636724.82,1201138614.87,108391367.3,29046699.05,1550188.3,503466436.85,27060584.67,55459422.57,1430847.4,780960291.890001,11779770.04,38273480.24,625149459.82,25603154.17,233586629.88,5985774.21,118081473.71,5844101.12,459006436.91,90067988.8,46204498.09,0,17189377.77,23692857.95,135824804.05,150515619.03,6491262.26,29644040.47,165006678.22,457762647.98,72130900.67,28886984.42,24261164.28,20751359.99,121185455.34,101181069.2,9875208.97,639904740.1,24671355.57,18617394.7,12968783.36,3656383729.35,155165984.21,2146450.35,2396116.11,147405524.33,11315297.93,6615658.76,18205672.78,10359034.68,26664999.18,114214219.57,157433140.92,28880338.33,31778686.01,456396278.3,90004303.16,2705118.42,30548964.08,775557.98,54651119.96,1146001.55,26113157.16,54215022.81,9661580.56,21757342.96,29572335.33,3682763.64,775894.2,52012182.52,2167698.23,2924611.63,13445793.12,20998292.58,74148169.57,230273.04,2692494.53,7301577.58,1510,1446003861,14707782,206065,15158,54039555,14965,414630339,79658704,224226,88299,118246,312675,142947,35318702,4286736,5307058,1993452,66733304,557112,580680,2431426,17559182,36642315,20604113,3972832,13017,14921571,3036376,60129601,351604527,425073386,31847093,2654230,0,130347238,96658,1333763,4764732,126146869,76946,6231654,147059,49140112,1488583,135576338,413080,26054883,732385,291660435,114362759,365479,1203488,46231.03,186862590,176269,1202382,0,22196809,299987,1874109,44017,273761,625739,0,34821686,2528225,20069658,37996,4914609,3250,0,0,0,0,126763,0,5851,21135,0,0,0,2968,0,40452,1556
"PAN",1759633.34,30570619.4,10454007.58,699789.19,19864227.42,116827033.24,25048936.21,132716063.92,90949391.25,31693134.77,10140,329134665.02,248149318.14,13269861.93,351272168.58,3182974.91,204596553.37,473938159.52,102776673.27,9509268.12,22829040.17,0,40513946.16,23888080.65,141973455.39,413892155.36,12392680.03,37658799.34,184071.61,1154396.64,27929687.18,212564108.69,86036849.53,17472,869735878.93,867944.91,10500,1664,194605181.5,139491.85,91025754.68,15168233.09,422104.69,14171337.24,0,388942588.72,149515980.21,7433430.07,45614651.15,2460914.47,8638335.33,75669195.85,1131893.6,204684547.63,4355871.43,901648.22,36039877.23,18236896.03,39401216.51,21122095.28,3581741.45,57103,37480492.3,642377563.73,2109437.01,20368.32,1496681.02,4976501.12,12607262.77,210737.29,886362.54,83808,591208.14,3262071,157885.12,239541.9,298939,13462330.11,4068735.33,0,116288.62,324965.85,2332520.58,0,26314,30389229.06,3431223.08,349962.45,214504.86,226510,9607.49,0,19638.52,0,79347532.63,19859,15702038.1,0,3218330.59,3188,37191582,0,1514413,0,0,0,0,823764,0,25756402,79418047,6193088,30211500,0,0,0,0,303434561,0,0,0,0,1122635,0,0,0,0,292660358,148216734,3386339,7876972,0,0,0,0,1523135,0,1638,0,332958,19500,0,0,4706,0,1718187,0,530764,0,0,2663545,0,0,0,0,0,0,0,0,18494769,0,0,0,0,0,82480,0,2229017045,0,2538,0,0,0,0,11142,0,0,0,0,0,0,0,0,0,0,0
"PER",5485132.26,149788598.24,17140494.58,211062817.63,358858925.070001,904889763.02,2005361919.22,3441244041.67,1961074160.7,4009091351.53,2927412.51,717422541.86,38859933.31,12782782.75,1216116239.4,83811411.94,52891265.13,577608900.33,994491187.72,3568536.52,253044824.6,760834.21,223588478.87,391471562.72,15830924.07,78777264.31,3361188.41,56421174.91,1164889.08,11761702.54,4775895.61,937481621.73,8313609.37,0,590316588.35,3716651.95,1773923.43,325052.13,346855048.16,249843.94,790089128.18,79285307.82,16259640.42,4506003.06,302097964.4,0,50378841.25,25648168.26,1890391.7,12280852.85,32436073.53,5826858.38,904799,24453667.61,43665425.27,3452100.31,184396971.38,47707516.37,57250941.08,56306537.26,215265.97,0,21457041.85,5940666023.32001,58080727.46,1426969.9,0,83047358.25,58937,1357770.07,1807102.12,1668834.78,31515167.53,6403366.44,398980.89,2726795.38,1953953.38,1866273303.05,148610.61,0,3662488.8,68681.28,677921.79,2557735.9,5492105.61,8498279.61,3340855.99,4380173.97,10076880.83,49921.9,760853.06,1706448.79,250562.1,8211,14794617.96,2391036.25,63727037.47,8839.74,2678267.22,4845825.65,2246320,1900,969022,0,0,136125,48750,909704,783231,5585611,486545,203913,1001654,0,656301,358156,1423997,5813745,133778,0,238540,157326,3003509,2690832,4370693,34290,105773,18861994,56752784,38338084,281403366,2102871,1155,30044,0,728771,28199,1418348,2027116,23164412,0,0,0,617199,2470754,9628339,0,15268501,0,406174,42687150,139644,179141121,0,9644,159571,0,0,0,1491224,0,0,0,0,21442,2671307,0,1079425821,264205,74355,830914,0,0,338502,0,255493,0,21948,17716,0,0,0,0,0,0,0
"POL",753812002.19,132137804.2,3247407525.25,796145663.99,1272480.8,530189213.23,772563808.07,1200880912.04,58727484.47,1365603432.32,22408557.81,32380625.75,5525797.05,8561888722.43,37046844326.23,3157367675.37,9934906.03,8768358.32,4271389643.88,743159784.679999,1565315769.63,77624,10058883566.03,9581133590.41,881346791.84,4687562.84,774543.48,178097845.03,4105295356.09,820402805.850001,248727760.95,9899069203.11,1696947.87,406221.97,338729221.52,61052241.55,34054912.68,1082483550.06,329411774.72,324656950.73,6144797769.31,2990760622.15,35638405.02,67682882.44,196264060.85,26826424.28,0,513722375.24,1687995.43,2731965101.78,8443430809.76,451844879.27,11855249.94,2592779.43,3643026756.56,686525574.76,5586372130.1,106958962.54,1789906.94,1802205148.46,4017091.11,3474722.31,12982088.3,2756505515.67,379474605.18,1072019.6,389567.92,345351536.03,103362545.36,151877946.16,1410389127.65,137108541.09,281731079.86,246100120.16,5549868.7,633776779.54,83448576.57,456905849.04,9762626.72,34302267.53,3014138834.44,24244824.4,6024958.83,6933862.72,8292481.41,174049804.49,397015163.45,34950269.95,97293356.71,32671014.02,1081608.47,5294083.96,48452030.58,1355874.43,914049.2,10388830.85,163944880.17,1416924.45,137254629.89,20389165.72,299488,6023059,11264341,17372380,62605,6177061,384483,7041102,19705830,318809847,3245101,94644111,87604,0,7558568,1525935,3568994,8754307,1580833,152925,3091672,51734142,22451203,3820801,754367,1531312,0,6743625,7667792,57080882,298271587,118909991,37410314,438872009,0,40833604,2661058,37051179,30340141,344455579,184082218,347835,30907950,35972122,1867041,178306072,860010,67171216,68114,120204202,9621210,144293,4735766,2773971.53,114762452,514482,4782820,24678047,24762,3043857,1597505,255592,15595027,22098783,0,6436269634,95037545,118888302,63002525,170738,773750,286804484,0,0,0,11000,398441,69429,0,0,0,1653222,0,363868,0,0
"PRT",130907464.8,83178525.43,584962031.54,59978666.96,2338263.05,615001485.399999,382245015.57,502221528.62,105689786.91,333750329.54,15319547.53,34777547.58,8750032.79,341836656.45,5817610944.1,468316044.71,8397521.82,4589828.93,13825182143.85,32474025.65,406573141.8,9586.41,6110116913.82,3250970406.4,230231796.13,2777760.84,137830.29,97123277.86,219299793.31,333852464.82,136085915.26,2136328402.95,1035418.73,182160.01,97038776.57,37231936.71,5764253.63,35226704.51,423542956.55,8301172.89,1625457659.35,247942144.88,19816136.73,20633203.9,7902299.96,15250845.14,524725958.02,0,2782635.11,229613533.79,346037772.87,163236449.5,4149070.95,9078782.76,122707454.73,63978707.61,666547436.65,33692265.87,3159150.78,455215213.38,1555575.62,1243954.37,26286384.07,2365752051.21,146944506.64,2432431.03,537271.05,145355543.46,5506884.73,32561897.98,15567229.58,63350205.58,285713801.23,73286456.87,13933541.93,43980418.15,28602920.04,247953187.68,13672564.46,639210.96,24289260.49,1219487.53,10747886.99,5656093.09,81871842.35,522041799.99,24718638.81,20452095.7,130477522.14,3700512.28,25033487.67,4207497.85,44251205.48,1090129.75,2717940.56,34465964.46,27631986.49,1298500.81,14488131.62,2976317.74,134331,208675,3315707430,3186288,359592,6351718,1353739,2216791,6372069,1475009,24039,951986,718322,173305,11531605,9189444,12496303,24868212,813982,1926297,6525859,8893771,11495447,6775318,2716333,24815903,11771,1055762,53634,5890059,61433306,32417113,2540282,1396128,0,15788691,218873,225974,23931127,375298090,4858517,133477,36885,132590195,10424620,549938583,178646,128482119,0,8603239,11952732,875656,0,1430586.71,16076183,0,542443,2915873,80484,352407,28765,104706,38692,45099,3045740,39520605,62059,73736338,41449724,59242269,0,91534,0,0,0,0,0,0,0,2024,102934,24552,80112,0,0,16327
"PRY",57185736.33,752429842.08,982501.68,54867.04,54980201.28,667834426.16,9982115.13,61530147.51,373711779.86,96662781.38,157991.15,19822441.65,1011400.79,181440.49,29247442.36,7313702.22,28793126.92,35061087.17,151783731.46,0,242933.88,0,34063553.1,14252359.18,31507654.82,10849963.04,0,5269568.99,16000,137529.93,34839340.49,73720826.4,1592,0,44842167.01,3743311.58,0,223171.66,9461496.88,780121.77,23997289.56,244454.18,288435.88,82342.66,5172764.91,161040660.64,16808636.12,26940104.67,0,11766667.1,327970792.64,3623376.56,0,1584709.91,360261.1,886725.16,321822.3,42945265.75,353189.8,29452258.25,0,1744,773076097.54,119799280.44,8020989.55,0,0,713743.12,9923.22,237319.36,31971.36,5840051.95,17847044.16,28579432.19,0,52326.34,407291.43,87599862.98,16104,0,155369.31,303603.71,4814472.79,0,3659720.8,1250392.7,151803.19,0,10146198.96,141477,0,5800145.4,0,0,544438.79,0,17870713.74,2047.23,29430.61,28194.89,4342294,0,32688091,696811,0,201800,0,7369110,332915,0,89530,0,0,0,0,0,537965,199500,0,0,2389460,0,108520,324000,0,2096725,0,139813,0,4207598,37744656,0,0,11220,0,869132,0,0,627217,20433724,0,0,0,9452,40000,42431891,1079200,47008,0,0,589145,0,165000,551669.09,40080,0,0,0,0,167410,647600,0,0,0,0,937557,0,256792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",468406919.88,46546172.52,1159155453.35,1788301060.4,310567.8,128016313.75,145818288.11,230184333.36,55666140.14,322373222.63,5375808.39,30665325.85,1356925.74,731371385.04,6747022218.57,124013248.53,3983481.67,1185405.28,1207615879.29,28694534.92,134504103.72,0,3478468731.35,1622998601.2,826140456.929999,25150493.28,20746.55,33577573.14,2219134220.31,166183527.05,160150351.14,6335102428.7,103034,258209,235994207.77,258229148.65,11702053.56,25342493.86,86307581.7,122750159.83,1479937479.91,605793267.37,6750178.83,182794056.04,165964604.04,19837565.96,1007128520.04,180433156.63,416779.63,0,1052164323.29,220907483.86,23194476.89,43822.91,626261152.34,261732407.88,298594492.01,18973410.76,40515069.86,3462070707.48,10933370.18,225068.69,807728.52,1117184654.3,76606092.02,309138.68,0,80643537.29,50985441.6,110483868.83,45293548.86,60710088.49,170116705.78,308937318.5,116089061.21,184816135.42,78283596.73,215785382.11,29571735.55,708390.75,44441661.23,37026707.2,1105762.32,6144430.16,2865956.71,101496021.28,627473229.09,164910547.64,98936242.59,79651753.85,1915836,1257159.88,29245070.78,242915.07,114863.48,66291718.75,19088797,65308,9831831.46,2006771.02,5231,10864372,34012016,38453469,166083,99320,313062,12167095,2716388,1297633,580263,53112,287870,16972,16760992,77694,3750802,294064,195913,0,5430235,224858901,3790119,166579,17318,27301,0,128940,101046,13263472,310131215,167840230,89099605,81954032,0,54618633,0,139970127,55712497,141556317,823433691,15202,1354144,3743534,161355,19580081,1234344,47895307,0,13045832,4001864,0,405640,982089.13,14431268,407559,875610,63966737,19540,658562,3637,0,163612,18482920,0,1220077161,66283417,3605058,53455833,18638,121280,49726280,0,0,0,41012,0,0,0,0,0,12680,0,0,0,119951
"RUS",834119005.39,813754577.89,723017668.049999,5989668841.38,2638529.26,2601030883.84,1250355389.03,2346464921.69,65976849.02,20956203621.77,33226727.04,149726151.45,47740482.82,7873665114.82,24035008580.03,1884262615.07,48907377.67,129811086.05,6728887517.91,1268211178,15270998000.93,0,10837021902.81,14392305499.42,5717511836.19,114758077.24,110691.53,386066232.88,9881903227.90999,173363395.75,1859914469.73,16286510730.71,3133769.42,14993767.88,8281243896.08,349613121.14,17176210.63,3032276466.11,756923524.83,862237458.21,50116742917.18,1432787639.36,133553736.75,607180351.86,332743034.76,276135991.46,17048086013.15,396229996.05,3914031.32,4670405685.91,0,1132243281.18,806803642.51,71027531.85,6446654164.63,476903867.78,5423349071.50001,1983134684.36,457280978.21,17874988113.35,54905101.71,23008987.88,896043231.12,17679884818.99,313199868.74,4848335.26,2207613.29,480727603.45,1994831340.65,239867136.58,21921766760.39,1074389475.83,420090729.61,3083182294.56,128124692.67,2617215676.67,588224787.89,11830073088.33,178472257.49,1320014024.09,8182865801.87,126628400.68,12606938.56,1019007.16,89519566.33,1541081630.82,3166458804.9,1764409379.09,1179735597.01,770835532.73,46726.57,10464045.48,632173508.64,7397271.91,34464476.27,24816733.06,672571029.49,698748.57,26056680.44,54407163.38,0,171810663,74457859,177281393,0,6491,3076623,221984663,2625355,2268750,28462061,0,130356497,806037,12268001,4613163,622693,175938892,56592725,7034980,4163454,439800959,31607272,9908370,99718,311599,0,9306872,0,487473640,4295214419,3127785535,102040481,12729858559,0,32527492,3844274,76174363,91971227,883118208,502712014,32149413,1069379267,522702,57021340,255161589,209356,282389025,2430067,20498879,243212248,10060,96512381,4399653.7,6226225,2892708,54685,5995122,566010,0,4539952,69139,792473943,808701141,2800,22461944683,2048672345,183869890,233336214,0,629126,2048122,0,3425934,0,0,4791,0,0,0,0,0,0,0,0,0
"SAU",4326526820.76,24649044.9,347878346.25,6839294.58,18862.75,2691951343.68,1915958314.19,237573863.36,57595426.21,28840871209.92,24953362.26,7303825.05,2409435.72,13961355.87,2045498561.49,52174654.5,159220,29044736.45,5794493505.08,5377547.41,27865796.79,10798155.17,5378068418.7,983888004.779999,1832246690.55,6759173.03,430041.14,411986925.77,1803012.27,9698494.95,62979.85,5885329775.05,0,1823540,31367424489.3,281534005.22,183049302.41,108490.94,549094191.27,241647.94,4760072849.2,59297880.81,358002942.69,5590363447.58,96539,49779639.65,216208292.23,918821234.87,57763.78,36695238.43,22095176.2,0,3894200559.58,4500310.3,3873212.73,116822747.37,57935813.15,6731050815.05,737354.77,3141466374.15,245739566.77,110151171.02,14547,52607917473.23,5523269429.72,1888603.73,503718.01,590303279.84,1615651.39,1036775.36,1856909.12,17516438.8,140000870,2972767177.33,1176238076.51,16350027.1,3466146539.83,47353553207.4,354570162.77,117127.94,0,10773.09,21086690.62,33058.89,17269098.52,13641961977.71,5590948.09,644752784.4,217276915.52,2373758.53,27826219.67,51079872.99,2151598.25,5275036.91,1260468.15,692486.35,164654183.43,1700.43,1721664.1,3755822.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232645.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",389073508.22,220268.42,391584.44,581200.94,0,309896.54,64533956.94,613125.7,72488.79,7055460146.49,1438,32323.56,10567.86,273919.42,43151886.12,733057.07,7366.8,78360,5330024.54,2854243.65,1949382.06,2207,36584061.34,10049554.1,6136473.5,371197.74,20203,6076101.22,0,2311372.19,0,28123455.63,9524,191125.37,106527180.6,19208068.54,0,22687.79,32888328.62,11362.66,7386224.92,560250.86,6171,29279659.76,0,0,1925049.66,20501449.37,0,167294.76,7225892.15,141668673.33,0,0,348121.44,326189.46,1224337.9,68539442.71,10593,9091887.65,232133.34,258093.07,0,5377268.17,3890429.82,0,1104,18685.1,0,2841.83,0,1596311,606012.97,114786320.36,146939325.65,108844.57,5157466.75,3240587744.77,3698292.76,3300,0,5675.87,0,0,145836.37,77444456.92,128344,23303265.27,15550110.5,3750,0,66159.43,1537,142864.71,3047,0,25360629.95,0,323568.16,89679.34,19933360,20952,860994,0,90730,0,0,11092522,15000,0,0,0,0,0,120000,0,10470,0,726272,0,0,0,70819,0,0,0,0,141428,0,119107256,72586383,78857,73098,20447,0,2655142,0,13000,1059625,242578,0,0,0,0,0,107845980,17425,55106,0,4751,4571,0,0,0,13605,0,0,0,95013,10500,0,0,33941,10400,0,443671,0,0,0,0,0,0,0,0,0,0,5811,0,0,0,0,0,0,0,0,0
"SLV",170849,340180.07,1298162.05,214707.73,494535.28,6665605.19,47600493.64,1402339.4,18638127.08,10356098.39,3761,3110409.38,171437795.85,5125709.73,134574127.04,77352.88,66543551.79,6382477.27,108157163.2,108251.05,3442679.45,0,9738402.13,9261452.8,299778.28,646665404.279999,479301.84,29646282.69,77475.09,1364808.18,37509.87,13263385.21,5410409.76,706707.18,9068502.73,286729.49,760015.08,296798,60349929.14,1933,31153077.33,752595.9,550680.48,133730.89,128268499.44,2214974.11,616590.74,2492978.78,546676.76,25478.59,2528185.37,495157.6,156901,0,656112.24,128574,4760490.55,7946230.79,2042496.55,590302.06,3013,0,74700.72,2307607883.31,2650395.71,0,192849,2214594.65,39681.94,4221.41,41903.86,211324.78,926749.55,67345.57,192302.94,176498.98,2499.11,20034253.46,0,0,4025,1569,8200,2554,0,12857322.53,146434.97,0,2601,155971.5,0,1046,0,0,256897370.35,0,7783640.55,2749,11150.18,0,244893,0,0,0,0,0,0,223927,0,1429889,17234141,13562,1092473,0,0,0,0,7894236,0,0,0,46900,0,0,0,0,24433,592642544,3680418,40675,4904587,0,0,14499,0,0,0,0,651539,257110,0,0,0,0,0,91700,0,0,0,0,83970,0,66193,0,3763,0,0,0,0,142045,0,0,0,0,0,148856,0,8082010,1497,0,5071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",157899409.89,67570489.63,3756335632.71,307462018.23,928371.46,143106461.16,172330975.84,415659865.91,110776586.4,778232129.24,3490507.07,12246951.6,5082561.68,7976260968.04,12325473288.8,692661637.2,6898319.97,2291433.16,1631306189.84,74812897.58,956198316.46,14717.67,4189322678.57,3372015922.9,267514851.77,3054400.18,29856.9,54426568.53,3361966130.37,161222878.56,49472307.5,3681564354.29,821655.62,1410300,102703419.14,22044712.25,3386690.72,228304334.09,119947250.88,43613908.75,1899587706.83,309708011.36,16949329.89,8483681.65,747652,7046317.09,4188542049.56,201815032.95,5473686.26,1232077567.77,2903859556.2,61630136.43,3236617.8,165997.56,0,511515485.58,909168499.81,25387261.04,1333610.21,904677728.98,534828.79,3869868.14,8082725.84,1307408665.28,115423659.05,161220.5,293101,188171831.81,31322789.1,103064637.47,172802269.76,62822762.11,43915070.64,68976551.5,4305843.44,295480561.16,13139094.47,203805384.17,4410971.36,3385744.24,147905937.57,14609552.75,874492.78,3989722.63,4306412.94,41286057.02,410970813.72,13694935.18,33305326.11,12152440.26,923316.26,3441254.76,9502768.11,52600.66,570762.69,406731.08,12736036.48,214399.69,11929954.94,593180,72266,1702696,8229267,36183415,299857,1297029,27932,3707099,6162055,203937,0,6297,104093,289627,2207600,205587,520163,8086524,114144,13098,1041676,9252081,6940390,316863,444374,0,0,2274128,0,13288774,99646396,17870695,6669795,60514702,0,48165230,0,30912,14593111,80534335,41548971,0,1061355,1583652,0,23184906,110923,15737749,25918,17122579,54881235,1067,158204,963939.66,12298072,719714,0,22958342,0,91699,580913,101971,582130,2757522,0,962658542,9357273,11512463,42489,0,0,0,0,0,4198,0,0,0,0,0,0,10221,0,0,2060,7598
