"","AUT","BGR","BHS","BRA","BRB","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","FIN","FRA","GBR","GIN","GRC","GTM","GUY","HKG","IDN","IRL","IRN","ITA","JAM","KAZ","KHM","KNA","KOR","LBN","LKA","LTU","MEX","MNG","MWI","MYS","NGA","NIC","NLD","NOR","PAN","PER","PHL","POL","PRT","PRY","SDN","SGP","SLV","SVK","SWE","THA","TTO","TUR","URY","USA","VEN","VNM","ZAF","ZMB","AUS","AZE","BEN","BLR","BOL","CAN","CHL","CMR","DZA","EST","GEO","GMB","HND","HRV","HUN","IND","ISL","JOR","JPN","KEN","KGZ","LVA","MLI","MLT","MUS","NZL","OMN","QAT","ROU","RUS","SAU","SVN","TUN","TZA","ARG","GAB","MAC","TGO","ZWE","ARE","ARM","BIH","CIV","EGY","GIB","HTI","ISR","KWT","LBY","MAR","MDA","MDG","MKD","MMR","MOZ","PRK","SEN","SOM","SUR","SYR","UKR","YUG","ALB","FJI","MRT","NER","NPL","UGA","AGO","BDI","BGD","BHR","BLZ","COD","COG","DJI","DOM","ETH","GHA","GNQ","IRQ","LAO","LBR","PAK","PNG","PSE","SLE","TCD","TKM","UZB","SYC","AFG","ASM","ATF","BFA","BMU","CAF","ERI","FLK","FSM","GNB","GUM","KIR","MHL","MNP","NCL","PLW","RWA","SHN","SPM","TJK","TKL","TLS","WSM","ABW","ATA","GRL","SMR","UMI","VAT","HMD","SGS"
"SVN",661289048.87,29714724.28,60918,32962817.17,11709,102055835.7,17356796.03,3745344.24,1368060.25,195071.22,5477985.5,177571052.64,2384816591.09,80556958.13,1591070.01,92458698.52,28282753.91,672291466.07,210202862.37,2465090,26918172.92,938801.84,21444,8204125.56,5252951.98,18472058.99,34655003.92,1214742905.84,359794.63,8625546.75,4313,21639,22228479.06,3038171.29,858008.55,22135964.24,11989260.98,0,14475,6476483.43,1424188,10245.35,154559708.25,27999831.56,1078663.91,699549.89,2456145.1,244810060.18,17160361.65,179153.98,219979,3132529.91,401943.03,88152983.12,68884220.36,8955038.5,0,72165030.02,711996.52,320678617.86,3474193.68,13703.32,11877889.97,342489.32,21781925.57,3132460.05,75637,20719706.42,116868.21,30454353.91,2642159.71,407380.44,11918059.83,4511737.04,3676716.67,53663,37211,651149931.84,182812864.46,26791351.54,2654160.71,2821270.42,21524749.2,699605.7,145173.5,7452304.2,0,1754683.06,74276,3312634.92,2009294.88,747604.08,57369503.09,196295674.78,19833607.89,0,3685592.76,28691,5677516.99,108542.76,156919,1727,0,15146769,1114731.97,371991303,479812,24793097,0,50408,17738944.74,1470594,1422459,1936316,3928476.09,205281,149533530.86,0,14417,93811,373908,5032,52429,9780872,30411812,120502355.08,13743031.38,0,0,84765,44832,74534,113162,4117,370033,219869,0,0,37166,577180,285856,203473,1077490,0,372014,42207,17896,8037868,34735,0,1093771,24312,208304.27,1878966,1912,136414,0,0,0,0,151498,332266,0,0,0,0,0,98480,1994,2064,0,6255,0,0,0,0,0,0,0,0,0,1110188,0,0,0,0
"TUN",31778969.71,756601.56,12613,40843083.19,44966.73,53319323.85,2274470.86,80690.99,0,13888227.47,5952744.43,7886239.92,932020138.97,5067777.44,158852.14,364443276.46,4300250.46,1801288838.2,171028075.38,1423414.12,16252226.38,0,51918,2400193,7936434.7,15668624.17,56539657.06,1299456674.96,256967,3426.68,0,0,5559779.32,22723215.79,10998.08,190933.7,550699.09,0,29919,14016909.06,2125736.78,0,220757452.97,11604090.33,218139.16,26977.17,326047.63,20823506.7,37848004.02,0,540525.24,655414.3,0,1627697.28,27439234,489279.02,76464.74,63627750.62,961604.47,100580422.25,9363052.76,7113962.93,10959721.5,57124,2071355.63,0,1549832.07,1304554.86,20430,8568406.76,209042.54,4199538.35,60084422.84,353901.82,0,499667.77,11888,1119200.33,22060721.12,104213468.3,703511.64,10743121.34,24346328.77,359697.5,0,1116,1191538.5,5439163.61,103056.66,2253800.22,1210756.56,1289910.38,4841410.47,6046012.84,26620829.62,2305449.02,0,18858.18,19482033.21,1769672.16,4382.01,1296386.48,0,9368541,0,0,4395075,34567773,841239,0,39788.79,2181729,211103253,25394224,0,1236559.78,0,0,0,28620,12266490.52,0,79138,4643171,4669421,640396.51,400876.14,0,1873709.8,2032693.09,0,6804.35,10281,0,8932238,7520621,46525,0,1279182,823092,0,257105,1923361,49882,31954924,0,22951,11378368,0,0,0,221067,0,0,0,0,0,0,2712223,24769,79709.57,158427,3886,0,2138,0,0,0,0,8482,0,30261,0,17345,0,0,0,0,0,0,0,0,0,0,0,0
"TZA",1559585.29,1727922,327610.27,315346.29,0,3042270.76,4529706.22,23889.97,70962.49,289096.4,250423.57,283394.66,61299279.78,2391350.11,2731.73,13770086.56,2559932.97,49283028.45,128370483.88,30407,4922829.03,0,0,18198398.1,14449183.87,23965668.5,285912.44,13611550,15882,85028.23,0,0,3922003.71,17355.32,118819.34,2700.19,1091190.5,0,8226629.92,11427701.31,3400311.49,0,56726476.64,4677473.64,0,125253.22,87178.06,4068701.95,14175829.94,0,679625.96,9472737.59,0,176880.75,301953.52,8835523.35,0,1727962.86,0,17656777.31,352449.09,96021.71,12963331.18,9782567.94,2337454.49,0,12589,9075.56,0,624594.84,0,60514.29,875381.89,24912.07,0,5835,0,0,3505913.81,100528437.55,48762.5,1280692.79,45540320.98,32378284.5,0,0,227469,0,1021075.66,157281.63,1626181.01,62797.74,956511.17,3781785.38,7131668.3,1417139.54,21789,0,13285.8,22304.17,54910.62,0,2682835,5223484,0,17781,0,779560,776894,0,690512.84,4517,0,0,0,98298,63870.75,94410,1467973,55377,289685.14,456537,5047,497028,1372624,373416.97,0,0,1647,35974,0,12994877.58,346040,3493099,2037765,0,0,3152860,79681,108928,0,392095,198924,0,1198,0,0,6791678,141174,0,48366,0,0,0,49030,0,0,0,0,0,0,25748,0,0,0,0,0,0,0,0,0,1807632,4253427,0,0,188637,0,0,0,0,57402,0,0,0,0,0
"ARG",15287803.35,5940932.92,7627431.83,7005059502.37001,1082422.84,79657433.3600001,855532867.779999,134920819.84,27421688.53,58352789.66,19657375.59,7011024.9,620365654.01,207048056.93,39179267.83,979308867.349999,49007982.63,553633232.88,279147057.8,0,82280889.65,32001359.12,168855.75,105099354.1,75484064.33,27650275.32,378744370.32,832724425.830001,11392997.42,1721844.23,154592,157186.35,158196375.98,26431117.21,4550794.48,7255841.25,340297433.72,4341.03,1111224.91,255310239.36,49840001.22,3501756.3,750253447.16,22846043.27,30551408.97,257792195.18,19511133.41,50023097.85,139960420.45,583707449.86,43308865.17,42442704.61,34902290.24,3144387.35,62835038.73,192353401.41,9526372.3,89148571.08,828360148.890001,3188302741.51,191098418.16,32592965.02,185926310.01,768576.3,68833430.89,109006.37,968934.28,14145544.17,255129209.83,192033102.61,2609255559.12,510459.54,77304711.9,1255638.9,2075719,62358,8521201.85,4098221.11,11432621.34,532076464.24,584608.92,100405428.06,388160928.51,5133776.2,19832.28,1405519.75,302390.8,3179059.59,20117564.41,65010422.48,21185050.27,5165694.61,13757886.32,114167955.46,41946190.71,8229308.88,72933929.04,6438017.14,0,1256504.97,246396.93,184237.01,2754852,94524767,36520.03,150322,4217902,348902326,6993,14631999,71242344.58,20769718,53734215,87778934,262196.35,6909793.19,6913542.3,16381,6306936,0,6259786.12,464766,533866,63511467,2184586,7073769.87,139695.76,539214,145843,0,42419.53,1662888.96,11928374,50941,132111723,23096548,1678060.63,285159,4000169,31493,55897876,131344,1424219,4349723,31448576,2700,1781875,50742544,40033,28350,49250,0,1600,1172427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",560178.47,29791.42,0,88733,0,143897986.84,268863920.18,38907.02,0,0,379719.94,136199.67,7972481.03,303589.48,0,65719915.66,51676.52,234732922.28,29353838.51,9175203.94,12182283.03,110941.19,0,30603869.44,281922.63,5859098.52,112511,40993021.22,0,22300,0,0,152355063.26,71306.27,0,6239.16,2373327.68,0,0,840659.19,5240518.44,0,24499888.91,3899814.09,0,65280.3,1483478.89,638251.89,28854196.76,70226,318010.11,6121308.79,0,0,268446.74,901397.18,108156236.38,14553301.28,0,2035710211.29,4905.23,14507.75,6057739.76,0,180709,0,3519313.47,0,0,1924230.4,410844,2996725.87,1737738.42,0,0,106742,0,0,446401.61,33872778.11,0,1955.83,10181002.74,69763.28,0,0,34053.6,0,0,96464,53175,46754,195375.34,21483.24,250999.98,34833.58,1815485.95,220343.81,0,0,0,1357557.16,0,72205,0,0,1381744,0,0,0,10773730.83,13359,0,8231434,0,261616.95,23222.24,0,0,39224036,5439539.48,0,0,0,5510,1969.53,0,0,4641,19979,0,0,1943104,0,0,0,0,6453413,2954231,0,0,0,99689,0,0,0,1671627,0,0,0,0,20390,0,0,0,0,0,0,3867,0,80773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",10412455.1,19383,0,1134614.51,6000,4198455.71,254230830.58,255664.34,0,0,416219.25,1425936.08,235877191.95,26085383.54,108723,27350202.28,5610960.61,142461034.95,192434379.23,0,3399593.34,0,0,183660655.77,307348.54,11649481.58,2284,31473513.25,0,0,885966.13,0,1452731.71,523240.69,5700,171719,7323005.58,0,0,6139688.23,0,0,79772519.76,5921079.75,742777,299792.6,2176977.96,1365238.18,10343908.97,0,69578.96,17965079.13,61051.88,123338.86,9911551.13,3311702.19,3663,1907737.82,80603.19,1296470279.43,153855,9610798,2236471.41,0,4621782.36,0,0,0,0,45053307.12,1126247,0,0,225143.88,0,0,853897.45,1110577.96,1468414.88,228954.12,518423.19,1844844,22642351.38,0,0,25674,59263.68,81621.94,213404,1610052.56,1349,103840,31200.69,39939.45,1234218.62,407867.94,12083,1410,3421263.43,0,0,0,0,217769,0,13747,0,59772,0,0,853397.61,185498,0,0,0,92902,16507,124422,0,13765,0,0,0,0,20341,4101,0,0,0,0,0,0,0,0,1223107,0,0,0,0,0,0,0,0,0,0,159339,0,34876,7626,0,0,0,3572,0,0,0,89003,0,0,225936,0,0,0,0,0,0,0,0,1436159,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",184574.05,1849770.25,0,10022897.98,0,3265299.87,247586.71,10057934.1,0,1500,0,132424.32,2950912.28,685334.5,8393.58,7086056.52,287233.78,12360749.72,2805497.73,374369.75,4209178.31,1208182.63,0,1038330.38,9999554.09,968058.1,25323423.06,10499973.22,0,0,427362.61,0,87139.26,55420.44,0,0,344873.07,0,0,2496240.89,12726944.18,0,3538291.76,61231.48,33596,0,20371474.34,6309909.07,1476258.34,0,0,322707.29,0,0,27940.44,3895549.95,0,2096775.39,1538866.61,5203843.37,495463.19,314215.6,24593211,12777,54667.01,0,20101148.69,0,0,574657.02,0,1639562.6,284704.76,1434.19,0,5605,0,20145.54,359900.64,9665154.27,0,0,218833.22,287194.29,0,0,23047549.74,0,4328.59,0,0,0,2095540.34,0,2033,176210.81,0,9822.75,0,508488.13,0,0,0,0,0,0,619413,0,0,0,403153.48,0,0,1667482,0,8268,0,0,0,0,544678.6,0,0,0,0,0,0,0,0,6708451.61,0,3876,0,0,1503896,0,0,15244,192460,0,2069,12046,31410276,6376,0,0,924993,170257,2428,0,14413,354941,0,0,0,0,0,0,2641597,254328,311823.15,0,36574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",6969752.76,10873502.82,222023,5585829.15,0,54181089.19,110127134.3,290854,82820,58218,40327.14,7378896.62,149559894.27,11424614.22,0,52898049.37,7702469.46,28721650.62,163997612.18,60694.2,17009843.09,1265.6,38174,11106482.11,14280416.55,7146248.19,4927248.84,106475398.29,1283,623400.67,132869.98,0,3632969.57,487766.31,905445.09,1048612.38,2113544.88,0,40096841.34,5110704.3,4586923.88,0,102553478.64,5581738.36,0,119349.47,10631579.36,13906959.42,21333163.37,18950,9330884.64,14310559.32,0,314239,14728212.71,46652199.02,0,29060034.87,4428,103403521.44,57703,1165354.66,304717071.12,72652230.0200001,9367937.6,559067.13,58390,35608.21,13079,9729425.37,663692.96,1329651.94,1832646,69894.44,157892,60536,5685,3664370.51,2816944.06,11761394.83,70697.75,4679458.57,192734348.64,11402661.61,0,908368.73,12039,85491.4,7449256.32,3371735,1247890.01,24640.05,3629777.69,25292019.79,3093196.76,1477411.9,1260695.28,6567443.44,2251087.39,5155.31,38365,0,0,266790964,732961,1863,109258,15574394,0,1795073,3483222.13,56215,33189,598043,0,75749.63,19959.01,9603,37212043,0,683791.52,14072,53255,536139,2509417,568733.54,0,4399,0,1835,0,3575020.13,2209631,986302,4789954,0,23181,11054071,2869557,0,0,635253,1121833,0,0,0,0,1525562,0,0,290075,0,0,0,723302,0,0,0,71063,0,0,0,0,0,0,0,0,0,0,0,0,26702,0,0,0,1843780,0,0,0,0,0,0,0,0,0,0
"ARE",6186281.49,5745012.09,0,57650082.38,7660,4859040.83,379140737.23,210206.72,24901.46,1188309.41,10226512.75,16975288.84,129713554.63,67105388.55,1845536.41,85204604.8,2730118.47,175235844.45,647491967.6,4020292.79,12022232.38,131492.04,101197.31,431153538.18,178060473.47,25418706.7,989117402.71,151405386.37,234281.01,21273440.05,105949.83,0,4211760210.99,46363571.44,132090941.74,327591.98,16436150.87,0,3039735.28,273604899.12,33698748.82,22175.25,133549486.64,5785824.56,37518.23,2678100.05,821484098.74,5031888.04,15964038.14,0,99158208.11,1325547159.13,0,1593154.8,13216826.88,1594702751.87,22329.4,37874872.02,1239283.66,841975480.66,2559323,7682219.35,129932081.64,10374781.43,481860117.7,19412803.51,214548.35,1102900,134583.65,41021608.99,484579.63,1379192.32,23520791,1191020.36,9708421,1277514.29,173370.52,537814.85,725318.46,816843605.25,4245740.47,44266422.18,13222146693.17,368177545.9,6006681.53,2229543.28,6887900.15,1215878.47,22477763.15,193203689.02,1447157387.4,172126258.12,4584766.13,12795670.26,570864796.1,795643.54,15099198.77,46535709.44,2637082.34,4796806.37,390914.67,77913.82,0,0,37737197.15,0,0,0,0,0,0,0,0,0,259440.6,1947712.19,1055145.94,0,0,0,3354944.03,0,0,0,0,317768.43,1106167.2,0,1155081.7,829603.62,0,45918517.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARM",39070.18,376362.47,0,103794,2172,14216206.4,1763121.99,21947.35,0,0,1634762.15,122015.42,24552812.91,0,0,195055.83,64266.14,684097.46,10327031.79,0,3440366.77,0,0,45160,0,2221.42,25495560.84,2951658.28,0,1887694.75,0,0,49498.75,218178.52,0,676520.35,3105.48,0,0,0,0,0,4317412.51,11676,0,0,0,33998,8079,0,1875,83713.01,1786.18,5322.07,124194.74,8488,0,1430278,0,40056498.22,99696.77,27132.28,41475,11009,22205,0,0,1397229.28,1270,1714776.06,1766,0,6327,169992.56,6638922.3,0,0,0,398667,621793.73,0,41840,223233.22,0,11800.46,353066.94,0,11291,0,47365,505953.34,15461.72,399699,43752466.66,35404.64,9231,0,0,0,0,0,0,0,5390225,0,0,0,10350,0,0,16521042.7,0,0,0,126018.52,0,28537,0,0,0,0,0,0,76956,3175216,268523,131925.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71886,0,0,0,0,3116642.39,128370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BIH",31167936.84,237398.54,0,25929,37114.35,1110432.41,1604316.86,57340.42,0,0,28445.67,2174268.51,100740499.03,385488.91,1251,2483045.25,4892901.93,48498331.54,3338623.38,0,8203035.89,0,0,0,1612823.52,252031.53,672216,230914987.02,0,0,0,0,0,36917,0,108303,0,0,0,139433.17,0,0,11125165.84,384737.9,0,36083.59,13403.92,3429600.18,7046557.34,0,0,142252,0,1360600.35,8900717.23,0,0,7413574.42,0,16177690.98,10853.53,0,294897,0,970227.98,0,0,79891.52,5147,506254.67,21241,0,306307,54168.1,0,0,0,75733318.16,3133161.39,275615.56,18409.79,22711.77,474796.32,17221.32,0,0,0,0,0,305763,0,86041.91,10707924.1,21746532.08,261681.41,55064887.46,218022.72,0,295205,9306.15,0,0,0,0,0,0,0,0,0,0,202782.95,0,0,0,11998.93,0,4969444.92,0,0,0,0,0,0,0,0,149799253.69,91587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",18512453.43,1224259.28,0,60337246.23,0,7815107.47,6824609.8,192914.14,0,0,74452.72,16307884.38,283887275.26,7637032.25,159386.31,166442538.91,2901472.14,606214558.98,116126541.99,123043881.02,41027974.08,0,0,580419,27714473.65,11553454.62,153487.07,203380808.53,0,1139368.42,0,0,257854.75,1655814.4,0,2401515.98,2071877.69,0,3611.96,11080612.31,16095400.7,0,289234133.07,753556.56,0,0,2611931.51,50419466.87,23165100.88,0,12429,1203023.29,0,7033741.9,610873.88,12568479.56,157117.73,8769294.38,130439.73,383072225.56,15713,1070941.23,11070933.01,72881,5164612.11,6839,48280686.99,2450098.44,8364,46079849.39,68522.45,21617540.53,92207368,43454426.47,19389,19096828.85,0,670050.61,3056117.41,79426679.78,4189.01,209614.71,12292321.07,97858.64,0,0,200881201.53,638838.32,533506.12,36484.07,16752.38,87513.02,3276566.21,66177316.31,877476,1294542.06,18499102.63,362424.27,43841826.3,16927371.07,0,35996487.53,0,0,0,0,0,0,0,0,3980492.43,0,0,0,430205.98,348062.39,0,0,0,0,39113971.27,0,0,0,0,4131441.11,19559.91,0,1300424.81,43742124.29,0,59233.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422251.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",16782832.77,3480202.84,26434.92,33084612.46,14185.18,6460718.95,91745677.1,1948673.6,65116.94,508564.48,27200270.48,10131303.04,232487372.86,4133637.01,126705.08,216661915.21,6920617.69,275703165.87,549389112.02,509877.22,128293827.79,16835.86,54384.24,22607020.44,10991407.86,12515008.9,14320620.1,968827288.95,42701,1702736.02,0,0,126406971.24,82348761.26,4063331.84,415148,3629839.36,20000,147336.86,14612304.64,6292804.16,0,169475552.79,5340950.55,23211.03,111464.49,1040982.86,7181011.01,133101852.4,108427.11,44080552.31,136683753.96,8557.39,832621.15,69994593.02,12054643.87,443468.6,131670689.44,301377.37,785392350.93,674201.87,2203203.1,7571441.61,484228.89,8380984.27,50059.14,1153724.97,424115.59,63194.92,20606787.72,1178915.53,2131209.71,23502291,489596.86,109096,17080.05,8195.87,9559519.8,4692628.33,241892738.84,188943.78,41167462.27,140702675.16,19483825.63,9929,210103.27,843632.73,1738416.73,4885868.53,1972254.73,10660398.49,11066232.13,15143131.74,4808433.66,194464241.38,3775032.76,38012142.66,1176729.98,9588550.68,590049.11,58378.61,307501.67,0,0,0,0,0,0,0,0,17183365.9,0,0,0,104065.95,113577.22,1344043.91,0,0,0,1917253.58,0,0,0,0,2547185.25,1923469.62,0,81219.3,73775.96,0,5499125.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9961.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",68833.06,3403,0,1065269.15,0,91928,0,1038,28784,0,0,124452.2,242217.3,269929,0,1533766.26,0,1418029.31,3965869.02,1302,0,0,0,227617,0,610350.24,0,412149.13,0,205242.7,0,0,117495.3,5219.85,0,0,52290.43,0,11248,5612.08,489383.24,28158,228167.22,2315,0,0,1364,942016.42,3116645.06,65725,3923,0,12053,1202,12454.53,0,0,0,0,309407.55,0,0,1001791,24147.59,0,63999,1415,0,3352,0,0,0,0,20134.68,204637,2489,1352,311426.11,0,0,0,0,7290,0,0,19781,115947.26,0,0,5869,0,0,0,1961924.96,0,46013.76,0,0,0,0,0,3092,0,0,1761358,0,0,0,0,0,255234.35,0,0,0,0,3681,0,0,0,0,0,0,0,0,0,106777.23,1488,0,0,0,0,59230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",89118.89,0,63854.39,45298,217019.81,1828459.28,8182,0,185707,32339.36,0,19493.98,1587084.27,4288,4367,1022754.67,10447.09,5035318.63,1619843.71,1866.63,11222,0,1086.14,0,0,1044,0,1465680.73,71183.41,0,0,12312.94,18229,23436,0,0,409284.64,0,0,20351,0,57270.4,1383271.08,47706,15320,1037,5554.55,0,0,0,0,66770,69942.17,0,11312.36,0,119352.87,112410.44,0,302655120.3,1241,0,11298,15907.82,2526,0,0,0,8394.44,5978230.3,0,0,18013,4703.82,0,0,17685,8474,14502.36,0,0,6255,773798.11,0,0,0,0,0,12614.51,1631.41,0,0,0,320029,0,1196.85,0,42292,20832,0,0,71303.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43066.16,1017.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",109929850.42,13351092.56,324309.08,362362582.73,744909.59,324757311.3,356824047.89,68430594.59,19450358.26,23584219.71,153387062.89,66458329.18,1741871305.84,82675710.32,16882305.07,506374570.08,64350613.87,914146191.3,1547176554.21,88813.13,177888727.13,12013901.82,186239.88,191492950.54,16392000,302881815.2,0,834605393.62,4921271.53,19827024.46,430518,71254.32,399896261.7,0,31480328.55,6287771.4,297815592.32,1431288.08,259952.87,18139000,24592132.84,2413580.71,867946245.17,55640326.54,12990890.4,17364894.41,471932726.09,171452137.05,66374085.84,7705238.22,0,345779667.96,7024795.65,15321398.51,151902527.83,124543860.08,3776362.95,537057260.74,12067080.74,6900292006.53,34277458.72,17304212.98,219202773.21,1496718.54,201779112.38,4745088.63,136968.09,12696579.23,4213940.57,224268450.09,74098742.5,5054642.2,0,5415724.02,2347972.23,86000,6316698.23,15342112.35,77215066.59,162415276.06,5330497.05,87344478.27,668577268.92,34827098.8,266811.05,15585880.88,60188.06,8409467.89,9992881.43999999,26500715.27,518242.16,0,93251652.73,125852077.49,0,65741610.53,1254000,3919516.97,108922842.32,699702.05,183406.57,1962814.84,9607000,829000,18953531.03,797000,4072000,55093000,55000,5600000,0,0,0,6978000,2967131.83,385870.67,5252293.82,1098000,0,0,1547320.6,0,207000,0,38231000,6519836.13,312705.17,35000,0,2705794.97,51192.7,2429617.97,0,0,2000,0,355356.98,780000,64000,0,7542000,5846000,3812000,763000,0,370000,0,0,150000,0,148000,0,16192410.01,9842000,338000,0,0,0,5000,35000,223000,493000,0,0,2000,0,0,0,0,34000,0,528000,0,0,18000,0,0,10000,0,0,0,0,0,0,0,0
"KWT",67538.66,10287.96,0,73661771.19,0,2268356.93,272922030.46,28453,0,0,1477403.78,87580.75,114068533.05,30401573.27,0,32640716.22,70593.54,383503187.28,415803874.58,6549.1,3362841.92,0,0,51472703.72,727058713.85,2912564.28,8168590.68,310866231.27,0,0,156368.38,0,2432151097.5,15473391.15,5293874.32,14289,1223.58,0,51707,57480702.64,3164089.89,0,1272185601.28,546977.5,0,1498,11782037.28,53776.5,3204983.53,0,13941550.16,1362963203.21,0,35060.15,2660582.96,336580662.13,0,148803382.76,4988070.07,2606928687.95,19168.26,100056630.66,130466411,117417.86,11666638.85,242552.52,123641.61,0,13742.8,528905.8,0,28162.36,890494,22305.02,0,0,0,27733.52,19832.61,589987113.72,0,16252831.75,4455810088.64,1915760.93,13510,0,187852.36,5547592.7,0,20354736.16,16937145.4,16772929.93,1000,0,104126759.67,1366118.75,9763828.01,530728.16,104060.32,6516.31,5952.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422,0,0,0,357897.87,0,0,0,0,1000,18444.75,0,28609.87,900869.72,0,530657.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",145567349.89,441267.99,0,7697604.7,0,354106538.23,22215348.43,2146253.05,0,0,11419796.15,272251.94,2422762606.29,0,0,1663096887.73,0,563793290,282145511.11,0,237225344.64,0,0,0,11138495.34,402342,0,5374951220.43,0,118332.25,0,0,719826.38,9008337.34,0,43506.16,11143526.5,0,26563,14627215.01,0,0,60059637.78,2524,0,0,1840979.71,1072118.33,54273615.61,0,7873396.11,7375399.07,0,0,10382475.29,7316670.96,0,713619735.52,0,0,0,0,10232,0,0,0,7249368.86,0,0,0,0,0,1702079,0,0,0,0,90737367.88,386251.79,7070015.26,0,185065.7,8803952.52,0,0,0,0,34321381.22,0,0,0,42029,0,0,707642.75,249500.48,293803410.57,2440.94,2235011.46,0,0,6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264185.05,0,0,0,0,24717.01,259357.47,0,0,637062.9,0,20016.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
