"","ARG","AUT","BHS","BOL","BRA","CAN","CHE","CHL","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","HKG","HND","IND","IRL","ISR","ITA","JAM","KEN","KHM","KOR","LBN","LKA","MAC","MEX","MNG","MYS","NLD","NOR","NZL","PAK","PAN","PER","POL","PRT","PRY","ROU","RUS","SLV","SVK","SVN","SWE","THA","TTO","TUR","URY","USA","ZAF","ZMB","ALB","AUS","AZE","BFA","BGD","BGR","BHR","BIH","BLR","DZA","ETH","FJI","GAB","HRV","HUN","IRN","JOR","JPN","KAZ","KGZ","LTU","LVA","MAR","MDG","MKD","MLI","MLT","MOZ","MUS","NCL","NIC","OMN","SAU","SEN","SGP","TGO","TLS","TUN","UGA","ZWE","CIV","MDA","MWI","NER","VNM","AFG","ARE","CMR","EGY","GEO","GHA","GIB","IDN","ISL","KIR","KWT","LBR","LBY","MMR","PHL","PNG","PRK","QAT","SDN","SLE","SYC","SYR","TKL","TKM","TZA","UKR","VEN","YUG","ARM","ABW","AGO","BDI","BEN","BLZ","BRB","CAF","COD","COG","DJI","DOM","ERI","GIN","GMB","GNB","GNQ","GRL","GUY","HTI","IRQ","KNA","LAO","MHL","MNP","MRT","NGA","NPL","PSE","RWA","SOM","SUR","TCD","TJK","UZB","ASM","ATA","BMU","FLK","FSM","GUM","PLW","SHN","SPM","WSM","ATF","SGS","SMR","VAT","HMD","UMI"
"POL",41833671.75,1421267630.16,42210411,751004.94,137165569.52,315104551.66,543957688.43,23927134.88,625977078.84,24935491.66,32961531.24,9421708.16,66326360.38,3215057174.5,19953313271.94,1506374029.52,6645029.89,1998874367.17,220529550.69,579735856.45,4259566190.31,3517615707.86,190009366.58,2486348.11,46424584.79,3661681.15,106586591.71,231111526.79,91335178.43,4360740171.5,2354843.99,1302913.12,10066294.52,94970807.17,23744502.29,8744807.94,780176.69,121136274.64,8607420.55,67373616.27,2832197364.37,1412073765.63,16570997.03,54569476.84,73596770,11975806.16,0,491061435.13,214349.09,818887734.900001,2751092531.48,710293.05,1271928554.4,278191812.03,2634271205.47,126990332.32,5885077.09,1094517799.17,3301496.21,1939160828.8,104480707.46,196792.67,7094518.23,168508875.63,45562107.12,1177980.61,11750976,216666472.95,9388963.45,86598778.45,528978305.43,107236760.94,5334066.2,198758.46,840064.95,281930647.84,1936182068.42,68132293.09,18189706.31,204128355.27,168643638.9,11134317.46,971072869.44,392964233.52,112885030.81,1901626.49,72901695.28,1207943.92,47015365.77,461281.64,2687972.14,1929689.76,334262.96,6837471.43,139953944.47,6173229.21,70291908.71,1464144.91,9165,40066519.75,1572076.37,179243.64,13343487.49,61776200.66,864432.23,515231.63,57684909.25,2573613,93550137,4226017,57185539,10435009,17100771,3867898,59283456,40154861.92,17433,11997424,66498981,8870904,26868,20643004,2799,1669249,2784022,6512840,1425085,537627,24183703,0,7295520,700723,2023194342,39274390,141639991,6087306.51,248963,1153364,21496,1589910,1203805,136721,14703,1025052,732209,9436059,16988785,566332,1270494,464876,0,158896,48775,130910,142490,20659823,27915,850743,4636013,0,12085149,35092597,4435853,14580,94236,13540,1475025,549779,7127713,23575948,73044,14445,288479,31491,38418,53873,0,10659,0,21683,127263,0,5730806,11917,0,0
"PRT",51654087.4,462063324.3,806127.61,530499.81,202237843.08,285288146.59,399195515.71,58398157.85,201851450.92,8678930.88,5615722.21,6861795.1,29541494.21,155940488.7,4961562797.57,344977578.65,4106400.08,8691254229.16,16959894.11,288318916.88,4706436342.12,3571534655.01,164999470.94,2914888.43,80233332.16,1642317.52,27294333.55,274196571.24,73906521.99,1680100001.65,3310342.19,8860236.42,408750.55,64405602.23,23052532.77,6893756.49,17762671.72,230871238.6,77407.42,198372639.38,1394476269.75,185445158.81,20387867.2,14533197.85,4301547,8877607.74,279863464.65,0,472063.63,99005076.96,81983724.45,3209466.68,52023642.66,47466749.69,394687281.48,29859212.4,1084512.29,268847789.79,3041134.88,2429674955.56,129691190.91,5504.04,1749981.89,150779680.64,2714586.14,3968985.81,2480233.92,40491541.82,6789648.03,1875465.97,4081805.01,68862822.95,1088872.76,27861.03,48226480.81,24457980.25,129525174.3,25436708.29,22117707.34,180486501.58,2576665.29,183063.43,17700252.79,18441378.53,234527494.51,3021902.29,3593372.57,429772.31,19730229.64,75667207.37,6515973.43,2402801.18,793977.16,1410558.33,97198086.82,16125092.83,279817482.72,666125.75,2592760.28,83033722.4,374195.28,3349693.48,8319665.43,6834115.38,418036.7,863076.46,9657976.15,74118,46640274,2742741,19049757,7400480,3477840,3934398,10016454,13162475.16,0,30681990,3350775,14260303,27201,9390162,1801,42332,5137458,7332836,238758,212554,31452551,0,72188,627255,15472309,11794000,2098780,1147990.94,50164,827283899,378759,1386454,151539,1274610,238517,4021506,3895563,138286,2558908,0,1029386,601358,21977838,3109061,34329,37090,601990,2027387,0,0,25255061,2298842,3273643,24752731,20670,0,93030,119392,374262,38966563,47738,199964,0,18566,576150,137387,0,209856,0,18454,4201,167426,1667,42380,14519926,0,6139,0
"PRY",286637086.86,464866.57,92437.48,21714604.3,290835245.88,9338499.17,67155763.07,94095782.1,44671939.73,49343118.89,419143.39,58623.98,37796.78,132390.71,14486491.4,303469.93,19244777.2,13120930.15,6082.89,481069.02,13917973.76,1555229.58,14595729.48,1493628.14,9961142.57,235454.87,3524253.76,156334.29,14214042.27,133383153.39,1629030.76,10903,0,4184432.17,9342384.74,0,51809.53,33642090.71,403107,2220296.11,35173136.28,217057.86,14710.87,388743.14,2351164,34105347.98,1127683.32,14452544.06,0,164587,39008143.09,149602.22,21759.55,0,254331.7,12639284.35,59899.82,21081217.78,397386104.24,73240583.2,3479934.84,0,3267680.92,247609,0,0,780472.33,303081.07,234014,423535.7,0,5080789,0,0,91834.56,2681405.37,17550,0,78312,17316371.33,0,0,67805,0,56370357.35,80015.06,0,0,3621,53424,0,0,272532.82,108140,7590048.22,102368.01,771177.18,10774.42,0,5364622.47,0,0,250692.56,258443,0,0,2406660.86,0,2371014,0,131297,281580,59372,0,8110159,199947.51,0,333580,0,0,0,116410,0,836787,65000,0,0,0,51558,0,0,0,4950,8296981,0,143474.58,2731473,6409606,0,0,70162,0,0,0,0,0,608342,0,0,25760,0,245901,0,377400,0,164747,0,0,0,0,241627,0,0,3456797,0,0,17655,0,508149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",21423151.73,880110535.96,73347,287959.12,16454954.2,124192134.61,148004405.88,6311239.11,261767804.8,7265788,554349.39,1092646.21,50424192.14,216890109.15,3801569257.62001,51037817.39,916733.04,548022278.3,9098766.22,54743065.03,1977023818.56,1575101871.44,633896457.49,714019.85,27999511.64,1278933.42,184778804.47,65700760.81,114632160.41,5030284379.69,44174.03,32509107.23,70246,140103873.04,108241301.55,2435824.65,797363.51,33509220.67,167950.21,9598768.29,669637019.41,175508709.79,6587749.99,28016069.54,3465603,10813253.09,418715937.18,53892213.72,24747.37,0,137505680.77,537004.35,134556312.09,141862087.55,178049122.48,23216628.36,14311582.58,1672122869.59,589581.04,879459909.49,12193974.61,245412.62,16758055.19,24312867.81,10782747.99,5280730.05,7489649.15,437659425.789999,5612188.56,44344754.77,10219292.46,70385714.91,1270041.4,1180.64,461126.92,193568066.47,888145699,112194909.52,72309801.56,95195004.64,37416201.42,226342.74,7996001.23,8238851.56,37317856.28,796271.63,116852236.2,2355265.88,83796027.41,2698878.6,111073.47,687784.95,436636.28,4066966.59,153312770.45,1095524.26,53146602.33,6347909.41,0,30922747.34,327727,0,10305973.07,184437552.92,40049,605917.46,15748233.8,2790164,162303291,7394098,205517292,77973292,3606729,93339057,17227563,5764903.98,0,15457795,3321807,11926569,0,563065,0,930115,4053623,2426710,455355,40533,145148903,0,3768422,57006,78068906,19217099,226510043,2300935.09,24931,3950880,10457,3851417,227687,11686,29748,1400,565411,159629,552118,3014490,2320297,6103635,0,527598,0,19515,15382,15002490,0,263632,76418,0,1327746,41419734,16977,62335,4100,0,151399,0,2300700,2990060,0,0,16554,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",92528306.71,624916718.059999,143672573,482598.68,593978651.87,751439281.1,4203731570.23,21767370.15,9124057144.23,80197119.1,25635102.27,69320013.49,1802976973.12,2329875807.61,10618517782.6,683623067.59,58582336.53,2599747160.78,1446202029.84,6184872144.13,5637578842.28999,6030140932.43,2004067454.69,29208843.06,458564015.57,43106449.38,1922170768.78,683638931.81,1193913866,8618091859.91999,2730859.89,32775011.59,2372720.33,2390603076.84,332627409.09,7321832.88,3581841.88,268661849,365252456.18,211125586.38,14170034293.2,744689555.67,25536171.79,275182362.82,101601733,58430072.73,5859210402.81999,872988438.86,274380.19,1918005647.1,0,30703981.96,2561004660.07,308237937.33,1842503671.39,561481897.81,19738852.88,5888232239.81,298047990.49,8290884168.54,40356037.35,62718,56024390.63,51096664.97,652731961.66,9486796.62,70750149.21,815858504.579999,1759474.34,94195100.15,10023245963.27,258058918.19,63543780.76,0,55196.83,880660520.12,3130561774.49,1966174894.59,80798642.08,3983890789.65,4780630764.65001,272216325.69,2816511568.94,787699978.36,490034436.75,1002327.97,223902391.36,5852974.28,93442983.27,126728.84,1268927.41,203481.52,19985896.07,24288279.41,138175787,23720682.32,299790707.88,14243198.28,17499,301200284.98,1060439.39,48482,50274875.3,276693913.62,0,1758653.47,730511922.660001,75658411,197894184,1404144,761070448,229227283,18584305,493323911,145076428,35944490.53,0,989012,27680615,86738793,23169766,216719973,8895476.79,204847149,17525338,46064277,632581,2279156,276558414,0,241874337,2287792,9106266193,6166498,212788623,194857555.37,58923843,28213775,0,35730,19826616,236348,0,2431557,651518,134691,26780404,5435006,9898162,33787,0,2366118,0,2044809,1420026,205790581,61562,6465897,955431,0,2396036,74345958,6774771,0,402100,0,140808,76955,182921627,757553664,0,0,2087411,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLV",74409.79,1349865.38,1296158,385734.66,531251.81,30389415.51,2020538.29,2589214.88,4879661.22,1078449.45,104390707.22,4522780.19,13705.21,30446877.12,46331178.39,560123.82,811991.11,38632524,16645.4,776951.9,12548609.9,16443757.28,121659.44,401939953.62,8161289.83,208338811.12,1812501.47,52455.42,50364.28,5330223.63,4974392.73,6677,71012,2038551.22,53133,168640,0,47941081.16,0,263854.28,5821512.7,401169.63,306281.7,41869.39,45899989,216862.26,1629222.27,1111749.22,146312.32,379778.75,25120469.99,0,23727.8,119739.95,1724571.21,511253.17,1170886.85,419785.28,137372.21,642712266.99,176590.89,0,24169.77,690062.68,138634,0,5069,6024568.72,0,9721,243276.41,151468,466022.83,0,0,79443.02,53644.95,1060,38167.53,12497101.93,8151370.23,0,1223534.55,0,93691.41,0,0,0,2951.19,0,0,0,129534065.52,0,211693.84,0,9905341.17,0,0,0,2256914,0,0,0,0,0,1046706,0,81790,0,0,106692,648275,0,517014,8639,0,12153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2271689,0,0,559123,0,0,0,8090318,471321,0,0,0,0,25181973,0,0,1049,0,0,0,68173,869517,0,4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274111,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",16359137.16,2351479034.73,95331,244470.05,25858465.23,114652816.53,251375302.06,4999318.61,140350933.43,3741803.85,1856779.86,33917188.79,17726539.15,3644622899.56,7840590450.74,207647372.04,1589057.2,429097231.89,24329086.91,190901846.68,895060599.29,683618873.569999,101682326.5,1279170.12,21448402.29,1256346.7,34242237.57,62412276.91,15887379.17,1626190529.77,51513.34,1341273.61,0,29072172.08,14527105.32,525245.41,60442.8,61702270.85,593708.48,31543808.87,792079162.09,86443620.07,9198207.9,5278119.95,1185790,4130079.44,1503287257.18,57714697.35,161565,373538610.18,421142700.09,102466,0,239931625.98,230951088.95,11566156.19,776738,225739594.97,145554.03,1441435891.1,57971363.7,20178,6605661.2,45027269.75,4287927.51,854764,7258960.89,107780015.25,1636962,46443652.56,45537149.54,10172201.91,7037213.98,0,441501.35,157487782.08,1273509689.64,12632380.34,2055547.4,186831557.86,22415155.14,1027716.69,57412466.15,64681102.62,15597936.69,127525,11158673.53,11688,2583286.22,453778.53,992012.48,1484916.94,147012.34,6421254.83,38227230.67,481348.12,21804315,49011,0,7009556.38,622877.71,138836,479479.22,12734693.91,7384,151241,3205097.05,163351,37006036,79880,11876593,2233223,1725864,3503843,1462411,5805955.02,0,22860049,1200,1067682,0,1751566,14098.63,682086,5996698,2208596,36171,362660,4074506,0,1247723,855229,296326483,2712558,114729719,4245156.89,35715,489856,992555,271429,0,41461,0,527030,141560,11310,1710150,1050937,81101,39807,0,191664,0,0,11237,6105826,0,29122374,483499,0,175666,1217514,1966163,425856,25449,0,286117,0,364093,7457077,0,0,6026023,0,0,0,0,0,0,0,0,0,5137039,0,0,0
"SVN",5363775.97,1246843772.04,6551,127739.66,20172508.78,39632407.06,196215495.07,4140603.33,46065378.61,3834723.16,232169.8,289406,15685025.8,327830462.09,3280518734.02,147831018.85,2536863.29,241476093.38,11856623.59,51053896.9,1008204061.96,350781109.54,71387575.98,197983.68,22457552,129123,31766554.62,27352181.43,29985004.65,1912099822.2,500942.34,471659.57,580156.19,29664852.08,6660697.77,936423.46,997803,40030331.3,363147.81,11774974.88,241234854.66,53066357.99,5717772.7,19509160.34,1186759,1006235.04,443091014.83,27746980.37,29273.99,160375377.85,525143825.61,22547.75,221862692.37,0,162575586.48,10622015.69,40714,191670896.28,945241.65,621003506.2,30872239.87,129623.83,20645995.76,38090427.4,2385198.01,0,715708.47,102331778.96,654521.25,519478824.809999,37443873.76,33738544.09,5021396.77,11506.93,283935,1327749100.22,388711613.29,94799515.1499999,3299277.95,33690935.58,39100659.72,1060193.22,40296398.79,20393447.47,6575606.13,316246,157320009.63,114320.48,2705714.29,86074,423059.06,247635,89147.7,2230681.3,44757434.43,160340,8483096.81,93563,0,15590165.96,20607,120234.66,1758646.42,10436904.55,0,45133.93,1399645.13,1146798,39091447,151152,43178447,3927834,2952031,615307,4277406,6520369.11,0,3453187,272263,3383795,0,1289439,794627.4,461602,389413,327975,597177,1437508,11093334,0,239477,38118,138022764,3432009,565997995,1165571.66,0,28274,0,147679,238537,25039,2398,115629,0,878260,175033,256524,728158,43946,0,0,0,0,3657,3137742,0,94110,0,0,0,5639567,22711,19293,89130,0,91190,0,62520,5550200,0,0,0,0,0,0,0,0,0,0,33996,0,5771377,0,19998,0
"SWE",268937912.01,1398580681.17,2040794.23,25009606.17,819501203.14,1619488876.68,1352683880.04,268996741.55,2931311306.23,92636064.17,57529837.37,34713436.52,125097202.91,708835862.38,11537847059.96,8685552067.16,35152543.1,3486746739.07,566052665.72,5498270146.52,5781862047.94,9302804460.21999,814747530.74,71471243.92,589659776.42,36624014,1072003876.46,727485183.71,338449564.45,4453080590.95001,34689761.25,32836313.49,2591976.8,764322126.41,61241521.41,79887602.24,16262435.28,860919846.28,8173694.81,528058059.97,5389976160.51,8367679379.86999,232453233.07,117192849.73,41356437,64283463.4,2368172379.52,745104986.94,28814302.09,383818247.72,1844240710.58,34122903.25,263069899.49,187559211.26,0,396359529.49,10113615.24,1120039414.4,19600002.62,11881573421.77,753763879.44,24851290.08,13906782.57,1339987487.41,72120728.47,2218308.96,162655850.19,164846436.94,34566647.58,73668429.24,85619196.79,285033799.21,37788270.97,667997.18,11962480.4,247114324.25,754640984.12,1011644290.1,85799146.47,2279796491.96,165850409.57,5301747.74,412489213.79,454502703.07,177079628.14,4212155.6,25724702.42,2132344.17,18819751.35,21355044.75,7204956.9,10141051.29,12917752.53,91322916.75,889432100.24,11336061.94,719848485.069999,1749602.18,12358,176470721.41,31519662.12,5385954,15870746.49,12578312.7,4225831.67,3101562.58,170560953.95,4549717,354395648,10256158,300501535,5877528,56353850,125971448,355654619,264093115.71,174363,99644879,3324291,86767856,343949,143259944,953624.43,26010032,36610959,43989564,5629955,4199504,120199313,533031,864438,24999329,382022363,60008052,172691743,3673673.37,533714,21204568,101153,2377513,912562,5402707,203806,12886552,5919784,3506559,18368325,2275677,3267989,1509808,1514437,450692,67303375.75,2018159,1160128,63439889,3390134,4185321,3639473,158000,2674154,288138873,1602642,641546,435149,59301,3374731,4079122,3266354,9204685,15677,0,2136627,1227,2454,500722,119829,612646,0,35171,0,0,2935492,626141,0,0
"THA",148673461.34,335113731.23,1413915.25,4494160.94,449543373.46,1531039129.03,675667554.53,133156298.61,8839853598.47,89279215.48,26058577.44,27570093.54,54864393.91,283028699.53,2794342158.76,282498147.85,55174130.49,1200104838.09,38149755.57,242335465.9,1822373873.89,3231495950.46,277292138.78,11996260.13,5137425567.74,11193648.67,875711184.9,458787169.46,552080407.44,1561137195.73,14750700.74,48678460.38,666910958.16,2315323065.46,92208449.44,162438522.96,32596243.08,1091838136.38,4826787.33,5517793941.88999,2505133457.54,178496032.1,446692104.96,413723679.46,58418990,46780383.89,299854175.47,149994704.37,7771882.49,101348807.24,358402204.43,18036061.51,44525928.59,33605270.52,338653757.61,0,27110379.76,502345761.24,5313066.1,17883670836.41,531061553.09,4067280.54,1728692.06,2777289481.86,5190478.02,7400908.34,387001765.75,22583732.53,55225793.73,5620463.38,10184526.75,92795404.3199999,24259079.9,38346123.25,24626085.26,38956472.87,168290636.9,464633903.34,93715746.99,13988205739.08,18108495.99,574266.31,19643668.8,11810958.02,46931312.04,34100464.18,4358857.64,8881631.42,12492391.9,36125891.2,46775934.19,23894203.77,9938462.04,93140150.41,670363928.800001,163444009.21,7131658081.16,46765118.15,2138439.25,54439576.1,15616946.5,12855741.98,118715674.53,1043500.93,4527798.25,16800666.1,1927345171.55,7988901,936284808,37648334,215577969,16745212,115621260,1029978,3197623285,14319373.59,920265,93758933,1852656,113070303,599359327,1818473471,31623997.77,237739762,47616227,26176023,3568040,3365426,70162412,263086,1222178,38450605,47179792,29329015,3738938,1107276.91,1707757,73583301,1295032,124990570,981320,3860813,329999,21533,27947752,5618361,28948755,1726314,10324063,5290431,1933332,1855065,265305,2071132,10701053,169791987,36441,566044236,1219691,825582,5121873,322621100,37138676,0,395076,12375045,7935964,261998,103088,1949888,13115643,0,710715,19727,1790726,4745924,192165,67364,0,1850061,92736,0,0,0,12197,0
"TTO",3353272.97,226046.61,31678772.05,170228.07,46079795.72,115038760.44,787944.85,6145477.31,4046285.94,40947701.45,22509479,23024487.49,0,2868491.69,22346836.73,450701.93,8646334.77,31298488.81,0,8295,233344880.23,105083080.43,973373.27,10578355.58,178105.74,37180428.58,18286599.21,505012.12,1360934,17670447.08,347433481.64,29839.27,0,6911413.64,25075.26,94850,59571.81,213023615.59,0,22886,17100392.47,344247.61,129671.04,267498.89,16034879,11557605.15,1659147,4705656.25,0,0,64650.57,13336638.59,3970,78817.55,145943.09,6196297.75,0,193135,1138636.46,5279521552.32,439028.2,0,40058,4047043.54,81271,31145.06,218483,0,0,2906,1492.99,0,0,3704,6462,1060,47000,59513,0,15090739.54,0,0,0,0,0,0,0,0,1164,0,0,0,13328880.81,27014,310179.32,5406787.59,8024018.62,13277.9,0,16028.7,0,0,698411,0,0,0,721335.1,1408,442807,0,74892,515327,362115,28419,2621936,0,0,0,0,0,0,0,0,0,10351410,0,63369,0,0,0,0,0,0,17756094,123321,0,4746446,78271,0,0,5010409,212786845,0,16202,3175,0,97044839,0,3092,18432,0,0,0,121721110,5840980,0,18061653,0,0,0,0,204471,0,0,0,0,76858248,0,0,0,0,0,31047866,0,0,0,0,0,0,0,554313,0,57161,0,0,0
"TUR",26024805.61,783431023.43,54969077,1290491.26,82343841.79,475960001.34,483422678.02,34990735.65,494780015.4,20176211.86,9620013.38,6357010.67,392997787.93,363706396.97,9369354450.4,697644361.189999,23580859.46,2892412622.02,59578117.02,318350281.53,3952896255.3,6073378550.82,1230742942.52,5969241.6,158837189.03,4377877.2,163009392.43,457905374.44,1294996073.89,4896083783.95999,37535510.93,19920740,544113.9,109782040.93,266368530.47,28058127.21,3844064.05,171932425.18,2497560.4,62794300.59,2014658779.65,326797866.08,49894779.31,106654188.07,33825294,8315132.17,977024203.02,430428436.09,2237654.93,1375711833.55,1691872988.11,2380701.26,170937333.29,180133784.34,680981877.34,124028356.04,5776456.6,0,3676464.33,5166891262.34,206802643.33,1158801.75,170276535.62,247566491.93,391643203.37,4549381.23,42295426.07,903979936.070001,65622208.95,112496033.68,41537751.66,855673195.289999,107443067.47,469821.99,3708608.64,157724951.79,385453708.96,875347072.4,247657997.03,253745609.66,351813847.89,64715376.73,96167642.24,47930647.69,397536703.25,10613125.55,94525602.08,7888893.34,92144187.74,6059568.06,6451058.24,3807189.5,1880874.77,42509941.36,841695887.760001,27820576.95,113701223.58,6895619.31,0,340428554.51,4646879.17,417649.75,22166565.43,70657292.4399999,5459406.9,3876836.65,41064207.58,70479592,1138907502,21008852,431095370,196590062,31724601,102289283,49269122,22716958.06,0,264938787,45555055,336953259,320044,36025736,471192.38,749743,34972084,88277933,6639483,698430,370718118,0,213465775,7391130,572142420,12425896,211584004,36588255.87,53780,22268687,248362,5046112,102172,1072410,199382,2107685,9272346,8570351,17399027,18709360,7476654,14129129,51209,2355056,123020.97,1733860,7484461,1820192930,239999,713075,57817885,19172,5490426,78470474,701915,9022738,808867,758377,1675182,1061046,41492375,143885556,3742475,2895,98064,2290,0,393563,1340,0,0,282018,0,0,0,0,0,0
"URY",225935527.84,1663675.87,647360,3830356.37,505675123.27,108951122.72,17644033.88,68461123.96,135809408.56,22024898.21,11132852.76,9534515.05,485292.9,2347278.88,202239350.68,3968298.24,10846834.74,104238327.61,296306.47,9450113.46,38413102.29,93884642.6,2671274.08,18841151.14,22255611.38,2026947.03,7569020.36,873485.66,29554612.11,98568838.45,993665.39,529239.61,342081,17004025.53,714643.8,838934.04,2809835.93,124088197.25,0,16786454.11,55853843.77,26291204.14,584273.49,397878.58,9609554,26807530.98,35043186.2,19357704.07,60632432.09,3172077.44,19999663.94,3218749.11,856425.73,261663.53,14258035.03,80977311.05,11209239.67,14855236.96,0,636560154.64,20104819.62,270511.92,2161485.92,2666531.48,0,0,1197070,1115850.78,0,141571.78,1109646.07,10157981.99,4039.77,2979.62,1055875.7,30853486.76,1138883.1,45949507.32,11283375.59,61326452.54,114951.71,0,6798719.83,137394.71,12226144.81,450868.84,567680.86,173243.73,2102643.53,181944.34,420841.36,1988.38,1184954.02,6128,30895191.07,6923476.3,12787149.97,3855235.39,0,4746636.68,0,91394.55,482170.56,96590.94,52335.45,22518,7478236.95,0,1394486,1287865,9350651,200828,644421,1071901,1032032,52422.23,0,607461,724296,69292,32782,5642158,0,927125,31735,0,0,0,108363,0,0,0,963673,32685390,85851,2011495.75,1253467,430514,0,48324,30800,947803,0,0,358189,0,2941144,52443,18200,0,0,289658,0,0,3630348,3221089,0,0,48539,130104,483711,9806400,0,252931,0,0,1258346,0,0,0,0,0,15584,0,0,0,0,0,0,0,0,0,0,0,0,0
