"","ARG","AUT","BGR","BHR","BHS","BLZ","BRA","CAN","CHE","CHL","CHN","CIV","COL","CRI","CUW","CYP","CZE","DEU","DNK","DOM","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HRV","HUN","IND","IRL","ISL","ISR","ITA","JAM","JOR","JPN","KHM","KOR","KWT","LKA","MAR","MEX","MLT","MNG","MOZ","MYS","NIC","NLD","NOR","NZL","PAK","PAN","PER","POL","PRT","PRY","PSE","ROU","RUS","RWA","SAU","SDN","SGP","SLV","SUR","SVK","SVN","SWE","THA","TUR","UKR","URY","USA","VEN","ZAF","AGO","ARM","AUS","AZE","BEN","BFA","BIH","BLR","BMU","DZA","EGY","ETH","GEO","KAZ","KGZ","LTU","LVA","MDA","MDG","MKD","MUS","NPL","OMN","QAT","SEN","SRB","SYC","TGO","TUN","ZMB","ZWE","AFG","ALB","ARE","ASM","BDI","BGD","BOL","CAF","CMR","COD","COG","CUB","DJI","ERI","GAB","GHA","GIB","GIN","GMB","GNB","GNQ","HND","HTI","IDN","IRQ","KEN","KNA","LAO","LBN","LBR","LBY","MAC","MHL","MLI","MMR","MNE","MRT","MWI","NCL","NER","NGA","PHL","PNG","PRK","SYR","TKL","TLS","TTO","TZA","UGA","VNM","IRN","SLE","SMR","FJI","GRL","WSM","ABW","BRB","SOM","SSD","TCD","TKM","UZB","TJK","ATF","FLK","FSM","GUM","KIR","MNP","PLW","SHN","BES","BLM","SPM"
"MHL",0,311622.01,1728.11,0,0,0,269711.68,0,551331.79,0,23661845.66,10284,13750,54025.09,0,29209353,0,10653150.15,14637771.43,0,0,217137.07,0,19651,16697,92862,84253410.49,0,0,382949.39,0,0,364065.64,87631,0,0,0,0,0,19392878.82,0,26734967.35,0,111664,524886,1525809.05,0,0,137588.36,9959351.82,0,299692.27,0,114491.34,38001.71,0,27639.1,211262217.92,7904.06,0,0,0,12593,0,57867,0,5640,0,0,0,0,2409949.06,21188355.97,15124504.87,182004.59,0,12774651.1,0,1121258,114068.87,0,354221.94,18647,0,0,0,0,0,3373,27136.63,0,8000,0,0,0,16460,0,0,0,386794.2,0,0,0,0,133364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435845,0,0,0,0,0,17412.01,1712.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24250,0,0,0,0
"MLI",0,288889.9,0,888647.58,0,0,61177,655248.34,486373330.83,15896,88196418.74,3030941.87,124702,0,0,6986.86,205730.92,3326469.67,14870.01,0,6732.41,1492621.81,101970.47,83339.55,11782351.23,1032076.23,0,0,0,703357.25,6264,197693.11,151359441.61,194733.66,29143.23,71009.97,10687124.47,0,16427.51,175269.31,805538,5317665.68,128450.8,9649.06,1468331.37,1610993.62,29692,0,4866,315877.53,0,9425173.35,186359.84,7687.02,1544083.59,0,28434.5,776894.52,6333389.33,0,0,0,29015.01,307315,174934,130871.09,221466.96,0,0,30923.72,64179.05,233225.54,42814344.54,2161049.18,28682.57,0,3784543.92,0,123013,178954.88,1563,4124502.84,1210,857530.7,40334951.36,0,1809.98,0,5271098,0,853458.53,0,0,0,0,0,6750,36766,0,103723.32,0,8817,61874.94,1744957.88,32734.46,90547.23,919485.57,150476.3,2407,0,0,0,0,0,4485,0,2035,7880,3837,0,0,0,0,0,0,0,0,12678900.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26890.79,37769.07,1165740.1,0,0,0,0,0,0,0,0,227461,7514,54916045.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMR",7476774.68,31835196.63,4993254.66,4259400.65,0,0,2081664.17,20975621.97,48939140.86,782023.38,5054623225.82,11594097.59,120196,146153,0,273323.78,9772293.51,219687918.08,5404602.45,56318,216124,78548199.63,678365.4,3592392.17,115735164.01,152610707.7,2245096.1,0,0,64197159.45,955443.95,44500.42,963537144.8,3872050.88,127065.44,1364258.9,61339806.4,0,519748.91,858934400.18,3289519.36,504332839.97,6271882.52,20353614.28,244783.08,8607636.06,104416.64,137998.34,0,171125347.67,0,37128704.23,5055591.42,1956703.21,5861334.93,0,760854,30218080.32,1273134.29,57028,0,670951.83,15222726.93,0,45777653.04,0,114699202.08,86982.24,0,5826951.68,1455503.76,6354930.36,3294520991.17,7866960.63,903689.55,108366.75,148194393.99,0,1512250,45925.35,44596,34225460.26,22115.77,0,3595876.98,422383,166235.73,2762,203638,0,68623.52,0,228623,10898,1317947.43,298892.11,25286,0,135800,1259145.77,9351562.6,2352352.46,5166480.54,0,878300.89,15649.95,0,61804.33,3407,0,0,117064.41,0,0,0,0,52911,0,23833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120540.11,0,0,0,137434.3,0,0,9901,662549.92,0,0,0,0,0,0,0,0,2417,0,54048021.59,0,0,0,42795.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,3678968.7,1858834.71,0,0,0,180794,519484.3,8780623.34999999,32237,10243843.7,3036.57,0,0,0,364724,4671650.4,22626075.92,361901.61,0,173006,446927.51,53675.74,14156,7890297.78,6517527.91,10238593.07,0,0,160043.12,5626513.71,3170063.49,1141196.91,28290.35,26481.64,411167.14,49988548.22,0,197322,3472249.5,0,62118,0,0,1826,124252,2886230.21,0,0,1383584,0,1002994.27,43874,6662,34238885.91,21540.98,7501,11301005.23,17606,0,0,1102646.77,3060691.77,0,2145473.46,0,1115916.58,0,0,884435.95,16588838.64,2946258.79,104945.99,19764549.55,4073782.41,0,2332339.47,0,1367671,170422.96,2056,505794.41,0,0,85585,32803647.03,475274.24,0,0,3200687.11,0,0,0,0,32931,35931,36270,0,5160804.64,0,0,1971,190596.07,66378.87,78825282.74,0,0,0,0,0,0,23977334.92,853079,0,0,3480622,27765.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46358,183977,0,0,0,1786,9609,5810941,0,0,0,0,0,0,0,0,0,13192,0,100189,0,0,0,0,0,0,0,0,7792,0,12223,0,0,0,0,0,0,0,0,0,210456,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,18165.19,49170.45,117561.53,0,0,70670.6,160361.9,254074972,474448.71,667847173.1,82221353.52,22049,2395,0,323814.77,18044.58,82471131.53,16435930.52,7866,0,196599288.16,0,37792,49843753.69,328582.03,8480410.3,0,0,4097140.51,0,0,25659029.95,11449.11,144493.2,37000,140066676.49,0,14439.24,128258634.03,0,39099474.25,35337,0,587771.62,352290.59,55232.2,3163,6305515.97,72487.38,0,2180373.45,17891115.18,2973.56,502275.39,0,3643,197049.77,9047104.63,0,19379.51,0,12815863.3,0,6254378.65,0,233712.88,0,0,0,5539.27,54642.01,1188880.33,12156890.33,3756955.33,11149,742206.44,0,14306,72250208.36,4539.94,55564.45,0,21580698.75,15778.1,76150.26,533991.47,0,30838,516034.78,0,0,190130.64,0,304415.42,0,198587.34,9193.34,0,459794.04,61482.7,0,219654.03,4851662.31,0,0,9774618.73,2130240.44,282876.71,0,0,0,0,0,138552.23,0,0,0,74933897.65,0,0,0,0,0,0,0,0,669619.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40180.86,0,39744.95,0,71635.6,0,0,0,0,0,0,0,0,414671.77,0,5423379.94,0,330900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",690310.69,102503.66,764912.15,58617.89,0,0,1218392.82,2502044.49,5276875.6,17916.67,49774265.87,0,87866.09,173702.9,0,0,3239139.49,147212460.27,4283985.06,42311.33,107091.1,9091622.64,0,1055047.7,5272677.54,39960950.24,7730009.84,0,0,6557857.82,797965.95,256416.29,101768799.7,202472.65,11324.74,159632,19883266.78,0,1774452.09,14312120.54,2070578.96,14373503.4,267970.62,179101.15,3749882.79,1276499.41,0,0,47702733.24,4124314.1,0,15742900.58,195330.97,1286833.22,159288,0,2070,40148797.05,26857879.73,504846.68,0,3577805.2,58289471.24,1397050.06,360593,1612643.29,7974984.33,0,0,14940.43,3604.24,1877930.99,592758.24,27734604.72,17407462.35,432737.25,73464267.48,0,75322958.62,59266.9,2547088.24,2098286.16,44507.17,0,7036,318531.39,939068.48,0,3854457,60875641.71,261422.45,132353,1133982.93,0,8515081.18,0,0,95029.98,187693.49,4212114.68,0,37424.7,359062.84,1203054.4,313428.18,168042.23,35541.73,2396677.48,21240339.32,64608591.1,0,17080,21251088,0,736829,720066,0,0,7271.4,1602498,30428,0,0,0,5769,7991,0,0,0,0,0,0,89718,8447620,0,15289656,0,0,752043,0,0,0,0,40583,0,0,0,0,0,536620,6013,6524520,0,0,0,0,0,0,21125329.49,13550122.18,1317340,0,0,0,110501.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136251,0,0,0
"NCL",0,9176,0,71505,0,0,837445,525251.19,140666.12,36210.57,469142888.59,39999.27,0,163226.92,0,0,21485.09,833689.74,5858,75971.55,4695.23,42229038.37,0,4715,106019126.71,446736.5,0,59216.85,114405.57,32192810,0,16103,44699000.01,110636,0,0,3099767.03,0,473623,222641473.31,1350052,168159505.11,0,5829,53480,316299.08,0,0,0,167337.59,0,804742.4,3145.42,2322810.25,1102,0,15528,19999.17,16307,0,0,3370,0,0,35733,124925.5,1727575.86,15201,0,0,0,34470.6,122856,3547.15,0,0,45881126.18,0,32908095,200463.14,0,110001952.2,0,3287.86,1526.47,0,0,8325,0,0,0,0,0,0,0,0,0,130530,0,32692,7417,0,0,33160.17,43196,0,0,26116,119294.7,0,0,0,149705,353246,10537,0,1099,0,35699.01,0,0,0,0,0,0,0,0,34932.4,0,0,0,0,0,220706,0,1286047,0,0,0,0,0,0,0,217748,0,1128,0,0,0,0,0,38731,0,0,0,0,0,0,1154,0,498420.05,0,0,0,199545.01,0,46919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,231318.81,25999,49907.57,0,171411,13914580,1727726.89,70868665,9103,142902880.83,9681075.27,2559,0,0,0,672679.45,3044146.97,23267.86,7147.29,44150.85,4156451.83,5290.76,54330,558301037.25,330061,0,0,0,81980.57,0,4653,11812783.56,55419.52,0,2000,2333633.02,0,8397,7977654,0,496122.75,0,197210.5,827212,664813.61,0,3394.79,3201,21726899.85,0,10529626,14833,108519.12,7933580.74,0,142058.17,1303661.58,16947,0,0,17608,38748563.24,93241.08,93028,366096.68,4335003.8,0,0,2733229.78,354678.79,188094.27,8863401.09,3242833,20437,0,143486605.19,0,55029.49,23000,21602.31,1218292.77,2270.13,2548770.86,25889175.68,0,5648.34,0,21681635,10605,164255.93,0,0,0,42106,0,0,10663,0,30440.7,10789,0,35381.98,177987.77,0,7195,393300.16,1399831.93,66939.38,6520.75,0,0,1611590,14758,0,2103,3315.84,0,2971061,21129,8485,0,0,2103,20710,5184016,0,32927,0,0,0,30076,0,1923107,0,0,0,0,1965665,0,243844,0,0,23051421,0,0,0,9098.71,8130.66,0,98613475,0,0,15674,0,0,0,0,210705.11,14629,3364117,0,0,0,1095,0,122197.73,0,0,0,0,43949,0,0,0,0,0,0,0,0,0,42321,0,0,0,0
"NGA",808711416.59,49713544.59,2113156.23,2356973.45,6320417.77,0,4246459629.78,746489990.04,446065498.71,3270541.41,1127003901.14,1346856919.52,58677.63,0,0,449876.93,2451381.74,2015969599.1,321686685.64,589179.4,4632,4719652977.9,8707176.84,7060617.47,3005943852.76,1994866004.96,13818476.45,734342.45,0,43819497.62,35893504.52,16368.21,9381254739.58,125609701.19,1242.55,2718924.88,820943342.86,3463.55,174703845.99,2564419038.55,46281.74,1037169942.54,657609.94,844795.63,24685849.62,228295787.46,28080.5,0,446930.64,85084568.29,278373.38,3449781554.33,24476350.83,37571.99,30420324.15,0,48977916.31,16940532.84,107070694.03,0,2412503.81,1981616.19,22239537.79,156196.7,4878127.79,2262312.3,14019885.5,300983.4,0,1545186.96,87710.93,747054639.42,146791246.63,181129588.46,2247071.82,389397810.33,1809162539.89,0,4578898149.85,1752104.46,696265.98,441607.34,8960.39,78130623.82,11524681.17,135206.04,3077517.76,0,663330,79785059.44,11783420.03,1236,31868.86,1694.16,47278292.43,65871.89,1010.23,1557127.02,158425.69,62805.42,0,4010,475869.5,418395311.45,1618433.78,4663.93,13112286.42,27320956.49,558499.59,169079,0,4275.11,0,0,6361,0,14862.56,13810.17,684587215.14,0,0,0,0,0,0,0,0,6472127.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185406.13,0,88893454.51,0,0,0,0,0,0,0,0,6330845.55,1465705.39,125416271.61,0,4993166.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",92570081.06,141091187.68,19013040.03,27095299.39,73858.88,50446.55,253158187.77,1100492668.38,392523754.56,61412983.6,18777337408.2,3252977.14,44126163.59,5881288.28,0,1780682.53,251822770.64,3321037814.14,46703326.25,5933290.59,22962204.63,225065968.41,10077751.88,100163942.34,665170854.44,613365164.81,6945317.36,1841526.7,18444,7884312968.88,2148702.09,188971700.16,505166417.17,123421394.12,2505856.73,60235460.18,265918002.18,433082.93,5580523.98,8436361916.14,9384920.07,3188540558.96,122015466.17,27253635.51,17395958.28,1976203449.33,14077850.99,4415247.46,764113.84,1658716015.14,3763492.29,1179579720.77,61260241.29,84692013.5,41251068.25,2176946.95,61739404.21,285111170.36,22704477.47,1043278.21,709227.09,17457684.27,266312264.47,154029.81,261793895.01,1888919.19,4512891175.43,3799664.47,0,42235877.02,14509290.5,23897722.72,2333052257.31,114564463.84,17356117.17,11176423.46,10287266773.82,0,100818105.17,402268.48,1753874.56,528553781.46,656940.19,10294.01,708845.77,1325465.43,12811083.26,102251.15,17481906,26188828.07,16351669.68,741579,10442013.38,1153761.48,2011075.91,958824.42,1303495.48,372365.9,2597083.21,2840136.87,2586693.29,5154403.75,77789700.89,482692.14,6221433.02,3935984.88,459760.49,13140444.38,196597.19,304445.99,0,347950.69,0,0,93103.48,0,3817180.68,1882,4511175.9,0,0,0,0,0,0,0,0,30462,0,0,0,0,0,0,0,0,0,0,0,0,0,6802414.47,0,0,0,607109.31,0,538835.19,10413439.12,152277,0,0,0,0,0,0,0,0,3328861.5,1789485.42,887593981.27,0,0,0,1520394.68,30222.19,661656.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6887929.01,0,0,0,0
"PNG",21508.41,3060366.91,6525.69,1581,0,0,0,2447072.06,1698871.13,0,1726812205.4,0,1553,0,0,0,96707.39,295204121.84,778486.83,0,7431.11,101258349.84,3974,1292662.46,14546830.81,145664970.48,343058.04,0,0,1029542.39,200468.3,17021,173511254.63,1310886.18,18691.85,2800.64,106862723.7,0,2446588.6,2478010071.55,105537,292222442.35,9588.28,1226018.83,0,281507.14,92902.17,5341.84,118145.78,116833292.7,158257.46,73241851.01,404130.35,7754692.99,1252148.88,0,0,464165.8,243536.93,0,0,0,5073140.88,0,0,428325.44,198329718.81,100241.14,0,31234.73,74142.94,278948.27,265537650.84,48981.15,147701.66,0,88126172.37,0,112886,3450833,0,2219659590.05,0,0,0,39120.79,4643.12,0,0,0,0,0,0,0,0,62827.21,9051.11,2386.04,0,0,156354.42,0,32400.01,0,3057.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221692.3,0,0,0,0,0,0,0,0,0,0,0,19866566.59,0,0,0,4087632.79,0,528264.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,879571.57,0,292555.26,125469.41,1688,15463230.89,99742.32,0,23138660.95,2348418778.21,399197.79,3159202.44,2265300.75,0,56008.37,226274,3415154.18,2642,0,4462039.5,1587225.59,504663.98,239657,8903706.68,415417.78,0,416043.66,7163219.35,13079231.92,0,467576,97805644.93,768880.47,0,0,394346,0,0,0,969091.33,0,51972.03,8551149.9,642083.32,13813699.2,0,822594.72,10457606.58,980876.72,337271.64,418197,0,0,43199881.02,0,282412.41,7286893.32,0,16648298.34,27776,0,5565962.57,1707465.52,25370382.21,60972.56,1319078.13,1093551.69,0,1864695.55,884765.12,438123,6847947.3,13750569.09,2012893.07,207370.16,0,0,1003924.43,5590835.3,39005.4,0,0,10640719.91,33327007.54,266495,119804.28,419830.89,2204891,5771139.99,5651914.22,0,456566.42,3773,0,0,190161.63,16141.49,404437.53,16853.74,0,0,739193.13,287527.67,1190946.63,2152182.3,1121416.48,910859.21,13792472.85,490769.2,0,14512,0,0,3210,0,759541.03,71916.9,206989.04,0,0,0,0,0,0,0,0,219055.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264544,0,4851,198337.72,385582.32,0,0,0,0,0,0,0,0,2186047.83,1074582.13,0,0,491013.59,0,8953296.4,8523.5,774478.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2336,0,0,0,0
"SYR",14276.95,799318.31,7338658.62,2120795.07,20405.91,0,1425769.32,689076.1,300115.84,0,3231828.04,122216.21,149910.97,5449.23,0,1167329.45,323501.24,13587908,92883.22,219362.21,500989.21,11164413.65,119956.55,41541.07,5540574.26,5280105.6,8332169.68,0,24193,274207.35,0,632031.12,33360133.22,3545,2539,0,23730018.84,0,100455205.93,753043.68,0,95491.08,14311785.3,120358.15,10665140.28,615319.99,67391.85,1209,1398,216132.8,6919.11,5152684.46,63533.73,0,1959022.18,0,6880,1072178.01,523770.5,235685.88,0,7748800.88,5021084.56,0,82162206.56,4189183.6,145502.97,0,0,17169.26,22599.19,1338332.42,10883.97,25334120.75,4269628.44,394351.99,6193391.01,0,178375,89042.59,185599.45,1121442.83,120980.6,102726.73,0,255273.17,14382579.95,2225.24,17376347,153275769.66,760661.91,239267,4907,5975,1104.56,43507.45,10023,0,28316.36,14092,0,498254.01,10601993.55,28448.62,3353144.26,0,1675.26,1247518.12,46577.06,0,0,9387,0,0,0,0,0,0,41179.36,0,0,0,0,0,0,0,0,78795.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1247.91,0,0,0,8646.32,0,0,14333.97,0,0,0,0,0,0,0,0,0,53406.98,28896,270744.07,0,0,0,12112.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,100676.33,0,285932.18,0,0,208293.83,0,0,0,0,28625.26,134081.39,0,0,1667.01,32495.15,12918.33,8397.4,0,89879.4,237004,8146,0,5123391.73,0,0,0,0,6101.76,0,0,3745,278719.25,0,0,48983.04,0,0,9198,0,261703.35,91030.61,714395.19,1486,5859110.59,4016.49,0,0,174771.15,32381.72,3921,0,88886.63,0,0,362041.88,10436.05,0,0,0,0,0,9485.42,42400,79489.8,814241.88,0,0,0,0,211764.3,147163.23,4186,0,0,463983.79,0,538544,167522.18,0,0,0,2275,0,0,0,0,0,0,0,0,0,0,0,0,33852,0,0,4168.37,0,0,0,0,0,20214.86,2195,0,82772,1564,0,0,0,0,0,0,1714,0,14749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100.48,2244.17,0,0,0,0,0,0,0,0,57510.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,2161979.6,0,0,718507.65,0,0,0,0,0,0,1288627.02,1074.68,0,16018,23258,0,0,771132.47,113507.24,0,0,0,0,0,0,67792.11,0,0,0,10835.69,0,0,7025875.7,0,511929.79,0,31079.94,0,27880,0,0,26940,105579.73,0,567233.05,0,512048.16,1825,0,0,36869.05,1841652.97,0,0,0,0,0,61333,0,274780382.89,0,0,0,8598.32,0,17448560.07,0,0,0,3257964.39,0,82196,32360.69,0,975254.68,0,0,0,0,1000,0,0,0,30968,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",882882423.27,401539.82,26607.95,6363.47,10371219.78,15552106.84,908412173.79,245433444.38,1564216.37,799450473.37,35695706.16,7621593.64,230187019.43,41368456.73,0,0,188739.28,97604085.67,60708.69,287429688.86,1392329.35,410753287.03,83626.66,130305.46,201098831.15,62951550.07,14713787.54,4253201.66,315422897.72,1921326.67,8182,32509,75736622.14,4803791.09,2407.4,3976.4,42627294.88,449619183.05,0,50373020.1,0,104541862.18,5909,0,11272139.49,289473540.88,69512.38,1724.17,0,114601.53,2079884.19,159269701.27,883654.35,782961.24,2878819.18,8799123.92,503879350.19,139792.45,23208563.99,226359.85,0,17630,470876.84,5420,419511.01,0,39514285.01,14683205.58,0,32278.34,17123.82,86220.69,5848504.85,21960851.44,38710.47,11755534.41,4133632843.79,0,1067062,30661,0,7434608.53,0,0,15855076.75,3893.26,137840.33,2646963.19,0,39237160.15,0,0,75076.17,24499.08,0,0,30828.29,3600.16,0,0,1248.17,0,16334.07,8070774.16,36578.95,0,0,0,0,0,0,0,0,0,0,0,25597.3,0,10094.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30418.76,9480.17,0,0,0,0,0,0,0,0,5887.74,0,4411114.22,0,0,0,90948.55,0,3452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TZA",1584943.44,2385353.34,23176636.96,1356209.5,0,6229,27069.12,11017809.04,162129058.81,625180.36,626184764.69,344228.16,639365.79,22831,0,2187482.53,6235247.17,205239063.83,5471632.52,395290.87,22186.61,32956656.23,96881.06,5472410.77,43973319.87,40399318.63,11943212.29,0,0,50241595.11,8149,571078.27,1116197153.48,59142912.34,2440015.06,17603969.38,55974309.73,0,3101693.39,372813932.24,87231,48973816.5,908739.83,3523221.48,5196919.96,2616413.48,375799.78,0,16747579.91,125444077.2,0,86850132.75,3942168.5,2884554.32,24353268.12,79021405,19041.62,41204471.05,36133210.18,2185916.69,974305.66,9726714.27,40897073.6,97119182.92,15198100.71,7200249.55,13452310.49,6490.2,0,63618.6,120761.33,7649094.63,17519560.85,34477918.61,10879697.26,25317,110423868.17,0,698831043.37,3807900.79,18079.57,7794079.14,475519.28,524821.66,831642.52,131816.01,1499035.69,0,2187091.83,1665068.47,6816742.15,508451,1789222.06,7838,8173987.38,7974.49,69409.52,4496573.43,499541.22,18135872.68,247367.09,16886678.25,5751128.02,771539.3,263691.38,14127382.79,122620.2,1383392.35,72631409.86,12981234.68,0,0,157519422,2268916,49695759.37,25685311,0,0,540717.19,198238093,115434315,8828,7779567,92374,36487,450348,305541,1180463.76,29938,0,14879,6235,0,6424083,198911,793851863,0,0,876569,127851,308881,0,0,119913,10007,11302.32,107180,53588244.92,1248.37,15165.45,3574418,2714744,2647,83371,0,160220,0,0,0,58776434.78,127711248.12,140425,24505,0,24595.48,0,0,0,0,2789812,101058,100275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",1534.92,3731700,1297045.82,613214.32,0,0,5894.63,12086596.89,32309414.26,359723.57,70394384.23,241905.88,516839,3471.24,0,259878.59,2306282.69,91354276.57,4921030.25,375846.67,595042.68,39113278.64,719812.29,1232014.86,18167284.24,42153730.67,4588191.32,0,0,35542999.55,36937.41,938500.46,38617312.96,395306.43,29023.76,7892230.59,122623015.63,18371.57,1955622.17,16330022.76,4471,12481710.05,2760077.17,2438927.85,7327681.13,2541748.02,217137.52,0,890522.74,29058385.95,0,114215150.81,2473582.19,395679.64,7922610.71,0,148392,15985786.76,20057335.72,0,0,7004540.58,15873391.06,233917627.46,1845732.25,82954482.41,24542315.51,2345,0,1617340.1,366723.49,7138520.86,3023016.68,7161103.76,3537467.68,0,48052113.17,0,13180914.34,2800842.83,81498.69,1882238.33,44476.89,59534.53,5933.58,814188.57,640794.31,17292,984323.63,6371307.43,1998419.24,0,111848.68,0,244162.43,10906.26,856368.7,390148,376185.04,985994.44,58915.06,1979871.74,3160272.82,312799.15,6077939.5,287793.41,21994.13,166114.05,982302.23,55639,0,352178.68,82386978,0,36776627.54,1595,4248,1448893.46,1531307.03,152405580,0,0,81472,18517,313830,160247,0,2212,0,0,0,0,0,2799017,765721,412132587,0,0,1977482,0,29610,0,0,318055,0,2609,556446,1183126.57,0,974622,2655518,10603,0,97805,0,0,0,290070,53675413.8,0,1776185,0,1107984,0,0,0,0,0,0,2252214,234839582,3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",442908575.76,1102909650.23,52837471.15,146845715.24,36371499.81,5067728.99,1798077760.15,3070383674.1,1050398466.69,725955539.96,18459964606.75,151895891.52,487879488.02,91103019.84,0,36678629.26,659442572.19,8434095434.09,349131051.49,82797855.75,165124973.13,2605546823.73,41555297.42,209360227.43,4277211282.22,4891719633.87,153869328.15,40756707.34,697927.85,6224318766.54,32822777.95,79931406.55,2708329681.84,157953853.02,13723687.89,426216158.16,2955073480.28,10041645.75,190462248.23,14955826267.5,2345602699.62001,9576069852.76002,514308670.3,253385215.73,184829824.32,3187469049.62,95658469.44,28364757.42,88320889.81,4411834087.24001,26815694.16,4934685963.49,325783756.01,421769897.98,389924137.55,153698770.36,334276860.49,1363677698.37,262428339.27,50768662.45,8497386.89,100981159.56,1910496078.64,10637211.97,1648699997.83,31206429.57,3435950739.99,25210688.64,0,1552880350.25,166106772.28,929439804.42,3871420860.38,1781801112.48,241224649.19,48218387.67,38347723315.92,15435504,1041741956.48,39271181.98,14659388.27,3354115850.22,28997105,24547277.14,13973148.35,46533278.04,36901880.75,1894668.68,327541041.11,374752113.4,69303729.83,24127180.98,193165629.73,3643483.58,33083806.32,121929219.59,11718947.33,41566046.61,27229605.1,204957229.61,39172151.17,59095804.3,219606041.18,31488156.23,103043789.02,1954465.71,17055711.08,98346302.26,22553804.44,11330704.59,0,10111662.69,5690842190,0,20969270.63,569974898,28773059.85,34493,42865880.33,13606215,4400844,0,45190481,0,21073136,238213153,0,24925190.21,3219920,2275378,0,12352255,28198976,2847525950,0,34482168,0,519029590,57189605,98443166,32559259,23345954.59,0,1309260,375644093,13369601.82,9283701,2213299.4,24499692.22,4492071.85,112974222,2016326865,126678467,0,23456416,0,0,6999052,114891430.64,21543747.31,0,0,14561719.88,0,15144908.07,344321.41,3777773.49,0,0,0,0,642036,0,18016020,0,0,0,0,0,1535406,28822180,908102.68,0,0,0,0
