"","AUT","BGR","BHS","BLR","BOL","BRA","BRB","CAN","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HND","HRV","IDN","IRL","IRN","ISR","ITA","JAM","KHM","KNA","KOR","LBN","LTU","MEX","MYS","NGA","NIC","NLD","NOR","NZL","PAN","PER","PHL","PNG","PRT","PRY","ROU","RUS","RWA","SGP","SLV","SWE","THA","TTO","TUR","UGA","URY","USA","VEN","VNM","ZAF","AUS","AZE","BFA","BLZ","CHL","DZA","EST","ETH","GAB","GEO","HUN","IND","ISL","JOR","JPN","KAZ","KEN","KGZ","LKA","LVA","MDG","MLI","MOZ","OMN","POL","QAT","SAU","SEN","SVK","SVN","TUN","TZA","UKR","ARG","BEN","CIV","CMR","GIN","GMB","MDA","MKD","MLT","MUS","MWI","NER","TGO","YUG","ZMB","ARE","ASM","BGD","BHR","BIH","EGY","KWT","MAC","MAR","NCL","NPL","PRK","SYR","TKL","TKM","UZB","ZWE","ALB","ARM","MMR","MNG","MRT","SDN","SYC","AGO","CAF","COD","COG","DOM","FJI","GHA","GIB","GNB","GNQ","HTI","IRQ","LAO","LBR","LBY","MHL","MNP","PAK","SLE","SOM","SUR","TCD","TJK","WSM","AFG","ATF","BDI","BMU","DJI","ERI","FLK","FSM","GUM","KIR","PLW","PSE","SHN","TLS","ABW","GRL","UMI","HMD","SPM","ATA","SGS","SMR","VAT"
"PRY",187222.11,1079005.31,4419,0,27299113.48,291516407.98,0,2311253.13,35629287.54,11694840.69,21735480.34,35932.39,0,0,136389.77,32864849.84,76597.7,3328156.59,47078937.42,242161.61,6508877.51,4405066.25,405584.28,776301.49,0,11661764.9,60787.71,602975.7,2895718.91,228312.76,11551382.16,1516199.28,44255304.25,38025.56,140133.86,0,458581.97,59669.89,6858.16,1261464.97,1876822.56,659659.39,219634.3,33281340.1,446180.05,42980.14,1178085.09,27910388.07,2495429.07,0,5172692.7,0,5746986.4,3659116.22,0,463284.61,29366.46,46247.58,6468804.96,127000,3126563.3,0,177085098.5,37649830.14,14231122.79,789294.86,2349169.41,31860.68,0,0,873235,78702942.63,0,0,107612,134719.19,0,698818.29,28880806.07,18778.59,0,12951347.6,0,0,0,19881.41,0,100957.71,0,3009,53921,3719142.65,21148.73,1545729.78,363815.35,176703.36,853082.98,319883.96,0,0,94733759.42,12726.98,21335.78,0,68448.09,0,0,0,792438.33,0,1508.81,0,0,1812550.59,0,0,0,572007,0,0,631047,0,39707.98,70797,0,0,557334,116600,0,0,0,0,42600,0,0,0,0,0,0,142088,0,0,0,160317.4,0,176400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130566,0,0,0,0,0,53136,0,0,0,0,0,0,790341,0,0,295732,0,0,0,0,0,0,0,0
"ROU",376754042.72,179548708.04,24000,3695475.55,41412.5,17590251.83,32433.05,56139821.56,55405353.3,99864501.76,6190711.69,1224710.82,2935570.52,27606204.74,57887439.24,2070363190.17,41066352.09,969961.93,219358999.08,18238387.08,1025036207.26,663033603.19,344164710.6,356800.23,38000,30460448.34,8608265.8,22117128.24,9302116.55,68046511.56,65076022.77,96997288.6500001,3018529507.21,541494.2,172000,2733.81,44664845.92,38822726.23,3041989.53,25415925.69,7752250.22,86671417.43,224478.08,372548063.13,140056177.94,1092958.28,1817429.08,11747949.99,12611793.32,5000,21383495.02,375504.65,0,91460925.88,39954.22,21307208.48,12806,73680910.53,42772951.48,4876879.2,473603058.88,448007.84,6206731.24,522510186.61,25519942.36,7457395.04,6888744.81,6836926.97,5957092.17,79893,122935.38,14176613.9,26559094.65,3273850.67,1186370.89,215599.41,18212645.8,370390550.7,48609403.29,2248088.27,31200967.56,44115127.59,16996656.38,3425080.27,135412.78,1075917.57,2134202.17,291741.73,608919.63,6000,645212.69,137641089.62,2161372.89,87126547.88,649714.62,42913333.29,84641107.29,37030763.97,1047041.96,45202595.01,17661298.19,149941.28,4348609.1,7167109.36,920820.48,70000,101006897.56,13221194.81,43314088.46,61630.04,458941.91,2171873.79,531970.41,127642135.23,4005.15,53244000,0,438000,2258000,12225000,112304000,7029000,187685,30904000,161891.37,85000,0,76503782.45,0,11005000,3589000,182276.91,12765498.62,1562678.95,0,13113.61,1462664.63,13847310.86,0,837000,5701.82,9000,85000,213772.63,0,1313000,43556000,2000,54000,17000,12560000,0,913000,10419000,696000,0,19073000,230000,0,1000,0,0,0,0,0,7000,0,34000,878000,0,0,0,0,0,0,0,0,165000,0,0,0,0,0,0,0,0
"RUS",432267905.51,278655495.09,14603271.99,4717398057.01,514854.97,352751321.18,10678.59,206954215.31,1296240484.59,5643748841.51,36693496.33,8575693.58,83922948.02,310315307.69,1709847721.05,6882993389.93999,323008313.23,47742819.65,1409291758.23,3185375390.04,3340002572,3895182289.38,1372608447.25,42728095.67,377319.17,253828469.34,28860821.68,535188122.23,116518377.42,117330986.64,1086911815.53,483640057.06,4668550313.67,2797401.85,6290254.45,1452692,1430888083.67,431779301.43,1613266909.15,172438068.72,283401076.9,101551860.44,13335139.88,4334849576.25,570138490.44,10828234.47,192165489.81,28449696.58,94129861.75,7468207.14,330374087.29,196518.69,660670310.76,0,1247143.11,688628743.05,49150735.17,667476022.61,173891949.24,4931932.05,1942706671.61,680273,27118160.88,5836111681.33999,16968716.98,272061114.43,41897633.54,15016768.94,145559401.48,11280787.66,1157583.47,35184260.82,234918971.32,912180063.18,15791517.63,911966.63,92853503.5599999,2293721701.22,953823369.65,26717299,65597352.85,2418110133.43,2639314535.7,14731843.92,85947984.1300001,9815848.78,410773332.05,2070059.88,6627208.81,143902,10626326.22,4244805543.54,2542177.66,111963277.1,27014203,2123002978.22,228310269.4,113799565.01,12151581.97,5216823356.39,88582446.66,895005.98,57228764.73,8915159.65,3541396.32,282472.26,143047749.14,135108035.28,41872678.85,1787170.51,0,275056.67,4974147.1,405972653.69,122000,223642773,0,23485640,688090,24055398,428585918,8900508,47286.45,134435265,53712.39,7079764,57380624,140104118.5,0,140081208,366144147,292165,15726447.12,93141994.2099999,2339934.54,214512092.8,4273553.05,12450162.92,3032101,20404173,69334,0,537991,10127414.51,0,4117417,299747880,76457,152808,928203,187286988,3742327,10237905,11083900,2724440,0,57318909,1380650,0,6619,0,69009140,0,7774660,0,43947,123282129,234086,337008,0,0,0,0,0,0,0,270565,81832,8293,0,0,0,1380952,0,0,0
"RWA",2953.67,0,0,0,0,11078,0,2753,1453814.67,6205829.07,389335,0,1580,1405,48790.04,6374121.34,451361.19,0,1395670.42,0,802842.93,1662241.37,157665.14,0,0,13461023.83,0,0,0,253925.53,0,0,661735.71,0,0,0,30027,8847,0,0,1665943.08,29654,0,7989703.46,0,0,0,0,0,0,211049.11,0,1088134.61,1488425.03,0,143344.07,0,86531.92,1843602.49,0,6577.42,3812052.03,0,8077663.97,0,0,9022475.28,93301.68,0,0,0,0,0,10645,238681.3,0,0,428107.57,80143.27,27368.78,0,2277108.48,347125.79,25229766,0,0,0,13115,0,1010,3573,0,0,33665,0,0,38466.21,0,6085183.49,0,0,0,18358.56,9261,0,0,0,0,0,4140,10868.69,0,2267,695531,10525,48415,0,21681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256930,35319,0,0,5471,0,0,0,0,0,0,0,0,0,0,206185,0,0,0,0,0,0,0,0,569022,0,3883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",139475006.69,35173536.65,31517149.2,1100881.41,403457.33,359141547.18,1081409.16,491162304.84,383449371.01,5118167249.02,46171704.59,13740232.72,7314977.45,25374597.6,146508276.73,3714367621.64,113348496.22,7857346.13,412185299.02,134175745.31,1724736431.6,2370527964.48,50620263.83,6937446.39,1539460.78,9499835216.76999,623881.54,12066188.36,3034051565.58,1227485759.13,211333317.48,219723947.43,381520738.4,3002087.94,204737416.83,16999.51,2669515721.95,27106718.97,7689408.87,1041055902.57,13889155087.74,220609263.27,587056.3,2185273770.45,114137462.99,287857445.16,62380362.81,22417587.02,2603693043.24,110546687.5,39486055.01,9784781.16,17224719.24,119908684.7,1632593.15,0,5312957.57,124328953.9,3268667107.4,5789693.63,125284637.81,5648764.1,7610746.4,15527602312.08,52894744.21,2360722384.39,230489022.88,2125151038.3,3598093.86,1018788.52,180157.16,34165466.94,14642402.1,16313763.15,10847255.63,5086880.62,577900.27,528685548.5,1674253191.53,3276888.62,11795859.88,5109223827.46,6107606.56,65946872.44,204829.85,421548312.909999,2182140.83,17747888.36,2447507.05,4230837.06,56693210.01,197396545.65,39348434.83,223959562.5,5939839.48,25546604.35,15615828.67,14556112.88,10821801.49,9216553.71,106058112.88,6688288.5,8355294.82,3465601.31,5822576.36,2172533.52,182854.78,510940.57,223538593.99,55149044.98,590824.19,259397.51,5309711.27,5233267.69,2140833.68,1026995336,1099780,811208279,16853348,87601,119027186,58673961,67991737.74,18214763,62544555.84,73300513,87506111,19222180,52202,437253,3571630,3084591.7,586989.36,553297.45,559258272.67,12600927.72,3484127.12,32258760.73,27889317.23,36756057,266223,5278154,11301000,42445077.04,55089706,15589661,267047,14031,1614379,487318,1722979,26241858,2264858,6120426,9741846,41428786,357414559,1058241,3637197,810905,139308,662643,1325501.34,2529609,0,0,53999,9215247,1817914,0,11292395,179946782,168313,1171530,0,0,2591988,387722,0,0,37812,0,0,0,0,0
"SLV",4558859.9,3724,858836,19751151.31,72376,6587586.76,1223818.11,27030809.89,1613822.5,564439.38,1126416.74,106979127.29,1368945.86,0,47058797.49,50763263.55,186284.36,15031157.43,5857638.43,1605018.78,11312482.82,16026714.01,22292.94,334281066.38,49710.49,2122273.45,176910098.9,2946.79,12537,37138,5850,89858.8,2671929.34,4641264.43,0,7942,1135818.46,28404.92,51737.02,28109532.19,193899.51,184566.25,122488937.51,1937300.19,930709.31,75148.96,52308995.77,290345.43,4085.5,0,772556.49,80550.6,109311.67,48549189.56,30055.82,64750.17,0,271258.74,400782.73,711396.89,30069.45,24907.95,49842.56,663788927.529999,8159803.69,0,34888,294774.93,0,0,7947822.64,2548290.15,39078,10426,0,0,0,321566.12,536827.2,2639.63,150639,11294173.37,6228088.25,0,0,0,0,0,0,0,0,533648.88,2170,13081966.5,0,472387,48020.1,0,0,5103712.38,235155.45,51671.21,0,0,0,0,0,0,0,0,0,18682.25,0,2252,0,0,0,0,0,0,0,75527,0,97788,0,0,0,0,0,0,0,0,0,0,0,0,0,9704,0,6303,0,0,0,14562975.78,0,0,0,0,0,543009,0,0,0,0,0,0,0,0,0,61664,0,0,0,0,0,0,114526,0,0,0,0,0,0,0,0,0,0,481746,0,0,0,0,0,0,0,0
"SWE",899650712.45,91278664.55,1348374.25,55826707.52,16525239.48,829833262,20579556.03,1061561873.78,873013041.76,1649667966.18,130116949.37,19637483.22,35397064.89,77542849.47,434528932.03,7577513531.93,5119180947.36,30859769.76,1939049253.25,3438607478,3917907386.69,6692615633.74,448984639.71,24164751.25,1017815.52,467621032.71,6459896.81,113062426.26,299575924.74,465583309.35,265853923.29,422732655.06,3117262780.56,61247140.07,1237065.85,28101.32,502483918.63,52953205.95,190936811.84,768033545.52,506913550.43,141112456.83,7807851.31,3539286059.9,5096977982.36,145367843.97,23953554.01,57028003.56,134384033.62,888190.7,444287170.96,9254086.79,155359687.69,820322598.01,649157.24,528492801.06,19152852.57,0,332881574.06,6438067.09,534241801.47,20509887.35,17224124.49,8706243414.37,90945695.48,89212144.51,326698306.62,790565030.72,16239440.15,666470.22,556588.4,187017857.94,72245328.65,268280383.8,34803418.64,5721823.65,1343492.9,343958515.77,332819360.78,141906789.75,73582170.04,2215229408.89,54112795.7,22746556.87,981525.27,45113506.01,233341739.84,2844449.76,2672228.07,2085284.07,46905186.31,1309012722.94,28038809.3,671199191.41,5086367.98,116813764.74,103035755.78,144286748.21,15104834.24,159446154.13,180465317.55,2463758.39,14705625.13,23159402.35,1500597.8,1253463.87,3276810.18,20056683.9,15432835.2,5527657.12,700435.98,427992.71,580948.93,97483866.99,11067678.51,201154855,0,45095530,29853503,11449098,226747415,42022401,6730389.28,119339602,1915082.36,1824777,3829838,67617384.09,0,1042757,8633038,3747720.2,16750355.57,13312856.74,17892425.57,2109272.23,7791563.09,16310984.32,295102.82,15680512,173800.41,2662045,9980732,13729047.74,303094,26272294,1563556,413109,93536,643216,55597159,1118651,793844,54870292,511007,7948,47365013,4581131,31791,391978,850451,239218,82458,19677,0,192694,404384,2151231,2833994,2326,27140,0,115248,503350,135893,31210,0,1053905,1644090.19,0,0,0,0,0,2187970,347780
"THA",186496818.09,15600241.37,1036849.34,4518177.97,1912060.85,221756574.02,3342024.76,980779219.659999,345747685.63,3594107503.88,52567351.03,16399801.4,13594378.76,50872954.42,110502253.45,2178263122.75,184662031.06,15500404.7,811579102.280001,122818471.72,1533592102.26,2416900798.4,179562455.18,17839442.43,2339501.52,3485309643.97,5018534.96,15358108.8,1142369197.66,316000833.72,132128863.91,213066106.26,784940290.79,14528810.76,421620411.42,178372.67,1548349892.23,70113639.91,12877401.08,614597406.78,2851390310.42,323412481.74,5282487.8,1510998089.98,104569107.39,224633253.15,66583855.05,22086862.3,1155942200.44,21293388.49,128316019.02,8970820.54,46633127.85,112354457.23,1250803.08,5028894734.46999,12902541.04,245178304.18,0,18371448.09,159847593.51,11146985.43,7407431.71,14718938538.55,28330278.92,848285155.999999,231017467.26,1367360338.1,1987234.37,4580284.22,4552291.5,91630738.44,35500405.67,16359180.8,10261866.03,16206409.08,1861017,272347305.39,468666793.86,11712431.17,42194129.37,9719732812.02,2235776.5,27548410.6,385219.55,152249240.79,3024536.6,6377002.18,6968377.15,8233049.35,53950669.83,177825199.89,34314847.72,366049998.02,121506277,21861426.06,14443527.89,23722621.43,39523818.96,15706987.78,129742340.73,35444334.26,69609210.63,13930252.13,11032889.97,7858864.24,557560.71,1396583.66,11125420.08,35833107.47,1479228.34,1689616.17,25792605.37,7124216.98,2545184.41,617195056,3439142,228300326,30233621,0,141750295,64479667,21241274.74,16470536,8181755.42,29916740,101887164,76893092.41,75210,341599,2251525,3401585.2,2336158.41,699789.02,378592453.02,623338.2,3413648.54,25354061.58,5730271.86,16679161,497732.63,640767,23011782,25104291.29,14705310,33124112,10616810,3957424,318822,3421837,57727015,408227067,2079885,17217394,432694,368939,177503980,4365544,17085606,2988970,186817,9011,1195865.81,1569911,79393,770134,462960,3623648,1662628,2626,1321800,4295390,48131,66957,0,360100,1696941,315822,68588,0,0,17331,0,0,0,0
"TTO",2151358.42,78563,27327578.28,5261.13,373628.57,42439692.18,279886901.82,118091301.34,107168520.46,628186.19,35410028.14,19960039.25,3983728.49,5919260.58,0,23274266.09,24322051.97,1811473.48,39855052.82,2320750.93,202650650.79,72523223.6,2291077.02,30832770.15,96473022.5699999,253044.24,33001821.54,6703,2302025.57,5868733.92,0,2000,9556820.05,365333182.08,9744,26065935.23,1027831.39,27834.78,57117,397192332.09,37732,8856475.73,12207472.24,34082385.39,979192.16,160090.86,25430245.3,6121345.8,234082,0,1265664.68,226429.1,41067,520609.86,3215.72,6540578.18,16793129.06,6245443.86,136179.31,0,103315,610086.84,110332,2413826478.51,67788536.26,1110093.36,365372.15,1165880.63,7622,0,9089986.76,114968.96,0,2319.88,16408.26,0,0,6000,347308.1,0,0,161213547.19,0,9084,0,3003,9333,19833.21,7360.51,0,15193,118000,0,156453.73,1880383.01,0,0,3169.26,0,7131,790681,0,0,0,0,27711,0,11994.97,2625263,0,14479.97,0,18419.92,223713.37,2454835,239524,0,76197,52990,0,227249,1530,0,435883,0,0,338525,0,0,0,0,0,53564,0,0,0,0,0,0,2018,0,35422,302573,167305922.83,0,264840,144652,0,162734,4595677,0,0,12135879,0,295996,0,0,0,0,76310575,0,0,0,0,51009,0,19834475,0,0,0,0,0,0,0,0,0,0,7336118,0,2270,0,59086,0,0,0,0
"TUR",433497936.33,287510659.95,18079828,27875140.18,634419.06,93962576.66,1464790.35,205995268.73,278191516.21,247969502.63,14402595.86,16030745.53,7732926.64,194802228.73,165950647.25,5692304887.51001,299898536.22,11558513.2,1048694222.09,96890823.94,2168900604.51,2503230628.62,505077854.38,9936198.39,3730479.72,163814252.24,3780669.68,42684050.5,37559588.9,168208656.85,398059785.81,800066902.66,2688467245.27,28263420.3,2117595.71,13640.57,125966695,251595044.35,43402907.77,84199447.42,46469883.92,69816050.57,2139058.2,961610323.3,111634637.07,16819260.82,28717456.48,11697344.45,16346967.36,284514.37,279523225.28,1895256.7,393289469.72,859000310.809999,831274.27,124213557.28,3687797.14,212486658,49865499.57,3724359.95,0,729595,6837774.33,3378690002.35,19408795.99,18281153.59,63937246.92,89796901.17,195924057.55,796800.92,44346,25268820.44,434931319.61,20431383.46,34686938.41,2370961.08,114089930.53,217074883.14,84435127.64,7882341.22,144610791.1,151359909.78,139874490.9,14313206.52,19534023.3,12594342.38,19112803.93,3926336.22,2920473.08,741243.39,47131451.9,378396983.19,19021411.68,533826042.88,15258339.5,65743782.89,92881653.05,155591723.99,3863104.49,209522682.35,32398873.34,5049535.38,12072955.25,11353247.38,5898557.62,3366576.91,29338803.19,43231303.4,42368638.05,2578091.22,354115.91,1014486.47,1656227.36,90257829.34,314276.2,359661339,0,15250786,11118555,27077924,413989053,104579439,2659487.58,95690172,4021043.93,355630,1156402,298822068.39,0,105090540,89087196,1598135.67,86471469.08,27950014.98,49788,1519330.27,4367485.78,62930078.71,3251741.06,8360271,620820.1,1002486,3763017,15899298.75,97426,17697554,14268673,100440,175404,9609207,0,1027149,8905211,67323549,0,0,30094149,1713792,198327,886031,735406,15477716,8347,6982727,0,145608,72926,6837898,4897500,0,0,0,0,0,5997083,0,0,235552,5397.53,0,0,0,2757871,0,0,0
"UGA",1629756.34,846440.26,0,15094,0,223361,0,1768064.76,18025661.53,1403419.38,211890.73,0,272367.24,197191.06,993623.45,33146791.55,2934896.8,26018,20944883.35,346627.19,13490234.05,29474560.01,1558580.85,32762.79,0,40771719.99,1340,47776.44,2971481.57,430652.67,3414.28,2054542.09,15745453.76,0,0,4126,1094362.32,170090.3,0,386326.96,1429801.54,690741.21,0,62324767.21,1655305.72,19560,0,0,3951,0,11006112.85,0,1416766.98,2368884.33,9929076.43000001,7878715.73,0,1419925.09,155401.93,26961,636531.78,0,0,21991956.63,458502.35,25280,24773338.13,6132219.82,0,0,0,0,413521,33453.54,2466893,8547,0,6145612.28,1638166.6,50170,87547.44,10217664.41,20400,35599472.12,0,0,1651.84,1554,33412.71,74390,505433.51,6093525.33,18660.55,143994.34,66441,85144.24,617979.98,399268.85,14048991.3,553832.01,589983,0,317377.01,15530,16873,49787,6537,181914.92,30504,91758,391266,0,12483.91,1692299.04,8615337.32,6115736,0,0,14888,0,5274633,3927,7810.35,0,0,0,36134,0,0,0,0,120431.58,2431,0,0,0,0,12089367.67,1054,0,0,8823410,8207741,77418.87,0,1500,0,13052,0,0,0,0,207451,0,0,0,2328496,18449,0,0,0,0,0,0,0,4777328,0,0,0,0,0,0,10873,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",2000497.01,612091.73,713996,108898.05,3490000.75,476175056.97,55664,69963139.88,3219974.53,111988364.14,25287070.24,3941614.46,2002030.47,582666.65,2042543.87,103380369.78,3382569.71,11121667.16,66964690.27,2433357.36,24108349.13,66862898.38,2213101.12,3438180.8,663544,44113337.12,544667.46,602757.99,2168437.48,717972.43,27651095.48,46030723.3,79956397.2200001,447738.62,29968,0,9373306.21,55670.96,1466779.96,82277165.98,37170805.73,3294042.62,1648508.59,37379732.77,16665574.41,308174.86,1182406.65,18660225.41,6159288.4,4266.27,5177959.21,83794703.17,563143.84,7107822.14,0,6015415.55,1345148.71,6313800.66,14174638.83,1556577.33,14756816.81,0,0,194050746.44,53172474.64,2475488.09,28088129.46,3028641.44,0,8818.52,98443,49825836.18,1268593.51,377544.57,0,247982.01,58240,236205.13,2869018.33,36835.33,507910.88,39275251.52,63040.26,69105.44,0,3095.99,410451.82,13406.82,0,0,214275.26,20891601.34,22521,7738116.41,818724.45,675644.44,426748.57,979297.18,0,286298,311433470.76,43283,11741.25,50689.04,0,101799,35231.58,291239.57,97155.95,695957,0,88122.11,0,878559.39,12357,736504,0,389970,0,0,1828891,74840,473875.5,2098923,1129.95,0,214264,0,0,0,0,117807.25,93292.26,19242.35,0,0,0,0,0,379034,0,0,160053,8661241.05,0,718480,0,0,0,7174372,22100,0,0,154503,0,0,54638,0,0,5727,0,0,4975,14080,0,0,20847,0,0,0,0,0,0,0,0,0,0,72563,0,0,0,0,0,0,0,0
"USA",3519372697.35,186952899.23,1182947106.98,113565998.54,311441733.11,14098191325.19,442948522.44,138595889475.44,7688496149.66,21703775741.15,4409456998.52,3237218354.97,4449936.31,468931858.43,1399020326.09,36766389489.51,1667303716.85,1266438332,6670247593.47001,2062367686.14,24837064897.57,40816578034.74,1069982820.28,2011514104.55,215923875.99,12481471529.51,1354988075.16,292373055.69,2991942838.24,7420364800.49,77267617.51,6579674489.57,11115361892.43,1514686014.07,35365610.6,91255439.24,19288872415.55,553527378.52,199640300.13,108253360557.58,10194356642.59,1066525501.08,471452976.24,17862149703.7,2295068146.86,2114898821.78,1159673329.98,1739200166.02,4478839279.83,76069886.53,1489229677.04,139499922.63,575648852.81,3185210593.38,21442753.15,18374389330.67,1422202887.76,3385623693.8,7214113406.94,1335281378.6,3061128492.51,33951954.64,291354680.83,0,5579086156.18,497439698.17,3193374840.56,10747347579.71,225187361.55,19751988.38,198292236.53,3168747537.96,1125816803.8,115823611.87,143079517.65,110254703.7,104315209.28,1357753233.6,3233354198.54,259697811.3,467339066.42,56852107098.64,338001310.05,563436723.53,27069284.55,273688642.19,89476440.67,41905061.76,67795433.26,34442825.92,441300931.33,1589709127.94,522989805.19,5648280031.72,100306648.74,256160523.01,293138756.2,380685380.39,76550261.62,424275167.5,3781401694.93,42010988.21,146646184.77,158719505.74,63410113.89,10071809.36,31730664.15,40037514.52,308078282.51,56864342.83,22476101.08,75727024.2599999,21940624.65,120059489.28,19574118.35,2437104883,0,283560033,356352803,41165481,3651135444,840029831,166021301.26,274960414,40160153.71,12665280,85473,239374593.14,9424128,241949838,124869941,33154375.37,20162249.27,85175712.12,37590437.81,17314626.17,47201682.44,38286280.03,179773095.8,269344797,4564154.27,17752164,87515752,3386645175.69,14904011,188263275,8734414,458390,78924028,484278107,45134383,3504171,30989867,9008500,22155086,0,480511232,23671518,5088515,143620134,132413706,20750790,74772912.26,5744751,587879,4370348,303376216,10295217,19335225,338700,24084931,0,2928153,13840485,2222939,4239000,770000,228461235,4870873.15,0,146509,523050,0,0,3561728,2908518
"VEN",475034.29,6536795.8,134179140.52,0,16084566.39,758115427.4,2448190.4,742350363.27,40124928.72,146898180.81,783990984.7,296425895.84,719091181.55,3905492.74,142723.43,280315273.82,53576497.8,301899600.89,569071974.99,711277.92,238870837.2,272704829.11,13504962.49,251582128.28,22336628.07,10517317.6,139003694.06,2806055.96,9371371.94,11311059.68,3541,1437792,326828480.41,110744284.39,0,520353.78,37127823.56,116880.17,1093834.36,477295693.46,10505769.02,7238042.16,148686796.43,239850177.97,13725438.72,443892.84,186838828.9,362164812.51,2803515.87,0,133089510.58,3366019.45,22634803.79,30447522.7,0,81780151.03,76672973.46,129108697.93,10356120.65,442581396.07,1771629.66,0,174647955.13,14813229033.06,0,134940.12,662186.37,1071395.39,66877.95,36005652.45,5282659.66,134140779.53,479679.64,0,0,23258,0,461769.73,4321346.89,14199008.85,275478.74,208912067.77,235389.81,59756.51,0,125541.27,16291.78,3887,0,0,49587.19,505018.06,7586334.75,1153131.65,2094222.29,445572.2,3531934.19,12379,59314.61,4393190,23988768.47,23017.04,18182565.46,47201.29,51764,0,0,34523.57,6693.21,0,0,0,3691.09,4302563.42,0,1119200,0,194651,0,0,972897,62910,0,3671607,0,0,0,6250,0,0,0,304500,11712,0,0,0,0,0,0,43733,0,0,0,87169866.04,0,15816476,0,0,4201,13611818,0,0,0,518000,0,0,1306696,0,0,1211354,0,0,0,0,0,0,864016,0,0,0,0,0,0,0,0,0,0,14374259,0,0,0,0,0,0,0,0
