"","ARG","AUT","BGD","BHS","BRA","CAN","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","HKG","HND","IND","IRL","IRN","ISR","ITA","KOR","LBN","LKA","MEX","MWI","MYS","NLD","NOR","NZL","PAK","PAN","PER","PRT","PRY","SLV","SWE","THA","TUR","UGA","URY","USA","ZAF","AUS","BGR","BHR","BIH","BLR","CHL","DZA","FJI","HRV","HUN","JOR","JPN","KEN","KGZ","LTU","LVA","MAR","MDG","MKD","MLT","MOZ","MUS","NPL","OMN","PNG","POL","ROU","RUS","SAU","SEN","SGP","SVK","SVN","TUN","ALB","CIV","ZMB","AGO","ARE","ARM","ASM","BOL","BRB","CAF","EGY","GEO","GMB","IDN","IRQ","ISL","KAZ","KIR","KWT","LBR","LBY","MDA","MLI","MNG","NCL","NER","PHL","PRK","SDN","SLE","SOM","SUR","SYR","TJK","TKM","UKR","VEN","YUG","GRL","MAC","NIC","ABW","AFG","AZE","BEN","BFA","BLZ","CMR","COD","COG","DJI","DOM","ETH","GAB","GHA","GIN","GNB","GNQ","GUY","HTI","JAM","KHM","KNA","MMR","MNP","MRT","NGA","PSE","QAT","SYC","TCD","TGO","TLS","TTO","TZA","UZB","VNM","GIB","ATA","ATF","BDI","BMU","ERI","FLK","FSM","GUM","LAO","MHL","PLW","RWA","SHN","TKL","WSM","ZWE","SGS","SPM","HMD","SMR","UMI","VAT"
"ZMB",0,958100.28,462758.15,116646,672771,1336812.28,77930599.37,46111366.56,0,4330563.35,0,53736.82,41728.11,11788204.03,133706.71,0,2243666.57,0,19336479.29,8493870.35,256178894.68,0,0,7744891.06,1139,35579267.02,742097.1,1090630,1971317.65,4715947.62,46108501.59,3148.15,0,328389,26634994.96,13409852,30150253.39,1459802.26,663443.81,7070726.68,0,56439,834036.13,0,0,1367094.52,53916709.8,1081,245384.01,0,14381730.01,109068911.67,1036277.98,0,0,0,0,0,0,0,174395.61,8000,82476,66972207.48,5600402.25,0,50125.64,0,0,1210,0,0,1112431.06,5941921.28,1012,0,0,496412.83,0,1570220.84,134669473.45,3270.12,1338728,46069,2519739,0,0,2007,0,1101586,6976874,0,0,6535,0,0,1041181,0,3049,8726,0,1112809.6,0,0,78246,0,5917,0,369776,0,0,0,0,0,0,6136,0,0,15082,0,0,211025,0,0,0,0,24239.07,0,0,0,1456,0,0,0,41565945,213329,0,0,6369,0,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10015,0,0,0,0,122701575,0,0,0,0,0,2764156,0,0,0,0,0,0,0,0,0,0,11037,0,18899460,0,0,0,0,0,0
"AGO",0,2953.58,0,0,6855440.83,31817,195499,1966361384.63,22470,0,0,1109.51,3947.02,52896093.27,484510.95,120408,30042904.58,0,0,621096871.35,3427894.4,0,1968,491959.11,109227.92,0,21400,0,103676.2,181505565.65,239342894.99,29067.88,0,49537,0,7787,19454680.88,194250.93,6191,0,0,0,2605629.95,0,0,22434,1862771.46,8334,0,29019116.53,4017454460.74,8134603.54,30988,0,0,0,0,57596520.86,24349,4094,1375,7594.32,0,74829103.7,8384,0,0,0,14902,0,0,0,112821.41,0,0,1932240.22,0,0,0,6776,0,0,1236581.25,0,21113.47,0,0,55989,16563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",2206967.16,9675159.2,175640930.67,0,17255497.04,21299561.89,233724893.02,708178691.49,698457.38,285618.55,286127.21,25352043.65,57533215.18,174565903.39,54777103.73,3337587.2,95154656.25,469457.62,1357945.75,417690423.19,1335712549.87,35383816.86,894713.52,1184780038.48,481167.6,1482464712.28,30428865.26,2997281020.18,0,200974186.25,5186983746.95,93354822.27,170953125.54,5602923.79,8398866.64,277898725.53,168419885.82,9186810.54,238844405.96,1377440607.12,0,205229.77,15128257.28,1336,132930.85,15504751.98,1838485004.12,112550118.32,79123945.64,147132.69,1026898202.15,77477977.86,559734671.27,7685746.52,161088027.31,1894866.67,881500,565079.58,36000315,148165.11,1266532.92,3195481.06,134987148.41,12881642731.45,372244948.15,7658939.78,429027.93,2066941.5,74361921.07,24730839.89,2846934.88,2359177.48,10157713.79,16172961.15,11460941.91,880623143.88,0,31081289.07,2451171.07,2388720.18,927700377.190001,15226700.79,1717692641.23,1075095.42,297758.33,20243232.54,586790.76,2232031.1,62336561.59,0,0,55982157.31,0,12710.19,0,0,0,0,0,0,0,684120.72,0,0,0,0,0,0,0,243312.78,138220.98,1713990.92,0,0,0,0,0,0,0,0,0,0,0,0,11234.15,198990.64,57169.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARM",7680.89,493212.35,0,1087026,296088,3740420.84,32098321.24,4595844.8,12630.3,0,0,430604.1,261900.95,46875856.41,0,0,1332667.1,121354,85950,2308724.39,147152749.07,5168726.24,0,2090041.28,142304.44,200676.08,120492.27,25786448.47,141091304.01,19416830.12,474698.01,221082.09,0,13680,0,67294,23903489.67,0,8533,178595.04,284496,0,22540,0,0,70051.5,2403005.64,123898,0,0,58271157.22,808104.52,125937.47,2547102.38,0,0,2410007.67,406046,0,0,8670,92569.7,17500,2125559.35,0,116887,173872.86,678695.56,0,0,387164.41,1555,0,0,0,3901,5486,141038.29,11892,93094155.6,772790,7221,0,19112,5536,0,1051.36,0,4500,0,16574546,0,0,0,0,0,46027,12238490,0,13349,0,610366,1003846,0,0,0,0,281976,0,0,0,0,17000,0,27146,94500,0,0,476369,0,3466769,6704236,0,1765,0,49018,0,0,0,0,0,0,1277867,19898,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495562,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASM",0,4270.68,1391884.72,0,0,1441306.22,0,0,0,43584.58,0,0,0,13000,0,0,12345,0,0,492703.54,452310,0,0,12271,38523.86,426018.29,97804.45,0,0,29795,0,0,0,0,0,0,0,0,562193.53,0,0,0,0,0,0,0,323522.47,5081,0,0,0,0,1395543.26,0,0,0,0,0,0,0,1289,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6975.8,0,0,0,0,0,0,4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOL",51836812.81,2451911.05,0,90696.51,495728189.99,10608922.19,166058256.44,11689704.84,173082060.25,108805.85,112035,5756,102642.3,8712752.59,1378149.61,23349352.39,13349802.28,30045,5845393.79,7414155.85,33197693.03,4147424.23,3131207.37,3037573.98,236844.43,1968291.68,184290.62,0,246124.32,18139744.63,18154060.09,96544.12,31220.69,24126751.8,0,10957921.16,20372885.29,146579.28,498895.41,18447,348279.43,87444968.53,354522.56,3861972.21,386298.46,541124.15,3200591.45,184769.15,0,898922.23,237018164.19,469512.27,3089475.81,2023,0,37368,16000,44977968.88,4919,0,43742.54,8333.49,0,22453416.37,0,0,209284.3,299670.67,5813.11,4724,0,65012.02,0,0,5438,13648,1524,28665794.11,51444.8,1772365.42,27398.73,7820,272934,45724.92,114581.58,0,0,0,0,0,2029193,0,0,0,0,0,558745,59623,0,187840,0,0,0,0,1779,0,0,0,0,0,1682.2,0,0,353531,0,0,0,0,0,0,0,0,155426133,0,3299,0,66100.31,0,0,0,8910,0,7709,3247,0,0,0,1180393,94780,1583,91525,0,0,9712,72057,132940,23819,0,0,0,0,0,2024,0,0,0,13740,0,0,296368,0,0,330354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4678,0
"BRB",55832.09,58299.68,174138,1801357.1,2649811.07,4443675.64,1412220.74,42435.97,30778.28,108875.38,0,0,11079892.12,3441149.67,4342,0,5165100.52,0,47392.42,6586958.06,28421178.59,269233.18,154248035.18,0,40560.74,54798.36,4628441.15,0,0,1197697.85,4354,3541,7701,2554898.38,0,80306,611878.95,41438.42,402265.5,0,1303415.3,0,221845.23,0,20368.64,1648744,98005.03,155229,0,0,36400040.41,38053,434360.46,3062,0,0,0,22474,0,0,13429,65193.73,0,537640.93,7809.12,0,0,34145.56,3643,0,0,2589,0,0,0,0,0,83000,2209,8490.75,325216.93,0,0,46515,4398,4725,17497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64768,0,0,0,0,0,0,0,0,4294.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7226.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAF",0,173110.61,7304,0,42200.93,30962.81,36377.79,2098664.61,0,22027.76,499209.49,51117.15,496496.11,2448095.45,6933,0,12276884.28,0,1233,9365648.56,485056.35,0,0,317856.79,72373,70734.97,0,0,2042000,12817597.33,10816.83,526752.34,0,72796.97,0,76607.84,202489,0,23984.47,0,0,2044,4411670.49,0,0,0,1054811.88,2167213.26,0,0,1865942.23,596142,0,2800.98,0,3461.37,0,0,389765,0,6431.17,38000,0,1844932.52,187742,0,0,0,344135.48,0,0,0,0,0,0,0,0,60727.1,7444.13,19370.93,335311.01,68321.76,0,915037.01,29599.82,405924.84,19068,0,0,0,0,0,0,11256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11972.93,95378.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10838.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",6295662.8,19197110.45,16633062.73,36943.02,31401912.29,76233428.06,20120026.07,139910147.26,1770846.33,150894.2,3563527.22,21208607.45,24358052.63,391178929.38,8931875.36,279389.77,328814980.81,1022127.06,7327099.86,338098957.9,699008651.83,140174257.01,265976.12,39131437.53,191619.56,132199997.16,24535124.78,4799855.46,20913495.55,1044237417.1,179548004.93,165644022.23,3509546.55,2971833.95,2134059.44,21019723.25,221230032.39,8647937.37,2532140.55,33852001.68,62115.4,953554.72,76700294.24,0,2090801.1,7976353.78,47693341.29,175926149.49,6218240.29,760771.76,1035458188.77,47837249,9507667.76,4539752.9,14179140.48,575325.23,668421.96,1012798.93,136803210,49562.42,4610577.88,7033712.48,112217464.86,60017030.1,55714707.27,44896,1192722.93,1240948.45,115604482.48,8208353.16,1601213.67,6823874.01,5509529.81,13174744.18,542124.4,4911459.73,0,10123549.21,27511688.84,35652443.03,289232450.84,11751235.32,113240655.38,2876248.17,5800844.09,46638593.78,9234493.29,7138919.2,1841550.57,0,0,133818,0,12024.96,0,0,0,0,0,0,0,2822572.29,0,0,0,0,0,0,0,27116.77,185054.77,316677.82,0,0,0,0,0,0,0,0,0,0,0,0,3957,9995.63,335476.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",10700378.69,2625149.12,712371.32,0,374933.06,2415894.49,349381.61,7761559.22,3824,1002.42,413920,7565277.58,3124723.85,27585071.38,514552.67,3253,44752464.32,166189.11,9676.32,23173829.45,7657010.85,104530254.06,31750,2353537.45,1644,6445052.18,325406.45,15277544.24,818045.01,16381070.6,10698476.28,1214385.06,71194,8781389.2,1363.95,856992.33,13374090.49,88634.54,50194,93656.98,0,2622,91227.34,0,0,69043.59,3213032.39,247573127.86,95602.59,0,54897251.64,18774,840312.96,502375.61,0,26498.15,3646439.29,0,2680843,12002,2412416.11,6807.11,5522.98,2600910.29,3986132.83,456923.84,539785.44,567848,5508484.43,0,6777820.38,2081047.75,1686,26783,0,19291.48,272353.41,1008524.65,1965670.03,80694148.56,1235140.23,0,0,1228826.24,7767280.23,10044.99,882900.32,0,40045.07,0,0,19882054.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509097.92,4534,0,0,0,0,0,0,0,0,0,0,0,0,0,95972.95,1262.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,51169.69,12490.57,0,0,67973.1,10931.21,1436764.12,0,3167,0,4241.61,0,1366595.69,132431.79,0,317500.12,0,23369.41,251798.3,4220247.97,14889.83,0,159981.93,0,3717333.76,72728.88,0,0,808806.07,303968.8,5666.84,2412,7625,1193,345944.51,436083.62,6754.32,0,121911.35,0,0,100574.69,6914.14,0,35943.75,633507.4,310272.27,52508.01,0,158429.24,40609,0,223654.33,0,0,0,0,0,0,0,3858.06,0,301262.4,92662.57,0,0,0,0,0,18878.04,0,0,0,0,8650.66,9232651.02,0,0,0,0,3314,0,0,213511.93,57827,0,16141.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43973.97,27157.95,0,0,0,0,0,0,0,0,0,0,0,0,0,4628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",66402629.25,174945671.5,356540483.83,70519,307748813.68,649694643.48,132641751.49,5399025590.97,50372935.09,4695749.53,12109604.07,17817953.76,118596733.19,2323941072.46,153771000.01,22785404.53,1546990213.71,18581056.64,191783625.3,1337284144.16,1629720892.24,117205574.82,2778122.66,1496451132.52,2814848.11,1725191876.23,88910475.33,111586294.77,29520801.77,1143526120.95,4778707128.53,39198445.84,155618332.87,433799336.84,4536781.32,2780201371.97,1417184842.61,94758752.38,207853278.21,249429474.5,1444965.98,39023450.11,91792568.61,2097183.62,4222678.91,143168793.64,1694279878.5,432632146.84,4514943.18,2761111.88,10009202767.96,247777724.63,2426926519.79,97163858.43,28729318.71,2106054.16,6851913.11,79811387.35,93882154,17254209.78,38675017.74,198650511.76,81146392.84,15293270181.09,141867271.2,218547.19,11419398.25,2244406.29,57532081.82,21786595.38,1501886.18,5243352.24,4364357.87,38602229.84,55585840.91,2642686.28,26035803.87,251321452.15,46930567.71,175261485.39,340437015.23,7819673.76,8153555092.62,70192751.98,46327192.54,16832396.87,277252.34,32503518.53,714118.21,0,0,361068.44,0,2337972.32,0,0,0,0,0,0,0,5074828.62,0,0,0,0,0,0,0,2675219.91,8019336.48,523741.57,0,0,0,0,0,0,0,0,0,0,0,0,282712.57,11983329.31,8644831.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,35573026.04,51811.51,0,249468755.83,718858809.9,0,320941.36,109298.06,0,0,0,3396.52,9880318.3,10823,0,294736395.86,2790,0,179531960.25,42754,54308708.41,0,0,5013,7519,0,91104540.3,1986.94,725235381.8,51218673.29,12856941.27,0,9855,0,32397,258826632.11,0,8184,32456.33,0,0,5650,0,0,0,24553799.47,103958582.27,0,0,4381406201.1,0,10204.2,1010603.05,44119.32,0,0,7120,8260907,0,11601117.13,0,339378121.76,92333401.69,0,0,0,0,80896.32,5849.5,0,1473,60939.9,0,29816.05,28602204.71,0,0,806325.68,0,1544.34,6339,0,0,1508,5323549.17,466976.42,0,0,0,0,54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6934.49,28382.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",284010.48,15781677.18,1049096.73,2199,2764337.96,27720423.17,41095085.33,20629652.25,314876.08,3898.3,56693.08,2152295.44,2378842.01,523611832.38,157119764.75,70586,161918355.69,3789730.11,21920930.57,130447501.53,444393238.66,21802334.47,0,4142198.64,31644.41,11500150.03,7146762.62,24692,11635678,32945893.85,6569707.07,18657,12178,5537311.6,828944.62,503469.26,319324633.54,110249390.41,1995377.21,97350.86,657621.45,26741,64258780.29,0,1652.02,29458562.96,7413496.43,2012858.86,1400983.14,383384,234013055.8,6627158,3956008.47,283475.15,403777.11,121483.34,7902231.06,3165237.81,6855518,0,1825206.03,1001383.93,2059,95789109.27,438753.75,670505.83,13022644.07,3256199.62,831849.74,160290.4,307587.06,2224334.7,31107.57,10584,25580.92,29278,104004,29675131.06,2366881.08,14331408.33,187198.99,29124,225423,1579460.47,435838.13,55493.26,283184.64,41194.65,8681,0,624435,180967.65,0,53275,0,3003,43507,0,0,330892,0,0,0,0,25254,0,0,111004,0,0,71059.72,90073.46,11063,0,0,3786,0,0,0,0,0,3083106,13903,74265,5342558.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37954,0,0,0,0,0,0,0,0,0,0,4218,39027512,0,0,2522,0,0,0,0,45650,0,143357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872
"KAZ",1518345.43,218342094.7,3483047.84,0,2987596.22,12540476.5,38948829.97,1619130755.42,3453271.25,1022,1034452.49,44180,55922681.26,1409368375.83,2744916.8,634300.48,199695419.2,25545222.65,179995146.54,458065668.47,76526207.66,87327905.3,0,1189964,1568,9808281.96,2573747.65,279772638.61,1023847.11,523691792.32,147290461.61,16234104,0,1546265.16,0,4625922.01,276283021.76,5573861.34,1787830.87,50730.57,0,884172.82,30456229.13,0,800322.36,27879748.67,25927083.01,251717642.73,1102362.2,0,371759702.46,9135144,1189131.45,1000268.21,1435425.61,20217.94,12206303.3,1393012.87,41423,0,1102208.52,28437836.46,4775201.25,145111869.96,2807934.93,156236422.24,4984747.79,2572648.35,2408393.58,0,185112.85,0,0,0,0,1858905.41,0,113197057.96,212509465.61,1989135195.9,11892254.17,3960.18,28076,14634544.69,11526705.86,2125524.24,216916.29,0,0,0,0,587370.11,0,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4555922.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462496.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",0,28527,1285064.69,0,0,5006.92,0,0,0,0,0,0,0,177000,195701.07,0,0,0,0,4524,5771.3,0,0,173284.31,0,167908.05,11140,0,0,6189,11280,0,0,0,5551.22,0,0,0,0,0,0,0,0,0,0,19831,1331252.94,0,0,0,1057249,0,107629.51,0,0,1042,0,0,0,42845.93,0,0,0,18512418.38,0,0,0,0,0,0,1579.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2779.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20301,0,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",3848900.45,282585.36,118680369.95,4702,67527712.27,33508275.11,39673495.06,468281281.31,0,2214,0,1000724.25,327948,9902091.44,13438879.65,0,22148355.05,0,27009.36,492473659.91,503068946.92,7836586.38,0,78734063.86,5676,175989885.64,19999967.31,24584037.44,20000,44127108.02,2873080688.85,12627120.74,16060696.76,141891,29566.3,47739408.13,689801902.08,46740.5,20443443.54,767383043.38,80829.71,0,30297850.18,0,0,12849010.59,152869467.12,15070746.1,2033354.47,0,2164158651.02,83874963,10328223.61,274937.69,37949298.47,1296.88,0,0,1042071,12666,112334.38,235000,19707403.47,4111585403.64,8960271.93,49998,0,0,11259906.56,510303.04,17564.04,121071.03,775244.33,1365029.6,1335008.34,39562342.31,10960,0,35091.31,0,124492670.81,262882.4,1913938702.15,0,1535094.52,10383232.36,22951.78,3918301.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,16492.95,0,0,0,0,0,0,0,0,0,0,0,0,0,12660.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,81353.19,6236296.34,2297,0,2384606.59,453587,37062727.54,0,0,0,0,1250068.74,419459450.56,8130603.23,0,20269161.08,0,0,52678871.41,10880394.27,89483536.21,0,87433.05,0,2828859.33,1972,0,11000,38507085.89,4981752.88,389649.83,0,0,0,707260.81,2423631.61,6466158.34,0,45169.74,0,0,798069.3,0,2407,19584,169867.83,5387531.33,0,0,58828216.04,870855,3752.77,618932.2,0,0,0,0,3585535,0,3741,0,24294.93,21641,0,0,19325,140363,1092882.78,327297.33,0,0,0,632878,0,859528.8,1224.65,112575387.78,3428,0,81125,3193791,89890.15,0,2396398.1,822669.56,36839.91,1377226.8,0,0,0,575806.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14704.43,5756.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,171240820.19,0,0,23473677.44,5826698.15,506447990.48,36701253.14,8035228.97,0,759551.21,1014467.16,45103060.07,1851424491.27,19358.66,0,1848056894.74,0,2162.12,771148493.9,297442231.44,332874563.57,0,30202.02,0,9075895.22,63848,0,0,5353043311.89,3890302.02,22300002.89,0,10922788.41,0,799203.96,72743757.82,4858.68,0,59041.74,0,0,368133701.68,0,4495,7267322.18,13986308,968131714.93,5586,0,0,5633,0,59736.47,1223,0,397340.92,0,2246942,0,58793963.85,511712.21,353246.67,5010320.2,12361.59,0,17932.28,0,55377214.62,0,0,3218449.64,0,0,0,5244421.87,0,1799792.73,0,5845,282277.33,6988733.51,17828911.7,0,751373.7,325888439.98,2936,3872739.41,30389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100556.21,0,0,0,0,0,0,0,0,0,0,0,0,0,2777,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,12396892.71,0,0,104961,2595247.04,1585182.33,7313131.32,0,0,0,5799860.92,1929374.5,101498206.66,203335.07,1450445.77,21751295.43,1399194.42,524861.93,20640077.22,7753196.45,14692057.61,0,31550.55,0,620447.8,105635.36,156796.15,5635355.54,101804272.78,210710,4785735.83,0,11948,0,0,4017723.56,461002.39,5874,4035.67,0,0,14639479.72,0,0,2623214,2291007.5,9971044.88,78693.23,0,45098567.05,1450,135995.85,6314505.34,0,226680.79,46310122.96,0,1935452,1313.76,3517629.87,2542313.88,2870776.08,669727.34,478976.97,1420573.69,6568402.41,2636444.61,1923681.04,0,566397.07,68381.98,0,34712.91,0,0,0,2868712.57,77547101.98,389404467.36,89684.98,0,0,1492840.07,2059326.88,279695.27,560122.03,0,0,0,0,2470612.58,0,0,0,0,0,0,0,0,0,22063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6229,424405.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,673193.1,18111433.99,0,5368,759009.06,781099.93,26663531.78,0,0,7787.82,5240,3545179.91,7586977.94,214939.63,3186,5258224.27,12578.55,7682,8360815.94,2156305.02,2704,0,18806.4,8372,30394327.89,127271.58,9485,0,16712202.01,2307039.54,233689.75,42646.68,2587840.23,27190.26,1395.4,278278.79,76445.32,0,1792965.23,0,69805.31,4567121.64,0,0,123900.1,31307973.93,41731,36621.39,0,2169155.48,837861,866093.58,0,0,227276.68,0,4896,0,8709,2127,557282.67,2677.89,303012.69,73036.94,0,374471.3,0,3324956.57,4414,2894.74,0,0,2717825.08,52589.16,0,44144.46,69466.46,147750.47,0,15987.88,16322.34,0,3139,1365477.22,5099209.1,0,52342.64,51827.62,0,0,0,0,13211,0,0,0,0,0,0,0,2785.86,0,0,0,0,0,0,0,0,0,437398.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1707.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",443507.65,455601.38,11891,0,24394.28,11746153.05,1402456.22,306766074.95,24716,17667,0,18705.69,110696.16,6939645.7,8412,0,193508.83,0,23817,2412634.49,28450991.96,308132,0,4225983.74,0,573833.06,11190,84500,96214,20494016.88,7024406.69,290500.7,35932.89,8176017.37,0,144135.86,2384513.6,6044,111991.07,179853.82,0,2723,0,0,0,313023.14,20280,1671515.97,0,2973,222885551.2,1044402.97,34713896.14,4339.31,2878,0,12000,0,7732,1135,3280,20457.79,137345.56,6435787.9,6359,14649.89,0,0,0,0,0,0,11332,0,86041,0,9753,16768,0,44923936.54,308199,0,35117980.06,42801.83,0,0,97256.84,0,0,0,190128,9199,0,0,0,0,0,0,0,13221,0,1244,2792609,0,786600,0,0,0,0,0,177304.74,0,0,101009,0,0,0,0,322000,0,0,3601730,0,0,0,1985.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413199,0,0,0,0,0,724730,61599,15672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
