"","AUT","BHS","BOL","BRB","CHN","COL","CRI","CYP","CZE","DEU","DNK","DOM","ECU","ESP","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HND","HTI","IDN","IRL","ISL","ISR","ITA","JAM","KNA","KOR","LBN","LTU","MAC","MEX","MYS","NIC","NLD","NOR","NZL","PAN","PER","PHL","PRT","SDN","SEN","SLV","SWE","THA","TTO","TUR","URY","USA","VEN","ZAF","ARG","AUS","AZE","BFA","BGD","BGR","BRA","CAN","CHE","CHL","CMR","DZA","EGY","EST","ETH","GHA","GIN","GMB","HRV","HUN","IND","IRN","JOR","JPN","LVA","MAR","MKD","MLI","MLT","NGA","OMN","POL","ROU","RUS","RWA","SGP","SVK","SVN","TZA","UKR","BDI","CIV","GAB","KEN","MWI","NER","TGO","TUN","ZMB","ARE","BIH","GEO","MDA","MUS","PAK","PRK","PRY","SAU","SLE","SYR","YUG","ALB","ARM","MDG","MNG","SYC","UGA","AFG","AGO","BEN","BHR","BLR","BLZ","BMU","CAF","COD","COG","CUB","DJI","ERI","FJI","GIB","GNB","GNQ","GRL","IRQ","KAZ","KHM","KWT","LAO","LBR","LBY","LKA","MMR","MNP","MOZ","MRT","NPL","PNG","QAT","SOM","SUR","TCD","TKM","UZB","VNM","ZWE","KGZ","TJK","ATF","FLK","FSM","KIR","MHL","NCL","PLW","UMI","WSM","ABW","SHN","SPM","TKL","TLS"
"ROU",220334919.34,323000,192884.99,103169.57,83453773.04,12828968.81,458699.87,25956709.12,25588665.65,1582238712.91,18935732.45,534000,3905435.42,105215813.11,13061727.65,556530845.63,346864762.54,213260380.5,3458677.72,94409.11,20581177.84,784849.75,1113000,49181513.76,11748761.01,1587861.3,90856667.42,1718147325.3,132734.16,28792.58,49855127.57,58206113.17,3818258.87,23444,27988482.6,36926927.99,67244.62,259870118.77,100907909.32,1613170.93,302864.96,7491913.95,55276060.38,15515874.41,11232471.08,2041680.6,103000,59161348.67,43802695.24,291941.04,393627321.17,1967561.17,397107376.88,21013201.54,8202901.12,34129651.53,6009340.07,3202729.6,4016342.56,4243068.76,52920715.38,28530306.29,55526064.34,40696811.59,14580896.24,7955454.84,87516198.61,259719366.87,756791.8,3122403.72,10440623.86,2432977.06,834461.91,29541604.82,166640492.99,71192394.02,63158360.65,30719236.52,53945920.86,794653.7,40277714.14,17983616.13,5181959.03,44170960.92,16900820.77,942767.39,136394428.16,0,238526512.5,13897.1,50726118.44,26448908.7,23101826.82,3179126.34,101971155.37,53936.01,4348666.8,546242.61,7508289,643000,593357.02,5022714.1,33123772.65,107708.81,46207000,5184000,15807629.75,126622000,17786.9,12829000,99000,589682.6,67046000,29000,106810000,135184917.07,3195134.47,724256.6,1945706.36,498957.74,1782.47,347127.2,13000,0,3686000,2892000,2433000,73000,0,124415.09,54000,2022000,20244000,707000,4254000,0,20484000,56000,527000,37248.44,4000,4353000,7000,14877000,1000,51000,9410000,3407000,0,16000,434000,1038000,6000,44000,11590000,24000,54000,0,847000,4854000,3742000,1063000,333000,58000,0,0,0,0,8409000,0,0,0,0,0,0,0,0,0
"RUS",846837963.720001,139781467.15,627696.25,3323808.91,3611274534.35,94369425.91,21848359.98,352371655.49,1819216653.35,7652774386.7,264841512.49,8181028,33179439.84,1082965918.03,2421731791.95,2386186261.96,1916910325.76,515014409.79,27835237.66,7890.37,400552790.17,11499232.93,250536,186571357.96,2446715253.42,45213735.61,164845665.43,3959422374.97,1972603.57,2200995,1223542287.44,79173656.27,1280962073.35,9413.63,164911762.68,254176654.48,6208286.37,3428930541.34,498038041.86,12153876.16,232731285.25,31269262.17,289600041.13,266277460.46,8370341.82,25760228.68,20779189.99,447983558.44,368247008.56,3660226.58,2167834985.66,29854712.33,3779636888.4,6238824.78,38899273.34,101428715.47,13643426.87,206830667.8,17026460.95,81801538.34,1228666015.47,290992603.66,316464371.62,1802645777.8,17470059.32,8180328.56,114928555.73,550162302.45,610788945.58,9265449.76,4130238.44,5115022.03,62202.09,356730719.93,1841808864.57,751331586.14,613855936.42,28679213.53,2889766874.77,597230134.07,112844124.34,63027255.65,8692544.29,9121552.9,29294100.36,7363820.57,2583868305.04999,1133760459.15,0,862555.19,209167694.93,1674665245.04,233882714.9,869534.54,7281218604.64,0,55638459.38,192477.95,14773404.25,0,1072404.72,12738774.19,118133305.52,128463.05,29851908,13191042,149734365.93,374883533,2309117.18,15375578,67636062,4231855.45,189817864,2679,58239176,368677528.399999,1380315.84,205423289.47,425469.58,162020779.79,133718.2,48353.19,17301194,9539614,54000,25399,1833542944,490546.3,91819603,6726,59624,13782,274340008,0,1469841,0,689643277,0,2757,157849.23,5181815,1992142821,333299,5719267,131182,2431958,237911,3387339,517467,1918,20674,364885,1080651,1186377,529471,0,0,0,260188228,769441338,182831103,1744976,164193655,87531203,0,101526,0,0,0,0,0,16956365,58163,0,0,0,0,0
"RWA",9479.71,0,0,0,653741.38,101318.98,10099.66,18521.51,711705.44,20861452.14,102847.27,0,0,2701969.84,258748.92,1898581.82,3298283.8,16424.52,0,0,0,0,0,254726.81,157376.59,0,75107,2489120.89,2762.9,0,1914743.28,2207,0,0,0,315378.48,0,3111692.39,0,0,0,0,0,66047.39,0,0,0,2423.58,0,0,0,34442,3785885.86,0,644878,0,0,0,4755,310008.24,0,1559,0,82566.26,0,0,0,0,15168.9,0,18098.37,0,0,0,1406327.93,25702,36997,0,27948.32,0,0,0,0,0,11038.14,0,734120,0,69509.02,0,0,251885.08,0,3499037.25,2499.4,1870127.91,0,0,21781708.1,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048169.83,0,0,0,0,0,0,0,0,729321,7637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",136754927.89,52515.02,668155.33,1168271.18,4142715190.86,29848764.38,8106801.42,15640971.79,54443551.94,3200957105.07,94151529.35,4479640,2964096.7,371430322.32,124905466.43,2264026855.68,4283547922.78,41864176.19,2804006.32,11070911.35,7052966343.2,1260030.39,0,3265395580.5,2078496734.39,3853400.67,129770612.12,410079030.51,2504226.72,7717.53,2216522380.7,30958472.57,1981099.45,71600681.57,369794334.62,10339647288.31,605982.04,1489241547.4,151748853.61,244033797.56,94290715.76,19037570.53,2359686561.93,61767444.16,14445813.62,932772.41,1609695.45,149292567.45,3025527190.71,3611899.31,120222718.37,11549376.1,13625568191.72,20713969.26,280110300.33,132848000.35,1438733139.29,37658.21,2140567.91,448147870.56,3897735.77,366919289.26,631270455.07,134589188.59,56599269.99,7203046.51,10037583.01,83780663.2,4807804.32,10753177.97,21383993.68,7932162.64,860596.17,9303402.49,230540008.69,1017980794.15,93530147.68,10089747.73,5312061891.75,5453385.74,22421610.36,1666184.42,675597.53,18258294.5,88835032.77,56719801.72,166369310.15,8769569.21,296565637.54,2174107.77,0,16751228.5,16384397.1,21774084.12,23200236.02,308224.54,8934649.79,13943770.06,39263042.58,0,168972.62,2359455.62,11422666.9,10005004.7,630653761,0,83652,0,67187410.24,175292171,30615611,17214059.02,250382986,0,10073506,6611665.33,0,508959.17,13945833.45,17389751.61,37195053.7,13669702.15,9290533,63796857,13991410,13864155,98754,0,281436,0,10177241,0,3057387,10671853,0,39988261,0,0,0,232906.77,0,1510061,382772436,47156328,31634513,195351,20060739,281766277,528842614,3875207,4763974,0,44209305,132889520,15051365,0,0,0,0,0,1250124562,12119187,0,0,0,0,0,135973.58,217561,46065543,0,152866723,468248,0,0,0,0,0
"SVK",648928131.270001,0,111515.7,11311.21,11503703.6,5612029.97,3461759,3839411.46,2272843605.09,2370241831.51,26296749.61,1797882,2086998.77,84272348.1100001,46695186.03,249525005.81,144438605.05,34525481.54,797619.35,221377.93,2072231,122341,0,8291690.97,13611382.98,1366056.46,5218972.75,599373762.34,1793376.95,0,8817604.8,15625821.73,26968545.22,0,5762384,5525782.42,24098,175189393.38,14709524.68,265585.23,2377847.12,1544590.84,7754487.99,11888500.99,348959,153094,417979.46,50160468.19,7906615.87,2106680,25078161.25,2595021.03,172094665.41,1743083.2,7121931.41,26059588.91,3894089.52,672394,83094,161657,27865650.87,35210970.33,37879843.49,108284256.79,760452,869164,1688664,11121800.4,13292823.14,919470,1003968,69924,9392,90075946.0400001,419519826.66,54119601.59,12934953.82,3689782.67,19486214.55,14146924.97,3987984.37,7948615.11,387515,1122017.59,5162726,845221.46,521936793.95,72565068.23,343671878.16,728773,2278098,0,104277073.01,533831.2,266533917.94,145189,173120,213699.59,1023905.78,0,22754,0,2792950.49,484968.4,15354935,12316999,1212937.74,5870151,22174,2378155,1640084,362905.23,4703785,50574,7089517,70952025.63,121654,2457302.95,0,392267.34,0,234093,1808257,11721,1267957,1851,32363948,257550,1762864,220287.39,0,0,4645256,0,0,9016,221246,0,0,7572,0,9503514,87064,742316,1359,0,4232552,1111086,92415,0,0,9427,1157209,93165,27575,0,2974,1350,727292,6370583,663247,118800,160505,672847,0,0,0,0,3174495,0,0,0,0,0,0,0,0,109414
"SVN",547316495.23,104939,23193,5509.96,8820654.32,8852231,2764072.22,4648420.86,154898477.73,2452772065.66,56443977.51,202235,1208456.34,60924114.87,23948139.11,537312857.33,173968401.47,28304662.33,110946,0,8215645.15,9977,0,8930543.41,7023667.06,1502723.53,8201506.18,1224181454.8,327726.48,0,14483939.87,4527584.81,15781477.57,210792,5998082.39,8615854.62,0,140075886.83,27677346.38,3484329.21,670363.12,433378.53,1166219.02,15777832.32,546558,313540,299531,69578867.46,10400118.35,35255,38495952.3,918225.81,273255490.11,2891836.71,4152088,7512650.69,21643695.12,1037849,48968,1037080.3,13321347.58,15784368,33236536.79,75917015.43,3569495.53,434922.66,11261264.95,51024372.97,2957096.14,783670,1602370,358558,0,755314323.96,119896789.08,12704594.36,39259263.49,6184825.4,24907712.64,3733886.1,1282787.8,148514910.76,0,1638616.22,1189134,1369091.16,172863551.4,30607240.62,343434893.67,0,5808683.66,59182402.15,0,180100.22,51509769.75,0,730753,1631,1552932.69,0,0,0,4021388.66,36677.72,14760843,286566683,584403.3,1709870,41975.84,5135963,636355,137357.71,15916121,44170,9774535,112879296.78,9064912.56,456581.07,123925,16034,0,84344,248387,16194,384724,200886,28648246,0,0,35593,1643,19793,0,50864,0,0,49502,1622,1295,130770.22,0,4795664,0,1256561,0,27337,3150969,181106,0,5470,0,26408,5447,251886,531916,46819,0,0,79235,2215053,499678,160314,300085,0,15670,0,0,0,0,6031,0,0,0,0,0,0,0,6058
"TZA",1898441.24,10305.01,0,2744.29,14872274.34,16786.61,249157,1248793.54,2450803.69,72822978.1,3546993.29,0,0,7662981.32,4802032.14,11875726.7,54449352.93,6521524.02,0,0,17331872.76,0,0,37676060.84,2210591.38,7959.89,1530532.12,10419875.16,111223.73,0,2793309.28,11587.8,0,14622.82,167962.99,16242080.51,0,42991631.13,3727174.58,1124715.56,0,0,921200.57,22348860.43,1585725.88,11988.2,0,1806523.99,17867166.57,27270.84,2589350.68,0,20890526.74,0,8116914.39,19850,4356040.59,0,29157.79,4990570,6665979.48,17309.8,1939548.2,2727051.04,7558.32,1031,35231,1687770.48,41170.44,3988489,2894893.31,97460,8707.58,219861.62,6407044.4,64610649.71,0,65094.3,56177406.27,0,519160.51,0,340093,36273,56612.23,616626.87,5544380.03,0,214526.78,16225417.43,9978991.96,61833.69,1331536.77,0,720670.52,3040996.75,1912594.12,0,19196234.46,5379426,0,0,3165,4267847.97,4960227,0,0,0,1676572.4,11570142,0,0,933004,0,484645,174588,97690,0,511877.7,0,3981,17621251.06,0,105964,0,0,0,2583,0,0,7506057,53708,0,0,403473,0,13303942,0,0,0,0,0,0,118201,0,0,0,1798990,2429,0,261519,144522,0,0,22461,44945,0,0,0,0,476138,16740414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9725,0
"UKR",123455367.15,1866607,538696.8,25784.79,1134931599.56,10453760.3,3384244.15,45382073.87,183828027.72,616843210.24,67691512.92,213590,13661892.45,140231740.51,34787835.05,117107205.68,91187371.04,92298936.82,10182684.26,244825.95,15933428.78,3259,2442090,96869307.54,30540086.5,680112.21,41594454.1,525181128.05,187608.77,0,88103112.52,212990712.99,116032309.56,0,37666273.91,64401041.59,919898.58,131642011.68,46462467.8,15186776.33,8214722,10756933.88,69412855.67,23775855.24,20449957.47,3067026.47,0,6393335.25,131246337.03,1678961.19,743222583.45,2771144,414315011.93,15368717.71,7210179.88,43378113.63,1136112.86,95323962.53,0,3849952.01,180397245.68,40381352,20911791.99,66222350.79,14685822.9,6738765.74,70340597.29,316705704.47,49334943.01,552234.14,267932.23,2515876.15,0,18720214.93,283981911.73,274223109.73,231226658.9,36196261.39,102097627.46,76391120.12,50764684.45,111002935.55,42134.92,3142229.52,119812681.2,2518057.53,383438901.21,164085768.07,3765946164.72,172516.29,92099987.02,261874524.19,10879605.58,1710443.19,0,0,1121079,27622.75,1783376,0,0,892466.02,23222016.51,247013.13,15499004,119195,57998606.66,234959549,5519778.7,8632018,4328075,0,26332849,12352110,251708146,53218205.41,3012839.13,13840462.73,0,11924465.69,644840,784412.82,3764704,32429,5419,0,824752442,360898,2015399,0,1080,0,10838378,4850,0,0,2557575,0,0,0,0,91714261,784794,1428293,0,5154714,1211936,1989597,207210,0,599158,8014788,91748,0,20358,0,0,0,176634815,234634094,37557419,0,4256994,84538337,0,0,0,0,1080,0,0,0,0,0,0,0,0,0
"BDI",418301.29,0,29645.38,0,0,0,0,0,759814.7,19941499.98,691127.4,0,0,1789828.25,2766288.61,2772454.37,13809429.67,41622.77,0,1000,0,0,0,4479,168192.01,0,0,450523.45,0,0,0,0,0,13215,6340.02,0,0,9686388.29,391828.29,0,0,0,0,19832.87,452671,0,0,176212.92,283519.74,0,588483.8,0,13244567.15,0,477197.34,0,0,0,22898.92,2390943.31,0,3655,80753.29,830122,136534.87,23300.05,0,1841.91,1940,20396.18,1134,1407,0,0,4194788.17,0,169168,0,0,0,0,0,9779.5,20691.06,54009,411452.32,80916.76,16070.31,68052.62,2144357.2,56595,0,0,145757,0,0,0,0,11982,0,4087.61,4026.55,0,4302,352348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67832.72,0,251789,0,0,0,0,0,0,3938,122671,0,5116515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",26853198.09,3486413,0,2906,25747689.76,784854.72,14765,2980692.12,16067432.85,312964684.63,8636369,0,1643887.5,218611380.66,3503613.72,755454876.08,118364592.72,60506861.69,620630,0,2967411.62,1435662,16445,27404007.24,44960775.24,140514.85,5613021.54,265268137.63,0,0,6215279.92,3605956.48,71678.91,0,0,25768870.14,17160,413953056.91,1639635.98,39596.63,4007875,0,5931783.33,29473887.26,0,44386025.37,14057,1045855.71,18387292.97,0,23562993.58,50052,316698857.09,14500,35202238.77,61510594.1,5581318.7,0,126702237.79,981218,3130175.7,15220351.12,41211176.98,28042250.2,118076.21,41769494.87,34401640.93,701794.74,77716194.3,3354,173253528.1,59287161.21,20445228.73,1211017.15,2767875.4,59440024.75,0,262052.95,12781240.23,4209.58,29617822.75,161101.31,212744240.36,2901632.57,42695659.38,0,90260078.78,2068419.14,83185068.46,50677.81,5498919.98,12448472.17,975003.48,395103.97,23489876.35,6192,0,90755065.13,28694.74,18059,44452484.41,69426852.98,18793995.1,744133.78,1261478,0,0,0,1482878.27,120930,144766,26358,1036053,24647964,139344,2233067.88,0,0,150289.94,0,240980,129155.99,0,4402323,50777328,0,0,747446,108763,845001.69,27235169,11128008,0,0,0,0,33562,684939,419411,17325.81,0,0,3552,1375,0,12062830,16611,0,0,1813,4793960,4837507,0,0,0,0,0,5465347,0,0,852296,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",313887.47,1743,0,0,286231848.19,72801.73,21549.72,683825.92,294031.58,8044693.21,0,0,5928.83,12910121.79,28633.88,382183761.88,10224812.52,24234808.77,81757.6,0,26614293.64,0,0,687473.49,17620.3,0,13417040.17,25988769.03,0,0,65761966.36,64046.01,0,0,4879232.27,2460374.83,0,159450995.91,3771117.25,1706.14,0,37081.81,15786841.4,36901956.53,342228.2,1349811.1,0,336629.22,4685215.53,0,42145772.97,10375.05,1999711091.75,9584,8201797.79,0,33094,0,15393.08,116067.72,0,2567,1203487.34,28203342.75,189847.08,2551276.52,2032547,1334907,0,23905,7597675.35,5180304.83,256374,0,55269.64,12619966.83,0,4654,114715842.68,0,33871738.46,1093946.22,42595,0,641703.33,54359,893248.9,1987.5,3828.38,29708.72,10074614.52,0,23622.3,321197,7641637.41,0,957031.14,0,153680.88,0,111259.99,303838.63,3576781.14,0,0,0,0,0,43855,75452,3734895,0,11048,0,0,0,0,0,154350.13,0,0,0,0,84607,2577744,0,0,0,0,60943.41,4779513,802842,0,5733,0,0,0,0,0,0,0,0,0,17970,0,0,0,0,0,0,0,116532,0,91971,0,55697,0,445811,0,0,0,18666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",4520087.44,0,133622.95,1441.06,997111.18,75476.8,21392.5,548595.67,646226.84,172681214.05,5433361.72,0,38414.79,22385571.71,24190641.82,77209236.49,312037116.14,6629783.74,0,0,17841869.8,0,0,2991206.45,18642888.32,84937.22,19552142.17,64494197.78,5411.54,0,6824400.25,2081838.23,0,28378.22,197419.32,8159546.01,0,124988810.95,7949051.39,1896427.69,0,6024.01,4083188.55,9645962.34,38090464.5,1224430.04,0,34186948.03,23747105.5,1270.13,4122495.76,31399.33,101767179.13,17132.25,20729216.8,917335.22,6610850.56,0,654408.8,1113995.37,5849,1069091.12,12888205.59,19731672.87,149744.83,1713785.49,1103241.55,64796469.5,41907.61,34659726.51,411488.98,68142.61,15334,116389.1,688308.01,23481796.19,8563510.31,1265507.01,22691755.6,6075.08,99291.16,21407.44,883092.13,108309.89,2801993.24,658127.36,7961860.66,301034.96,373308.59,67982270.01,12133646.47,327613.07,313579.08,133504560.47,61983.82,7244924.22,1399318.75,750314.16,0,5204357,97861.06,79282,1530990.84,4626748.43,14802276,0,0,0,13747474.07,88097623,0,0,6185931,114867,394387,227674.75,0,0,1971794.02,0,6007213.1,176828503.6,0,223301,283096,285350,0,0,1027.56,0,37039076,1541885,0,3180603,906206,0,0,0,146390,1714.56,0,0,0,797827,0,33011,73754,3034854,0,0,1515003,109713,0,0,85323,31222609,0,33857,0,0,13443,6548281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",3637718.74,0,0,43313.17,632345.11,45039.47,0,0,13793219.21,72689803.2,3337473.13,0,109551,12669574.77,2021634.96,11737029.36,25080320.08,6721107.02,91259,0,200557.41,0,0,628289.8,196794.27,5922.54,20524,6439284.6,39891.02,0,0,11190,0,0,85865,816446.26,0,66706110.31,1222883.72,2768210.98,541075,569325.8,10945165.48,11723327.6,15707,252913.79,0,2046444.08,1712738.67,135418.43,9755041.75,0,87016716.03,0,97870248.64,8139155.42,3738566.75,0,82309.84,1151953.81,2571851.74,2740401,2424025.1,4999035.48,127203.09,49967.01,0,10277717.38,0,35688,837071.14,191818.02,673487.25,4918840.61,9980787.01,834669.7,340942,1007220.18,44685366.77,0,4333086.64,421894,147055,37589.95,1250,5700,12731292.76,13455.81,2360444.11,496675,682922,44363.85,1099116.01,6361769.39,3357727.62,630432.82,77562.45,456117.09,3255792.27,0,0,0,1099843.08,5578861.7,230369,652290,0,0,121202.13,1365908,0,0,0,98397,12977,0,0,0,40947,0,0,695440.75,0,189752,0,0,0,0,0,0,192819,6383,0,0,0,60787,0,0,0,0,0,0,0,0,0,203178,0,69566,0,8625,2908594,0,2737,1904270,0,0,0,0,0,0,0,35198745,0,0,0,0,0,0,0,0,0,0,36175,0,0,0,0,0
"NER",1038487.51,0,0,0,288817.13,0,0,12573.87,5602.59,197445.07,0,0,0,154490.67,0,4985860.63,656526.08,33798.24,0,0,0,0,0,663412.36,8933,0,0,2277571.71,0,0,138034103.4,75302.69,0,0,0,30964.95,0,447653,8704.28,1402,0,0,0,350643.97,165497.81,88281,0,14703,5821059.56,0,78560.17,0,39278529.19,0,890030,9781,3211.56,0,1968384.17,0,0,0,1471132.84,173077.43,0,19535,14476560.68,184403,1062,802600.57,6099221.43,4822,62296,0,54000,94191.41,0,0,205671.78,0,33930,0,4010807.42,0,107186939.73,0,768934.57,0,0,0,0,77607.4,0,0,0,3030,2737584.2,4649,73543,0,0,991297.36,22128,15803,0,0,0,0,3119,0,0,0,9736,0,0,0,0,0,0,41037,0,67703.54,0,0,5952838,0,0,0,0,14636,1354,6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7121576,0,0,0,0,4690,0,0,0,0,0,198718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",208550.93,0,0,0,7071536.37,2708744,6552,0,525872.58,6427144.77,580009,0,69133.9,8459727.48,135405.66,19389859.86,3889033.51,9993983.09,0,537956.19,2263720.96,1677,0,11296011.03,16299.51,0,68771.85,15070512.21,5444,0,47141,147535.95,0,0,4020460.7,13995649.37,0,6539212.25,44266.45,0,9976,0,34509985.07,1808600.36,0,2016803.11,0,689611.19,6782711.34,0,0,476248.22,8977763.73,0,43936444,0,130275.72,0,10960500.77,775231.47,17199,31940782.14,32061365.06,30643292.19,0,693547.91,820484.62,0,3552.89,4826,61171624.84,903183.62,92103,56042.84,657099.7,8888326.15,0,0,135626.61,0,2129186.55,0,626261.78,0,9519406.67,0,15899180.41,0,3447001.48,3708.54,2089722,0,6606,40238.62,2689,0,3550866.66,4362588.88,8383,0,3297038.25,0,0,0,89344,0,0,0,595213.06,34359,13771,0,22524,2708,0,18896.28,0,0,0,0,0,40283,0,42137,36215800,11523,0,0,0,323227,249632,961939,0,0,0,0,0,0,82962,101603,0,0,0,0,0,238757,21825,0,0,0,0,13420,0,0,38270,0,2063,79348,0,0,0,0,0,0,0,3662,0,6418,0,0,0,3103,0,0,0,0,0,0
"TUN",33795287.25,3242,0,0,23460972.46,222367.18,1725,2032985.21,14295870.24,974453796.28,18747387.47,0,0,247192603.99,2898529.61,1502140597.36,131618934.75,33766812.2,2954950,51783,6971096.75,14682,0,23049192.74,23808141.04,657215.05,1162118,1208492204.84,3333,0,2305548.51,17442241.74,0,0,460317,18830863.8,0,184064320.15,8118203.04,2313311.55,254005,19641.86,6754,32294866.79,3330558.83,3098217.79,0,8730370.25,1122212.84,13760,60535556.87,317567.3,65118157.34,15082,7488637.59,12095336.13,1585592.92,0,1062437.68,2665837.52,898062.23,24489237.72,7477689.73,47786344.55,0,10847757.28,28314138.35,23122174.43,39422.65,1193787.59,3856915.74,136466.23,286539.01,551616.74,2400754.77,149149026.14,36115875.44,9740033.94,16711519.08,45379,38704449.04,2542894.64,1209113.35,3332074.72,454051.99,2158966.71,22526500.58,1404699.76,6281970.17,142292.84,7510523.43,1841326.82,2971133.71,19693,124315.03,0,5735736.92,1152709.76,161757.04,17177,1777070.62,2626881.39,0,22764,8052600,0,0,0,46841.81,3459269,0,0,21281404,22009,2719832,11284328.86,1154181.07,0,193277.68,0,0,7356,0,82208,3203550,7803285,0,0,20202,0,27622,37728,11264788,0,0,0,0,12954,313106,0,2022329,324529,0,1813482,0,170137,256578699,893486,1755427,0,0,898960,68762,0,713967,0,0,61024,0,0,0,0,0,0,0,12234,0,0,0,0,0,0,2989,0,0,0,0,0
"ZMB",3885929.97,0,0,0,22567762.62,10827.64,0,76939.25,133440.25,26815881.95,755412.39,0,0,11943855.7,1000395.31,78786872.46,47283801.25,832348.97,0,0,2251195.5,280439.54,0,5309454.49,295054.98,2696.51,217077,6239316.76,9984,3985.64,1340962.09,0,0,0,576152.59,34229826.6,0,20917926.69,365279.6,408950.52,0,27674,0,11915862.2,252243.44,14700,0,549560.01,106815182.75,0,145885.04,0,52605662.79,0,49502059.11,843218.74,1606063.75,0,0,9428.33,48420.05,1124615,21281968.31,364469.43,1925.08,1175,0,27042,0,41691,30420.84,0,0,137122.46,75665.65,80771819.35,0,0,130568467.75,0,0,0,0,14785.47,206541.02,490375.69,743876.67,0,17037.75,2342885.58,28150366.67,21783,322803.21,7282791.08,42370.07,5762927.11,15038,0,2782253.14,23244317,8837,0,40056.87,0,160395593,0,0,0,1451239.35,25027173,0,0,128375747,0,0,6000,0,0,8524.5,14856,8770,885830.78,0,1048260,0,0,0,0,0,0,27165144,6060882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110932,0,0,0,0,0,0,22135,0,0,0,26440482,0,0,0,0,1693,0,0,0,0,0,0,0,0,0,0,0
"ARE",31252127.07,0,0,1820,76354267.43,281836.45,13169,2399955.37,5087126.79,124965863.06,2378939.42,0,6979424.5,157084774.8,1083278.3,62202833.95,633057004.14,17974419.81,141067.07,0,211828744.06,135990.82,0,94677058.42,23154953.08,64801.58,0,45493876.68,154575.17,0,2687816191.02,30400346.63,9043904.21,80114.61,338698.26,95283847.99,9100.44,72957643.92,2135123.5,68225797.38,0,80557.76,330801135.86,4549409.45,75465974,1703611.12,0,13138984.04,743875325.05,11050,23100298.29,14244.98,479465638.78,92268.01,32839607,768492.26,396819429.78,40273906.55,111944.14,0,1330253.11,13565014.74,7498295.99,4730704.07,464018.68,635213,16495214,41606279.39,1327367.62,24445125.77,8700778.05,2139793.89,895119.19,601689.9,933059.16,1262010645.16,552765237.46,22916165.11,10717828931.32,1348153.5,8671741.67,230706,1629900.2,625227.46,29838113.53,1169824642.94,2476501.57,9548205.97,16268133.88,16843601.27,1389716966.86,1967777.32,606657.38,71068092.17,3543076.74,5139463.44,1216331.58,321394.98,289745889.46,0,220073.68,318996.19,13474342.03,162339416.52,0,0,15851829,0,3727765.76,0,0,2491,0,0,0,198866.29,5040.36,36900289.36,9293951.23,0,2312337.8,49563144.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
